iso2c,country,young_dependency_ratio,year
SI,Slovenia,21.3212534269828,2002
SI,Slovenia,21.9596769808815,2001
SI,Slovenia,22.550549232194,2000
SI,Slovenia,23.2263310176008,1999
SI,Slovenia,23.8860089031167,1998
SI,Slovenia,24.5629112026057,1997
SI,Slovenia,25.3313671099331,1996
SI,Slovenia,26.2293267912924,1995
SE,Sweden,28.3714442741464,2018
SE,Sweden,28.0649167852872,2017
SE,Sweden,27.721124915307,2016
SE,Sweden,27.4099040168544,2015
SE,Sweden,26.8654352003132,2014
SE,Sweden,26.274837334041,2013
SE,Sweden,25.7452982795622,2012
SE,Sweden,25.4081248809212,2011
SE,Sweden,25.2903895689767,2010
SE,Sweden,25.3641337613831,2009
SE,Sweden,25.7107121128983,2008
SE,Sweden,26.2029038951843,2007
SE,Sweden,26.576945773771,2006
SE,Sweden,26.6578245962335,2005
SE,Sweden,27.1013884051439,2004
SE,Sweden,27.4023408408122,2003
SE,Sweden,27.6279614164849,2002
SE,Sweden,27.9938402308574,2001
SE,Sweden,28.6621162336752,2000
SE,Sweden,28.9465577162186,1999
SE,Sweden,29.2846972899108,1998
SE,Sweden,29.5878864756261,1997
SE,Sweden,29.7171936993927,1996
SE,Sweden,29.6014871235625,1995
TJ,Tajikistan,57.8604674086034,2018
TJ,Tajikistan,57.5231747117942,2017
TJ,Tajikistan,57.2318916015997,2016
TJ,Tajikistan,57.0548375982578,2015
TJ,Tajikistan,57.0657249413341,2014
TJ,Tajikistan,57.3482685816865,2013
TJ,Tajikistan,57.8576103375137,2012
TJ,Tajikistan,58.3854452835171,2011
TJ,Tajikistan,58.7616338871496,2010
TJ,Tajikistan,59.8110820809581,2009
TJ,Tajikistan,60.8548813422308,2008
TJ,Tajikistan,62.000672381993,2007
TJ,Tajikistan,63.5463095800381,2006
TJ,Tajikistan,65.7063851704769,2005
TJ,Tajikistan,67.9439012896819,2004
TJ,Tajikistan,70.6579641292977,2003
TJ,Tajikistan,73.6555773851201,2002
TJ,Tajikistan,76.5156185927867,2001
TJ,Tajikistan,78.9311832426215,2000
TJ,Tajikistan,80.9240483292265,1999
TJ,Tajikistan,82.4371068094642,1998
TJ,Tajikistan,83.5243915762144,1997
TJ,Tajikistan,84.438527343531,1996
TJ,Tajikistan,85.3712230750012,1995
TM,Turkmenistan,47.6063911924846,2018
TM,Turkmenistan,47.6948007400563,2017
TM,Turkmenistan,47.4185088943592,2016
TM,Turkmenistan,46.4929248214775,2015
TM,Turkmenistan,46.0234132192411,2014
TM,Turkmenistan,45.2197579559319,2013
TM,Turkmenistan,44.3698469863439,2012
TM,Turkmenistan,44.018476353837,2011
TM,Turkmenistan,44.491327436565,2010
TM,Turkmenistan,45.1790924641829,2009
TM,Turkmenistan,46.6088174782134,2008
TM,Turkmenistan,48.5461320149733,2007
TM,Turkmenistan,50.4474822651816,2006
TM,Turkmenistan,51.9225565319901,2005
TM,Turkmenistan,53.8293693787595,2004
TM,Turkmenistan,55.5044208265696,2003
TM,Turkmenistan,57.0473784188837,2002
TM,Turkmenistan,58.7920682632652,2001
TM,Turkmenistan,60.9983951995275,2000
TM,Turkmenistan,63.0310531164607,1999
TM,Turkmenistan,65.0761145837807,1998
TM,Turkmenistan,67.0076761143973,1997
TM,Turkmenistan,68.6658586110665,1996
TM,Turkmenistan,69.9606309659544,1995
TR,Turkey,36.6373657934379,2018
TR,Turkey,37.3107657926213,2017
TR,Turkey,37.914918971741,2016
TR,Turkey,38.4050593624386,2015
TR,Turkey,38.9039432574281,2014
TR,Turkey,39.3742173384945,2013
TR,Turkey,39.8430158215233,2012
TR,Turkey,40.3279092139573,2011
TR,Turkey,40.8306903746163,2010
TR,Turkey,41.4524612552848,2009
TR,Turkey,42.0807481745788,2008
TR,Turkey,42.7147418933125,2007
TR,Turkey,43.4027217320378,2006
TR,Turkey,44.1887789808582,2005
TR,Turkey,44.9521791190561,2004
TR,Turkey,45.7945322675459,2003
TR,Turkey,46.691569482089,2002
TR,Turkey,47.5643128105129,2001
TR,Turkey,48.3430743127548,2000
TR,Turkey,49.3250319151515,1999
TR,Turkey,50.3061320629475,1998
TR,Turkey,51.30432802468,1997
TR,Turkey,52.3557323507934,1996
TR,Turkey,53.4814875105738,1995
UA,Ukraine,23.4086282418807,2018
UA,Ukraine,22.7686344774314,2017
UA,Ukraine,22.2008373450625,2016
UA,Ukraine,21.809159880825,2015
UA,Ukraine,21.3171810645174,2014
UA,Ukraine,20.9654435559441,2013
UA,Ukraine,20.7190866125113,2012
UA,Ukraine,20.4675655702217,2011
UA,Ukraine,20.133806411537,2010
UA,Ukraine,20.1185839742135,2009
UA,Ukraine,20.1508259465377,2008
UA,Ukraine,20.2820969788405,2007
UA,Ukraine,20.5795311549762,2006
UA,Ukraine,21.0484571142179,2005
UA,Ukraine,21.6187838515663,2004
UA,Ukraine,22.3027764598567,2003
UA,Ukraine,23.0729913669203,2002
UA,Ukraine,23.9031917833,2001
UA,Ukraine,24.7799010330684,2000
UA,Ukraine,25.8154102423643,1999
UA,Ukraine,26.8979118571489,1998
UA,Ukraine,27.9671892625948,1997
UA,Ukraine,28.9526101261777,1996
UA,Ukraine,29.8193613775949,1995
UZ,Uzbekistan,41.6103398776093,2018
UZ,Uzbekistan,41.4299242272744,2017
UZ,Uzbekistan,41.3322511210063,2016
UZ,Uzbekistan,41.4312218816543,2015
UZ,Uzbekistan,41.5798756737558,2014
UZ,Uzbekistan,41.9647950420325,2013
UZ,Uzbekistan,42.567961489386,2012
UZ,Uzbekistan,43.2571098942461,2011
UZ,Uzbekistan,43.9015980625247,2010
UZ,Uzbekistan,45.1285943397462,2009
UZ,Uzbekistan,46.5431941489577,2008
UZ,Uzbekistan,48.1591601329519,2007
UZ,Uzbekistan,50.007169758826,2006
UZ,Uzbekistan,52.1030220198086,2005
UZ,Uzbekistan,54.374513790626,2004
UZ,Uzbekistan,56.7578423739629,2003
UZ,Uzbekistan,59.183388954884,2002
UZ,Uzbekistan,61.6309370602579,2001
UZ,Uzbekistan,64.1231281850775,2000
UZ,Uzbekistan,66.2850130141783,1999
UZ,Uzbekistan,68.2905106507209,1998
UZ,Uzbekistan,70.0762622307813,1997
UZ,Uzbekistan,71.5497607049653,1996
UZ,Uzbekistan,72.6438305650607,1995
