iso2c,country,population_density,year
SI,Slovenia,102.446108744427,2015
SI,Slovenia,102.382323733863,2014
SI,Slovenia,102.281678252234,2013
SI,Slovenia,102.114051874416,2012
SI,Slovenia,101.898293699867,2011
SI,Slovenia,101.685826853954,2010
SI,Slovenia,101.245373452163,2009
SI,Slovenia,100.332370615751,2008
SI,Slovenia,100.204667328699,2007
SI,Slovenia,99.6458788480636,2006
SI,Slovenia,99.3284011916584,2005
SI,Slovenia,99.156504468719,2004
SI,Slovenia,99.0929990069513,2003
SI,Slovenia,99.0332671300894,2002
SI,Slovenia,98.9106256206554,2001
SI,Slovenia,98.7549652432969,2000
SI,Slovenia,98.4630089374379,1999
SI,Slovenia,98.3927010923535,1998
SI,Slovenia,98.6075471698113,1997
SI,Slovenia,98.7402184707051,1996
SI,Slovenia,98.8019860973188,1995
SE,Sweden,25.0010434312931,2018
SE,Sweden,24.6929807763129,2017
SE,Sweden,24.3624880312293,2016
SE,Sweden,24.0582995752621,2015
SE,Sweden,23.8052343423928,2014
SE,Sweden,23.5684661462169,2013
SE,Sweden,23.3696027888251,2012
SE,Sweden,23.027764780426,2011
SE,Sweden,22.8545255154262,2010
SE,Sweden,22.6605132329288,2009
SE,Sweden,22.4682872739679,2008
SE,Sweden,22.2939318613832,2007
SE,Sweden,22.1292221084954,2006
SE,Sweden,22.0050982112395,2005
SE,Sweden,21.917266169518,2004
SE,Sweden,21.8312350733538,2003
SE,Sweden,21.750153531218,2002
SE,Sweden,21.6794853048691,2001
SE,Sweden,21.6213603353317,2000
SE,Sweden,21.5866695910708,1999
SE,Sweden,21.5698542671931,1998
SE,Sweden,21.5578837061949,1997
SE,Sweden,21.5455427206707,1996
SE,Sweden,21.5112808890189,1995
TJ,Tajikistan,65.5727141724908,2018
TJ,Tajikistan,63.9834858419194,2017
TJ,Tajikistan,62.4222134159522,2016
TJ,Tajikistan,60.9123712083003,2015
TJ,Tajikistan,59.4644505373958,2014
TJ,Tajikistan,57.5862317805087,2013
TJ,Tajikistan,56.264897113461,2012
TJ,Tajikistan,54.9979279794227,2011
TJ,Tajikistan,53.7824664189769,2010
TJ,Tajikistan,52.6204129751358,2009
TJ,Tajikistan,51.5142183480995,2008
TJ,Tajikistan,50.4620748785367,2007
TJ,Tajikistan,49.4611817662189,2006
TJ,Tajikistan,48.509009717062,2005
TJ,Tajikistan,47.6020934552729,2004
TJ,Tajikistan,46.7386896256073,2003
TJ,Tajikistan,45.9193126607602,2002
TJ,Tajikistan,45.1451343240926,2001
TJ,Tajikistan,44.4151257502143,2000
TJ,Tajikistan,43.7243569591312,1999
TJ,Tajikistan,43.0650757359246,1998
TJ,Tajikistan,42.4293012289225,1997
TJ,Tajikistan,41.8073378108031,1996
TJ,Tajikistan,41.1889825664476,1995
TM,Turkmenistan,12.4505947694337,2018
TM,Turkmenistan,12.2521843678846,2017
TM,Turkmenistan,12.0493945906837,2016
TM,Turkmenistan,11.8427999914881,2015
TM,Turkmenistan,11.6322175643181,2014
TM,Turkmenistan,11.4195199285,2013
TM,Turkmenistan,11.2099674419594,2012
TM,Turkmenistan,11.0103313259422,2011
TM,Turkmenistan,10.825469750814,2010
TM,Turkmenistan,10.6568084608346,2009
TM,Turkmenistan,10.5031962207137,2008
TM,Turkmenistan,10.3635456344562,2007
TM,Turkmenistan,10.2357989487796,2006
TM,Turkmenistan,10.1177749877641,2005
TM,Turkmenistan,10.0087268316558,2004
TM,Turkmenistan,9.90731172727853,2003
TM,Turkmenistan,9.80998233779499,2002
TM,Turkmenistan,9.71226140063414,2001
TM,Turkmenistan,9.61022492711681,2000
TM,Turkmenistan,9.50383035771285,1999
TM,Turkmenistan,9.39177962675292,1998
TM,Turkmenistan,9.26758453386675,1997
TM,Turkmenistan,9.12337156597791,1996
TM,Turkmenistan,8.9541867937778,1995
TR,Turkey,106.960128893104,2018
TR,Turkey,105.377768538129,2017
TR,Turkey,103.714413419435,2016
TR,Turkey,102.035275392072,2015
TR,Turkey,100.349397762561,2014
TR,Turkey,98.6559307719294,2013
TR,Turkey,96.9985785377389,2012
TR,Turkey,95.4274950300794,2011
TR,Turkey,93.9763106947494,2010
TR,Turkey,92.669723113704,2009
TR,Turkey,91.4966984135234,2008
TR,Turkey,90.4094798799423,2007
TR,Turkey,89.3374868443278,2006
TR,Turkey,88.2287189948417,2005
TR,Turkey,87.0690201785273,2004
TR,Turkey,85.8716552109455,2003
TR,Turkey,84.6450463209594,2002
TR,Turkey,83.4066278601406,2001
TR,Turkey,82.1696061743955,2000
TR,Turkey,80.9316125930642,1999
TR,Turkey,79.6872211322324,1998
TR,Turkey,78.443626158024,1997
TR,Turkey,77.2101945090498,1996
TR,Turkey,75.9929524576745,1995
UA,Ukraine,77.0296673514129,2018
UA,Ukraine,77.389796129745,2017
UA,Ukraine,77.6893179581902,2016
UA,Ukraine,77.9471922525851,2015
UA,Ukraine,78.1507483298521,2014
UA,Ukraine,78.5224055789546,2013
UA,Ukraine,78.7014085479528,2012
UA,Ukraine,78.896119588483,2011
UA,Ukraine,79.180245805427,2010
UA,Ukraine,79.495442933094,2009
UA,Ukraine,79.8491334668232,2008
UA,Ukraine,80.2812731948976,2007
UA,Ukraine,80.7576463684065,2006
UA,Ukraine,81.302685629466,2005
UA,Ukraine,81.9063071771326,2004
UA,Ukraine,82.5300341768219,2003
UA,Ukraine,83.2024372561881,2002
UA,Ukraine,84.0318719254337,2001
UA,Ukraine,84.8810701648399,2000
UA,Ukraine,85.7397945973936,1999
UA,Ukraine,86.5520652455338,1998
UA,Ukraine,87.329084318633,1997
UA,Ukraine,88.1284007939933,1996
UA,Ukraine,88.9139535686545,1995
UZ,Uzbekistan,77.4692054536906,2018
UZ,Uzbekistan,76.1368124118477,2017
UZ,Uzbekistan,74.8657733897508,2016
UZ,Uzbekistan,73.575223319229,2015
UZ,Uzbekistan,72.3030089327692,2014
UZ,Uzbekistan,71.093559003291,2013
UZ,Uzbekistan,69.9917724494593,2012
UZ,Uzbekistan,68.9689703808181,2011
UZ,Uzbekistan,67.1424541607898,2010
UZ,Uzbekistan,65.2736248236953,2009
UZ,Uzbekistan,64.1814762576399,2008
UZ,Uzbekistan,63.1593794076164,2007
UZ,Uzbekistan,62.2666901739539,2006
UZ,Uzbekistan,61.5115185707569,2005
UZ,Uzbekistan,60.8000705218618,2004
UZ,Uzbekistan,60.1026093088858,2003
UZ,Uzbekistan,59.407263751763,2002
UZ,Uzbekistan,58.6846497414198,2001
UZ,Uzbekistan,57.9464033850494,2000
UZ,Uzbekistan,57.150094029149,1999
UZ,Uzbekistan,56.5373765867419,1998
UZ,Uzbekistan,55.6346967559944,1997
UZ,Uzbekistan,54.5956746591443,1996
UZ,Uzbekistan,53.5613540197461,1995
