iso2c,country,old_dependency_ratio,year
PT,Portugal,26.1031295301296,2006
PT,Portugal,25.6341944081196,2005
PT,Portugal,25.3601071428015,2004
PT,Portugal,25.0692308825846,2003
PT,Portugal,24.7608660148123,2002
PT,Portugal,24.4400656702007,2001
PT,Portugal,24.1077848577446,2000
PT,Portugal,23.7320304572274,1999
PT,Portugal,23.3650124724136,1998
PT,Portugal,23.0118492948971,1997
PT,Portugal,22.6767962630202,1996
PT,Portugal,22.3563853105195,1995
RO,Romania,27.5126164742473,2018
RO,Romania,26.6877419900465,2017
RO,Romania,25.8913778477821,2016
RO,Romania,25.1536270622279,2015
RO,Romania,24.5481643930998,2014
RO,Romania,24.0162672557532,2013
RO,Romania,23.5623448706639,2012
RO,Romania,23.1886479316247,2011
RO,Romania,22.8905924066119,2010
RO,Romania,22.6862552222569,2009
RO,Romania,22.5798274476235,2008
RO,Romania,22.5060927439792,2007
RO,Romania,22.3663474036897,2006
RO,Romania,22.0969205554512,2005
RO,Romania,21.9093994024109,2004
RO,Romania,21.5715397871738,2003
RO,Romania,21.1110715970161,2002
RO,Romania,20.5924233463483,2001
RO,Romania,20.0612333786133,2000
RO,Romania,19.6846581715816,1999
RO,Romania,19.2937995527894,1998
RO,Romania,18.8833355274348,1997
RO,Romania,18.4378473603366,1996
RO,Romania,17.9455548006142,1995
RU,Russian Federation,21.6330667192144,2018
RU,Russian Federation,20.7846000232667,2017
RU,Russian Federation,20.0103366548128,2016
RU,Russian Federation,19.3583072790716,2015
RU,Russian Federation,18.9690103023115,2014
RU,Russian Federation,18.6756911870918,2013
RU,Russian Federation,18.4475607304908,2012
RU,Russian Federation,18.2749782322041,2011
RU,Russian Federation,18.1703311627859,2010
RU,Russian Federation,18.3226744890974,2009
RU,Russian Federation,18.6426478993981,2008
RU,Russian Federation,19.0570497716911,2007
RU,Russian Federation,19.3825833795893,2006
RU,Russian Federation,19.4613930652929,2005
RU,Russian Federation,19.549331768646,2004
RU,Russian Federation,19.2924006108814,2003
RU,Russian Federation,18.8049214415848,2002
RU,Russian Federation,18.3089970309869,2001
RU,Russian Federation,17.9513006220424,2000
RU,Russian Federation,17.9313053137738,1999
RU,Russian Federation,18.0788210263,1998
RU,Russian Federation,18.2997253042448,1997
RU,Russian Federation,18.4029683303138,1996
RU,Russian Federation,18.2525321976683,1995
RS,Serbia,27.2136186439146,2018
RS,Serbia,26.240444214876,2017
RS,Serbia,25.2593236101692,2016
RS,Serbia,24.3263644919631,2015
RS,Serbia,23.5595246548492,2014
RS,Serbia,22.8456267617388,2013
RS,Serbia,22.2115323073878,2012
RS,Serbia,21.6964787104523,2011
RS,Serbia,21.3235356250003,2010
RS,Serbia,21.247723032424,2009
RS,Serbia,21.3600677525267,2008
RS,Serbia,21.5804762804003,2007
RS,Serbia,21.7728527509559,2006
RS,Serbia,21.8381022032368,2005
RS,Serbia,21.8081149502059,2004
RS,Serbia,21.6443022431017,2003
RS,Serbia,21.3556973437657,2002
RS,Serbia,20.9748048512022,2001
RS,Serbia,20.520887452523,2000
RS,Serbia,19.9418228894846,1999
RS,Serbia,19.3095244126641,1998
RS,Serbia,18.6358347669048,1997
RS,Serbia,17.9329305353101,1996
RS,Serbia,17.2059096162418,1995
SK,Slovak Republic,22.6462005748731,2018
SK,Slovak Republic,21.6647117311461,2017
SK,Slovak Republic,20.7355016241709,2016
SK,Slovak Republic,19.8945259263685,2015
SK,Slovak Republic,19.202789494661,2014
SK,Slovak Republic,18.6123397244191,2013
SK,Slovak Republic,18.1080096612185,2012
SK,Slovak Republic,17.6597414443036,2011
SK,Slovak Republic,17.244010717933,2010
SK,Slovak Republic,16.9714164832479,2009
SK,Slovak Republic,16.745401752474,2008
SK,Slovak Republic,16.5574393202943,2007
SK,Slovak Republic,16.4003566066991,2006
SK,Slovak Republic,16.267398600307,2005
SK,Slovak Republic,16.2821002229166,2004
SK,Slovak Republic,16.3236803784749,2003
SK,Slovak Republic,16.3714242128791,2002
SK,Slovak Republic,16.3937659602615,2001
SK,Slovak Republic,16.3658061828208,2000
SK,Slovak Republic,16.4178538581783,1999
SK,Slovak Republic,16.4068018166085,1998
SK,Slovak Republic,16.341304078173,1997
SK,Slovak Republic,16.2455491074855,1996
SK,Slovak Republic,16.1335193612667,1995
SI,Slovenia,30.1241480760904,2018
SI,Slovenia,28.8920331808376,2017
SI,Slovenia,27.7671122926677,2016
SI,Slovenia,26.8151561921314,2015
SI,Slovenia,26.0346981441759,2014
SI,Slovenia,25.4333404284249,2013
SI,Slovenia,24.9617982693233,2012
SI,Slovenia,24.5300583673415,2011
SI,Slovenia,24.0684735367565,2010
SI,Slovenia,23.6675906368205,2009
SI,Slovenia,23.2491472119601,2008
SI,Slovenia,22.8168001672052,2007
SI,Slovenia,22.3899445864941,2006
SI,Slovenia,21.9788238965165,2005
SI,Slovenia,21.620546763203,2004
SI,Slovenia,21.2775251107834,2003
SI,Slovenia,20.9309839184999,2002
SI,Slovenia,20.5530500525106,2001
SI,Slovenia,20.1232105030211,2000
SI,Slovenia,19.7141687366019,1999
SI,Slovenia,19.2478072662318,1998
SI,Slovenia,18.7369847475312,1997
SI,Slovenia,18.2107367057962,1996
SI,Slovenia,17.6881734817347,1995
SE,Sweden,32.2664236501319,2018
SE,Sweden,31.9864354886065,2017
SE,Sweden,31.599356493984,2016
SE,Sweden,31.0556916999499,2015
SE,Sweden,30.5133645468708,2014
SE,Sweden,29.8438127092476,2013
SE,Sweden,29.1260434777869,2012
SE,Sweden,28.4655644377281,2011
SE,Sweden,27.9111162224787,2010
SE,Sweden,27.4707315613932,2009
SE,Sweden,27.1263840008753,2008
SE,Sweden,26.8606456245978,2007
SE,Sweden,26.6564100539105,2006
SE,Sweden,26.5077728855575,2005
SE,Sweden,26.4483326162525,2004
SE,Sweden,26.499842201896,2003
SE,Sweden,26.6286332352021,2002
SE,Sweden,26.7826254284819,2001
SE,Sweden,26.9217448396403,2000
SE,Sweden,27.0755167798333,1999
SE,Sweden,27.2225652625355,1998
SE,Sweden,27.3497052783778,1997
SE,Sweden,27.4477498884948,1996
SE,Sweden,27.5072472177394,1995
TJ,Tajikistan,5.83825463566534,2018
TJ,Tajikistan,5.65610522983055,2017
TJ,Tajikistan,5.50657156097325,2016
TJ,Tajikistan,5.39644303203723,2015
TJ,Tajikistan,5.36325645502449,2014
TJ,Tajikistan,5.38175316136356,2013
TJ,Tajikistan,5.44603670852581,2012
TJ,Tajikistan,5.54271391029163,2011
TJ,Tajikistan,5.65968992027938,2010
TJ,Tajikistan,5.839671683365,2009
TJ,Tajikistan,6.0519004179424,2008
TJ,Tajikistan,6.2776222838162,2007
TJ,Tajikistan,6.4836285762637,2006
TJ,Tajikistan,6.64067071286977,2005
TJ,Tajikistan,6.7650542649238,2004
TJ,Tajikistan,6.80594922368404,2003
TJ,Tajikistan,6.77614265043356,2002
TJ,Tajikistan,6.72199502241999,2001
TJ,Tajikistan,6.68287416081131,2000
TJ,Tajikistan,6.88770350856141,1999
TJ,Tajikistan,7.09898574687256,1998
TJ,Tajikistan,7.28983914605384,1997
TJ,Tajikistan,7.41439849018842,1996
TJ,Tajikistan,7.44255615614651,1995
TM,Turkmenistan,6.83628792200192,2018
TM,Turkmenistan,6.59978218505266,2017
TM,Turkmenistan,6.39503960805385,2016
TM,Turkmenistan,6.22256785335898,2015
TM,Turkmenistan,6.13963030440525,2014
TM,Turkmenistan,6.10008123779213,2013
TM,Turkmenistan,6.10443593352955,2012
TM,Turkmenistan,6.15152873978555,2011
TM,Turkmenistan,6.23782802662701,2010
TM,Turkmenistan,6.41552624067017,2009
TM,Turkmenistan,6.64931356615841,2008
TM,Turkmenistan,6.9113034074198,2007
TM,Turkmenistan,7.14795418892938,2006
TM,Turkmenistan,7.3129889615261,2005
TM,Turkmenistan,7.43289483428741,2004
TM,Turkmenistan,7.44572053768115,2003
TM,Turkmenistan,7.37450985567269,2002
TM,Turkmenistan,7.27718688746247,2001
TM,Turkmenistan,7.19590446279034,2000
TM,Turkmenistan,7.20229979603871,1999
TM,Turkmenistan,7.23992394398091,1998
TM,Turkmenistan,7.29038764777921,1997
TM,Turkmenistan,7.31182230767052,1996
TM,Turkmenistan,7.27124620030065,1995
TR,Turkey,12.4699723951258,2018
TR,Turkey,12.1878954145038,2017
TR,Turkey,11.9343198426688,2016
TR,Turkey,11.7117451216546,2015
TR,Turkey,11.4995626565671,2014
TR,Turkey,11.327419914003,2013
TR,Turkey,11.1872226904004,2012
TR,Turkey,11.064059901727,2011
TR,Turkey,10.9456515242983,2010
TR,Turkey,10.8099793049258,2009
TR,Turkey,10.6823014207484,2008
TR,Turkey,10.559490277808,2007
TR,Turkey,10.4391907146056,2006
TR,Turkey,10.3175536803576,2005
TR,Turkey,10.1955336462006,2004
TR,Turkey,10.0745850734336,2003
TR,Turkey,9.94674760021568,2002
TR,Turkey,9.79976213090233,2001
TR,Turkey,9.62328684830145,2000
TR,Turkey,9.41899069192069,1999
TR,Turkey,9.18299449451445,1998
TR,Turkey,8.9265645043768,1997
TR,Turkey,8.67227196718527,1996
TR,Turkey,8.43597055520512,1995
UA,Ukraine,24.8622723404103,2018
UA,Ukraine,24.1923994123412,2017
UA,Ukraine,23.5588470381175,2016
UA,Ukraine,23.0064423241783,2015
UA,Ukraine,22.7556740846198,2014
UA,Ukraine,22.5836559534885,2013
UA,Ukraine,22.4791892278971,2012
UA,Ukraine,22.4218568749853,2011
UA,Ukraine,22.3921290594725,2010
UA,Ukraine,22.5090437399072,2009
UA,Ukraine,22.7266714144036,2008
UA,Ukraine,22.963773533953,2007
UA,Ukraine,23.0553332418496,2006
UA,Ukraine,22.8705320139982,2005
UA,Ukraine,22.6576761594944,2004
UA,Ukraine,22.0768744461913,2003
UA,Ukraine,21.2753369834597,2002
UA,Ukraine,20.5186289654778,2001
UA,Ukraine,19.9795200228338,2000
UA,Ukraine,19.8752711425171,1999
UA,Ukraine,20.0289300663246,1998
UA,Ukraine,20.3096087143692,1997
UA,Ukraine,20.4650721913555,1996
UA,Ukraine,20.3190083743509,1995
UZ,Uzbekistan,6.8884392749202,2018
UZ,Uzbekistan,6.61602474919663,2017
UZ,Uzbekistan,6.39687493100108,2016
UZ,Uzbekistan,6.24912208502147,2015
UZ,Uzbekistan,6.22771577473381,2014
UZ,Uzbekistan,6.3004595148278,2013
UZ,Uzbekistan,6.44621373771113,2012
UZ,Uzbekistan,6.62292743451222,2011
UZ,Uzbekistan,6.79701810647904,2010
UZ,Uzbekistan,7.01128049938111,2009
UZ,Uzbekistan,7.22328139375409,2008
UZ,Uzbekistan,7.42238873382978,2007
UZ,Uzbekistan,7.59811175327557,2006
UZ,Uzbekistan,7.73994373517832,2005
UZ,Uzbekistan,7.86369841162509,2004
UZ,Uzbekistan,7.93060986898496,2003
UZ,Uzbekistan,7.95142374283413,2002
UZ,Uzbekistan,7.95316346018966,2001
UZ,Uzbekistan,7.95403848085622,2000
UZ,Uzbekistan,7.98992413712521,1999
UZ,Uzbekistan,8.03990752312325,1998
UZ,Uzbekistan,8.08675041414789,1997
UZ,Uzbekistan,8.09652060154161,1996
UZ,Uzbekistan,8.04395665396526,1995
