iso2c,country,gdp_per_capita,year
RO,Romania,20665.6050194977,2015
RO,Romania,19801.9180206024,2014
RO,Romania,19077.1968647903,2013
RO,Romania,18361.177108115,2012
RO,Romania,17907.6474860581,2011
RO,Romania,17469.1489715161,2010
RO,Romania,18070.6766876172,2009
RO,Romania,18967.2555577493,2008
RO,Romania,17065.446544821,2007
RO,Romania,15680.8800002917,2006
RO,Romania,14429.725293615,2005
RO,Romania,13701.2951020583,2004
RO,Romania,12336.9390455932,2003
RO,Romania,11968.0869335825,2002
RO,Romania,11116.9850714834,2001
RO,Romania,10419.242408854,2000
RO,Romania,10155.8033844516,1999
RO,Romania,10178.2107719452,1998
RO,Romania,10367.6087338694,1997
RO,Romania,10864.636569066,1996
RO,Romania,10425.9618728614,1995
RU,Russian Federation,NA,2018
RU,Russian Federation,24790.6483258882,2017
RU,Russian Federation,24416.6238783996,2016
RU,Russian Federation,24516.5499502675,2015
RU,Russian Federation,25284.5862019817,2014
RU,Russian Federation,25551.0899736271,2013
RU,Russian Federation,25156.4209403579,2012
RU,Russian Federation,24310.043965548,2011
RU,Russian Federation,23325.9811931043,2010
RU,Russian Federation,22121.8524916504,2009
RU,Russian Federation,24005.9966846059,2008
RU,Russian Federation,22798.9708291491,2007
RU,Russian Federation,20970.1899029814,2006
RU,Russian Federation,19325.9357374404,2005
RU,Russian Federation,18098.3670811063,2004
RU,Russian Federation,16818.7426277435,2003
RU,Russian Federation,15604.1494910555,2002
RU,Russian Federation,14829.0829751764,2001
RU,Russian Federation,14050.851335184,2000
RU,Russian Federation,12719.8928946552,1999
RU,Russian Federation,11917.8464620528,1998
RU,Russian Federation,12564.0309592216,1997
RU,Russian Federation,12370.0959893354,1996
RU,Russian Federation,12813.3966776832,1995
RS,Serbia,16035.3601602891,2018
RS,Serbia,15289.0973753167,2017
RS,Serbia,14902.5467941328,2016
RS,Serbia,14345.5194255984,2015
RS,Serbia,14025.5777505285,2014
RS,Serbia,14185.360684634,2013
RS,Serbia,13719.6444803312,2012
RS,Serbia,13746.9154272258,2011
RS,Serbia,13366.6335483345,2010
RS,Serbia,13216.3888160333,2009
RS,Serbia,13533.1913343909,2008
RS,Serbia,12754.3693792078,2007
RS,Serbia,11934.250635471,2006
RS,Serbia,10836.0240841158,2005
RS,Serbia,10236.3794438133,2004
RS,Serbia,9365.29029076308,2003
RS,Serbia,8950.19956611478,2002
RS,Serbia,8347.93468692863,2001
RS,Serbia,7937.30603457658,2000
RS,Serbia,7342.28142883758,1999
RS,Serbia,8327.22669327029,1998
RS,Serbia,8098.86479337322,1997
RS,Serbia,7534.8604162221,1996
RS,Serbia,7349.08654729102,1995
SK,Slovak Republic,31326.2953498622,2018
SK,Slovak Republic,30132.920482197602,2017
SK,Slovak Republic,29247.215757852,2016
SK,Slovak Republic,28397.4107219706,2015
SK,Slovak Republic,27285.284673711,2014
SK,Slovak Republic,26580.7178548938,2013
SK,Slovak Republic,26218.4716043616,2012
SK,Slovak Republic,25835.0047572051,2011
SK,Slovak Republic,25159.0775487579,2010
SK,Slovak Republic,23973.8413853129,2009
SK,Slovak Republic,25382.1684009197,2008
SK,Slovak Republic,24049.9833717541,2007
SK,Slovak Republic,21712.1783648146,2006
SK,Slovak Republic,20020.8375943888,2005
SK,Slovak Republic,18756.5539505275,2004
SK,Slovak Republic,17815.829837356,2003
SK,Slovak Republic,16888.9431922391,2002
SK,Slovak Republic,16152.2710836105,2001
SK,Slovak Republic,15605.1961129724,2000
SK,Slovak Republic,15397.7452264693,1999
SK,Slovak Republic,15445.1403959532,1998
SK,Slovak Republic,14869.3393686783,1997
SK,Slovak Republic,14044.6526477464,1996
SK,Slovak Republic,13183.5792114244,1995
SI,Slovenia,32742.5146464049,2018
SI,Slovenia,31351.3042437041,2017
SI,Slovenia,29911.8786527953,2016
SI,Slovenia,29042.7252330979,2015
SI,Slovenia,28409.7555968679,2014
SI,Slovenia,27622.6855482922,2013
SI,Slovenia,27976.9163065514,2012
SI,Slovenia,28804.7015194266,2011
SI,Slovenia,28678.3726303687,2010
SI,Slovenia,28451.5455225073,2009
SI,Slovenia,31137.7763671714,2008
SI,Slovenia,30190.723646843,2007
SI,Slovenia,28389.3382006689,2006
SI,Slovenia,26955.4759051744,2005
SI,Slovenia,25962.9085086601,2004
SI,Slovenia,24896.119087735002,2003
SI,Slovenia,24222.7057674997,2002
SI,Slovenia,23356.7055188022,2001
SI,Slovenia,22723.3270446698,2000
SI,Slovenia,21881.4361908644,1999
SI,Slovenia,20800.0059679542,1998
SI,Slovenia,20094.4571077514,1997
SI,Slovenia,19091.0675739613,1996
SI,Slovenia,18431.0451867231,1995
SE,Sweden,47193.5783414999,2018
SE,Sweden,46681.1714804268,2017
SE,Sweden,46339.1244222001,2016
SE,Sweden,45698.4950627754,2015
SE,Sweden,44213.8779689315,2014
SE,Sweden,43522.3512150498,2013
SE,Sweden,43355.8077615201,2012
SE,Sweden,43808.5011571571,2011
SE,Sweden,42988.8052058718,2010
SE,Sweden,40905.7995784945,2009
SE,Sweden,43516.8579354598,2008
SE,Sweden,44102.8713029557,2007
SE,Sweden,42966.7826018108,2006
SE,Sweden,41269.6534779254,2005
SE,Sweden,40299.9202524851,2004
SE,Sweden,38786.720092202,2003
SE,Sweden,38033.7989610785,2002
SE,Sweden,37381.9883438097,2001
SE,Sweden,36901.8521359489,2000
SE,Sweden,35286.5888056617,1999
SE,Sweden,33797.6954291974,1998
SE,Sweden,32440.667938393,1997
SE,Sweden,31540.6879384815,1996
SE,Sweden,31118.2273186916,1995
TJ,Tajikistan,3061.07072145518,2018
TJ,Tajikistan,2923.67371765289,2017
TJ,Tajikistan,2784.67660979973,2016
TJ,Tajikistan,2670.18020232317,2015
TJ,Tajikistan,2580.24756032414,2014
TJ,Tajikistan,2476.01418146754,2013
TJ,Tajikistan,2359.55252653696,2012
TJ,Tajikistan,2245.78533483222,2011
TJ,Tajikistan,2138.29186268137,2010
TJ,Tajikistan,2051.72671117661,2009
TJ,Tajikistan,2017.25644138433,2008
TJ,Tajikistan,1908.35557495284,2007
TJ,Tajikistan,1806.76541553961,2006
TJ,Tajikistan,1720.93088622516,2005
TJ,Tajikistan,1644.45564116681,2004
TJ,Tajikistan,1517.4667021702,2003
TJ,Tajikistan,1392.37799109972,2002
TJ,Tajikistan,1277.77187002118,2001
TJ,Tajikistan,1185.2194406002,2000
TJ,Tajikistan,1111.42520569557,1999
TJ,Tajikistan,1088.18211285093,1998
TJ,Tajikistan,1048.76812641899,1997
TJ,Tajikistan,1046.77762007988,1996
TJ,Tajikistan,1275.50119156066,1995
TM,Turkmenistan,17128.985335654,2018
TM,Turkmenistan,16390.178979035,2017
TM,Turkmenistan,15648.8484484767,2016
TM,Turkmenistan,14992.315055462,2015
TM,Turkmenistan,14332.1376613479,2014
TM,Turkmenistan,13235.797934289,2013
TM,Turkmenistan,12235.2269354044,2012
TM,Turkmenistan,11212.4865037223,2011
TM,Turkmenistan,9942.42109273425,2010
TM,Turkmenistan,9248.87916141183,2009
TM,Turkmenistan,8844.62454916563,2008
TM,Turkmenistan,7815.00209999068,2007
TM,Turkmenistan,7124.6049208503,2006
TM,Turkmenistan,6494.99742555022,2005
TM,Turkmenistan,5808.65968997726,2004
TM,Turkmenistan,5588.66345168,2003
TM,Turkmenistan,5465.45482822915,2002
TM,Turkmenistan,5506.28501578289,2001
TM,Turkmenistan,5333.08687970853,2000
TM,Turkmenistan,5113.14893740206,1999
TM,Turkmenistan,4441.33264263799,1998
TM,Turkmenistan,4202.47527470254,1997
TM,Turkmenistan,4818.17577388864,1996
TM,Turkmenistan,4600.94948214507,1995
TR,Turkey,25286.5831037917,2018
TR,Turkey,25024.0161400845,2017
TR,Turkey,23664.4312263351,2016
TR,Turkey,23311.6596919507,2015
TR,Turkey,22343.497453361,2014
TR,Turkey,21610.4852442043,2013
TR,Turkey,20259.4381321689,2012
TR,Turkey,19651.6784765047,2011
TR,Turkey,17959.2407217322,2010
TR,Turkey,16787.6268897334,2009
TR,Turkey,17842.2328207313,2008
TR,Turkey,17905.4483970864,2007
TR,Turkey,17252.4263991339,2006
TR,Turkey,16309.6681265582,2005
TR,Turkey,15160.9245088558,2004
TR,Turkey,14020.1725802283,2003
TR,Turkey,13468.0208387342,2002
TR,Turkey,12842.2040031259,2001
TR,Turkey,13862.0344313681,2000
TR,Turkey,13197.7409442683,1999
TR,Turkey,13874.0707311813,1998
TR,Turkey,13776.040924636,1997
TR,Turkey,13010.2406844642,1996
TR,Turkey,12310.1860565761,1995
UA,Ukraine,NA,2018
UA,Ukraine,7906.54030108419,2017
UA,Ukraine,7678.05369850508,2016
UA,Ukraine,7464.93983359294,2015
UA,Ukraine,8243.47351509088,2014
UA,Ukraine,8338.91505034601,2013
UA,Ukraine,8322.17303436674,2012
UA,Ukraine,8281.86712612352,2011
UA,Ukraine,7824.49845171438,2010
UA,Ukraine,7505.67775746055,2009
UA,Ukraine,8766.19422139608,2008
UA,Ukraine,8522.49610211362,2007
UA,Ukraine,7873.88391738588,2006
UA,Ukraine,7279.25900298855,2005
UA,Ukraine,7015.82283341774,2004
UA,Ukraine,6210.75509130761,2003
UA,Ukraine,5625.26499727842,2002
UA,Ukraine,5291.85927037009,2001
UA,Ukraine,4797.38027699732,2000
UA,Ukraine,4484.73300625804,1999
UA,Ukraine,4451.54794416577,1998
UA,Ukraine,4497.39027526063,1997
UA,Ukraine,4594.43233101207,1996
UA,Ukraine,5059.82291520728,1995
UZ,Uzbekistan,6240.30547240003,2018
UZ,Uzbekistan,6039.50381299098,2017
UZ,Uzbekistan,5879.70918732194,2016
UZ,Uzbekistan,5639.17299211529,2015
UZ,Uzbekistan,5340.60426716629,2014
UZ,Uzbekistan,5067.63394690021,2013
UZ,Uzbekistan,4764.96822484892,2012
UZ,Uzbekistan,4469.99748445762,2011
UZ,Uzbekistan,4240.43426776429,2010
UZ,Uzbekistan,4020.90576657839,2009
UZ,Uzbekistan,3784.62977044614,2008
UZ,Uzbekistan,3527.38268898131,2007
UZ,Uzbekistan,3268.34287710629,2006
UZ,Uzbekistan,3079.03617051166,2005
UZ,Uzbekistan,2912.63684072011,2004
UZ,Uzbekistan,2742.17213916774,2003
UZ,Uzbekistan,2661.61237000963,2002
UZ,Uzbekistan,2591.4165301366,2001
UZ,Uzbekistan,2519.52273587905,2000
UZ,Uzbekistan,2460.27724906393,1999
UZ,Uzbekistan,2384.41057162751,1998
UZ,Uzbekistan,2323.20031432504,1997
UZ,Uzbekistan,2250.39319602527,1996
UZ,Uzbekistan,2255.50681106395,1995
