iso3,country,year,education_classification,labor force (thousands)
IRL,Ireland,2003,Education (Aggregate levels): Total,1877.4399
IRL,Ireland,2003,Education (Aggregate levels): Less than basic,3.246
IRL,Ireland,2003,Education (Aggregate levels): Basic,560.5091
IRL,Ireland,2003,Education (Aggregate levels): Intermediate,729.6959
IRL,Ireland,2003,Education (Aggregate levels): Advanced,548.4886
IRL,Ireland,2003,Education (Aggregate levels): Level not stated,35.5003
IRL,Ireland,2004,Education (Aggregate levels): Total,1922.4949
IRL,Ireland,2004,Education (Aggregate levels): Less than basic,3.8598
IRL,Ireland,2004,Education (Aggregate levels): Basic,559.1219
IRL,Ireland,2004,Education (Aggregate levels): Intermediate,740.4576
IRL,Ireland,2004,Education (Aggregate levels): Advanced,586.448
IRL,Ireland,2004,Education (Aggregate levels): Level not stated,32.6076
IRL,Ireland,2005,Education (Aggregate levels): Total,2040.6086
IRL,Ireland,2005,Education (Aggregate levels): Less than basic,3.6022
IRL,Ireland,2005,Education (Aggregate levels): Basic,568.4068
IRL,Ireland,2005,Education (Aggregate levels): Intermediate,791.0132
IRL,Ireland,2005,Education (Aggregate levels): Advanced,628.163
IRL,Ireland,2005,Education (Aggregate levels): Level not stated,49.4235
IRL,Ireland,2006,Education (Aggregate levels): Total,2138.1273
IRL,Ireland,2006,Education (Aggregate levels): Less than basic,3.0023
IRL,Ireland,2006,Education (Aggregate levels): Basic,559.0451
IRL,Ireland,2006,Education (Aggregate levels): Intermediate,813.2526
IRL,Ireland,2006,Education (Aggregate levels): Advanced,687.1236
IRL,Ireland,2006,Education (Aggregate levels): Level not stated,75.7037
IRL,Ireland,2007,Education (Aggregate levels): Total,2337.8074
IRL,Ireland,2007,Education (Aggregate levels): Less than basic,2.8084
IRL,Ireland,2007,Education (Aggregate levels): Basic,578.9292
IRL,Ireland,2007,Education (Aggregate levels): Intermediate,873.2949
IRL,Ireland,2007,Education (Aggregate levels): Advanced,798.4002
IRL,Ireland,2007,Education (Aggregate levels): Level not stated,84.3747
IRL,Ireland,2008,Education (Aggregate levels): Total,2358.793
IRL,Ireland,2008,Education (Aggregate levels): Less than basic,3.4866
IRL,Ireland,2008,Education (Aggregate levels): Basic,552.6091
IRL,Ireland,2008,Education (Aggregate levels): Intermediate,882.4965
IRL,Ireland,2008,Education (Aggregate levels): Advanced,837.5997
IRL,Ireland,2008,Education (Aggregate levels): Level not stated,82.601
IRL,Ireland,2009,Education (Aggregate levels): Total,2305.9114
IRL,Ireland,2009,Education (Aggregate levels): Less than basic,3.968
IRL,Ireland,2009,Education (Aggregate levels): Basic,497.4746
IRL,Ireland,2009,Education (Aggregate levels): Intermediate,858.6482
IRL,Ireland,2009,Education (Aggregate levels): Advanced,870.9802
IRL,Ireland,2009,Education (Aggregate levels): Level not stated,74.8403
IRL,Ireland,2010,Education (Aggregate levels): Total,2252.986
IRL,Ireland,2010,Education (Aggregate levels): Less than basic,3.5247
IRL,Ireland,2010,Education (Aggregate levels): Basic,464.1442
IRL,Ireland,2010,Education (Aggregate levels): Intermediate,822.0318
IRL,Ireland,2010,Education (Aggregate levels): Advanced,891.6632
IRL,Ireland,2010,Education (Aggregate levels): Level not stated,71.6221
IRL,Ireland,2011,Education (Aggregate levels): Total,2230.96
IRL,Ireland,2011,Education (Aggregate levels): Less than basic,4.668
IRL,Ireland,2011,Education (Aggregate levels): Basic,444.629
IRL,Ireland,2011,Education (Aggregate levels): Intermediate,818.1568
IRL,Ireland,2011,Education (Aggregate levels): Advanced,904.2729
IRL,Ireland,2011,Education (Aggregate levels): Level not stated,59.2333
IRL,Ireland,2012,Education (Aggregate levels): Total,2224.1041
IRL,Ireland,2012,Education (Aggregate levels): Less than basic,2.2295
IRL,Ireland,2012,Education (Aggregate levels): Basic,424.3447
IRL,Ireland,2012,Education (Aggregate levels): Intermediate,816.5877
IRL,Ireland,2012,Education (Aggregate levels): Advanced,935.2847
IRL,Ireland,2012,Education (Aggregate levels): Level not stated,45.6575
IRL,Ireland,2013,Education (Aggregate levels): Total,2246.2998
IRL,Ireland,2013,Education (Aggregate levels): Less than basic,3.159
IRL,Ireland,2013,Education (Aggregate levels): Basic,401.3939
IRL,Ireland,2013,Education (Aggregate levels): Intermediate,809.6011
IRL,Ireland,2013,Education (Aggregate levels): Advanced,975.665
IRL,Ireland,2013,Education (Aggregate levels): Level not stated,56.4807
IRL,Ireland,2014,Education (Aggregate levels): Total,2256.3286
IRL,Ireland,2014,Education (Aggregate levels): Less than basic,2.0674
IRL,Ireland,2014,Education (Aggregate levels): Basic,341.4446
IRL,Ireland,2014,Education (Aggregate levels): Intermediate,852.8935
IRL,Ireland,2014,Education (Aggregate levels): Advanced,985.3477
IRL,Ireland,2014,Education (Aggregate levels): Level not stated,74.5754
IRL,Ireland,2015,Education (Aggregate levels): Total,2283.5592
IRL,Ireland,2015,Education (Aggregate levels): Less than basic,2.2589
IRL,Ireland,2015,Education (Aggregate levels): Basic,340.1686
IRL,Ireland,2015,Education (Aggregate levels): Intermediate,842.1679
IRL,Ireland,2015,Education (Aggregate levels): Advanced,1024.6989
IRL,Ireland,2015,Education (Aggregate levels): Level not stated,74.2649
IRL,Ireland,2016,Education (Aggregate levels): Total,2327.1132
IRL,Ireland,2016,Education (Aggregate levels): Less than basic,2.4715
IRL,Ireland,2016,Education (Aggregate levels): Basic,339.2564
IRL,Ireland,2016,Education (Aggregate levels): Intermediate,863.4118
IRL,Ireland,2016,Education (Aggregate levels): Advanced,1046.4501
IRL,Ireland,2016,Education (Aggregate levels): Level not stated,75.5234
IRL,Ireland,2017,Education (Aggregate levels): Total,2352.0079
IRL,Ireland,2017,Education (Aggregate levels): Basic,312.3706
IRL,Ireland,2017,Education (Aggregate levels): Intermediate,868.1054
IRL,Ireland,2017,Education (Aggregate levels): Advanced,1095.5515
IRL,Ireland,2017,Education (Aggregate levels): Level not stated,74.4438
IRL,Ireland,2018,Education (Aggregate levels): Total,2395.0318
IRL,Ireland,2018,Education (Aggregate levels): Basic,309.7453
IRL,Ireland,2018,Education (Aggregate levels): Intermediate,900.2992
IRL,Ireland,2018,Education (Aggregate levels): Advanced,1121.614
IRL,Ireland,2018,Education (Aggregate levels): Level not stated,62.4926
IRL,Ireland,1998,Education (Aggregate levels): Total,1621.1
IRL,Ireland,1998,Education (Aggregate levels): Less than basic,4.5
IRL,Ireland,1998,Education (Aggregate levels): Basic,654.1
IRL,Ireland,1998,Education (Aggregate levels): Intermediate,553.8
IRL,Ireland,1998,Education (Aggregate levels): Advanced,408.6
ITA,Italy,1995,Education (Aggregate levels): Total,22560.6
ITA,Italy,1995,Education (Aggregate levels): Basic,12296.1
ITA,Italy,1995,Education (Aggregate levels): Intermediate,8202
ITA,Italy,1995,Education (Aggregate levels): Advanced,2062.5
ITA,Italy,1996,Education (Aggregate levels): Total,22737.8
ITA,Italy,1996,Education (Aggregate levels): Basic,11962.2
ITA,Italy,1996,Education (Aggregate levels): Intermediate,8583.7
ITA,Italy,1996,Education (Aggregate levels): Advanced,2191.9
ITA,Italy,1997,Education (Aggregate levels): Total,22865.7
ITA,Italy,1997,Education (Aggregate levels): Basic,11618.9
ITA,Italy,1997,Education (Aggregate levels): Intermediate,8968
ITA,Italy,1997,Education (Aggregate levels): Advanced,2278.8
ITA,Italy,1998,Education (Aggregate levels): Total,23164.5327
ITA,Italy,1998,Education (Aggregate levels): Basic,11416.174
ITA,Italy,1998,Education (Aggregate levels): Intermediate,9008.8308
ITA,Italy,1998,Education (Aggregate levels): Advanced,2438.949
ITA,Italy,1998,Education (Aggregate levels): Level not stated,300.5789
ITA,Italy,1999,Education (Aggregate levels): Total,23346.8795
ITA,Italy,1999,Education (Aggregate levels): Basic,11093.5552
ITA,Italy,1999,Education (Aggregate levels): Intermediate,9329.2171
ITA,Italy,1999,Education (Aggregate levels): Advanced,2648.59
ITA,Italy,1999,Education (Aggregate levels): Level not stated,275.5172
ITA,Italy,2000,Education (Aggregate levels): Total,23475.2688
ITA,Italy,2000,Education (Aggregate levels): Basic,10613.8457
ITA,Italy,2000,Education (Aggregate levels): Intermediate,9884.3588
ITA,Italy,2000,Education (Aggregate levels): Advanced,2682.7445
ITA,Italy,2000,Education (Aggregate levels): Level not stated,294.3198
ITA,Italy,2001,Education (Aggregate levels): Total,23641.7256
ITA,Italy,2001,Education (Aggregate levels): Less than basic,251.9625
ITA,Italy,2001,Education (Aggregate levels): Basic,11015.1632
ITA,Italy,2001,Education (Aggregate levels): Intermediate,9502.6501
ITA,Italy,2001,Education (Aggregate levels): Advanced,2871.9498
ITA,Italy,2002,Education (Aggregate levels): Total,23963.1802
ITA,Italy,2002,Education (Aggregate levels): Less than basic,252.0447
ITA,Italy,2002,Education (Aggregate levels): Basic,10970.0712
ITA,Italy,2002,Education (Aggregate levels): Intermediate,9740.3713
ITA,Italy,2002,Education (Aggregate levels): Advanced,3000.693
ITA,Italy,2003,Education (Aggregate levels): Total,24203.0671
ITA,Italy,2003,Education (Aggregate levels): Less than basic,318.754
ITA,Italy,2003,Education (Aggregate levels): Basic,10503.0441
ITA,Italy,2003,Education (Aggregate levels): Intermediate,10278.7671
ITA,Italy,2003,Education (Aggregate levels): Advanced,3102.5019
ITA,Italy,2004,Education (Aggregate levels): Total,24324.4466
ITA,Italy,2004,Education (Aggregate levels): Less than basic,298.4676
ITA,Italy,2004,Education (Aggregate levels): Basic,10255.4923
ITA,Italy,2004,Education (Aggregate levels): Intermediate,10478.2583
ITA,Italy,2004,Education (Aggregate levels): Advanced,3292.2284
ITA,Italy,2005,Education (Aggregate levels): Total,24284.295
ITA,Italy,2005,Education (Aggregate levels): Less than basic,242.2362
ITA,Italy,2005,Education (Aggregate levels): Basic,9823.674
ITA,Italy,2005,Education (Aggregate levels): Intermediate,10699.8287
ITA,Italy,2005,Education (Aggregate levels): Advanced,3518.5561
ITA,Italy,2006,Education (Aggregate levels): Total,24411.8832
ITA,Italy,2006,Education (Aggregate levels): Less than basic,226.8044
ITA,Italy,2006,Education (Aggregate levels): Basic,9575.7203
ITA,Italy,2006,Education (Aggregate levels): Intermediate,10928.7833
ITA,Italy,2006,Education (Aggregate levels): Advanced,3680.5752
ITA,Italy,2007,Education (Aggregate levels): Total,24375.3164
ITA,Italy,2007,Education (Aggregate levels): Less than basic,235.2325
ITA,Italy,2007,Education (Aggregate levels): Basic,9351.531
ITA,Italy,2007,Education (Aggregate levels): Intermediate,10947.4825
ITA,Italy,2007,Education (Aggregate levels): Advanced,3841.0705
ITA,Italy,2008,Education (Aggregate levels): Total,24754.6638
ITA,Italy,2008,Education (Aggregate levels): Less than basic,213.7671
ITA,Italy,2008,Education (Aggregate levels): Basic,9285.3504
ITA,Italy,2008,Education (Aggregate levels): Intermediate,11130.4883
ITA,Italy,2008,Education (Aggregate levels): Advanced,4125.058
ITA,Italy,2009,Education (Aggregate levels): Total,24605.2745
ITA,Italy,2009,Education (Aggregate levels): Less than basic,211.7974
ITA,Italy,2009,Education (Aggregate levels): Basic,8982.4556
ITA,Italy,2009,Education (Aggregate levels): Intermediate,11264.3504
ITA,Italy,2009,Education (Aggregate levels): Advanced,4146.671
ITA,Italy,2010,Education (Aggregate levels): Total,24582.57
ITA,Italy,2010,Education (Aggregate levels): Less than basic,211.2322
ITA,Italy,2010,Education (Aggregate levels): Basic,8751.7356
ITA,Italy,2010,Education (Aggregate levels): Intermediate,11411.6616
ITA,Italy,2010,Education (Aggregate levels): Advanced,4207.9406
ITA,Italy,2011,Education (Aggregate levels): Total,24659.5419
ITA,Italy,2011,Education (Aggregate levels): Less than basic,226.7358
ITA,Italy,2011,Education (Aggregate levels): Basic,8635.0682
ITA,Italy,2011,Education (Aggregate levels): Intermediate,11514.5318
ITA,Italy,2011,Education (Aggregate levels): Advanced,4283.2062
ITA,Italy,2012,Education (Aggregate levels): Total,25256.9867
ITA,Italy,2012,Education (Aggregate levels): Less than basic,201.4666
ITA,Italy,2012,Education (Aggregate levels): Basic,8722.0596
ITA,Italy,2012,Education (Aggregate levels): Intermediate,11767.5785
ITA,Italy,2012,Education (Aggregate levels): Advanced,4565.882
ITA,Italy,2013,Education (Aggregate levels): Total,25259.1994
ITA,Italy,2013,Education (Aggregate levels): Less than basic,208.7499
ITA,Italy,2013,Education (Aggregate levels): Basic,8537.3441
ITA,Italy,2013,Education (Aggregate levels): Intermediate,11775.5509
ITA,Italy,2013,Education (Aggregate levels): Advanced,4737.5544
ITA,Italy,2014,Education (Aggregate levels): Total,25514.9236
ITA,Italy,2014,Education (Aggregate levels): Less than basic,177.2151
ITA,Italy,2014,Education (Aggregate levels): Basic,8394.7692
ITA,Italy,2014,Education (Aggregate levels): Intermediate,12020.8648
ITA,Italy,2014,Education (Aggregate levels): Advanced,4922.0746
ITA,Italy,2015,Education (Aggregate levels): Total,25498.006
ITA,Italy,2015,Education (Aggregate levels): Less than basic,159.7138
ITA,Italy,2015,Education (Aggregate levels): Basic,8286.1429
ITA,Italy,2015,Education (Aggregate levels): Intermediate,11964.5086
ITA,Italy,2015,Education (Aggregate levels): Advanced,5087.6408
ITA,Italy,2016,Education (Aggregate levels): Total,25769.8744
ITA,Italy,2016,Education (Aggregate levels): Less than basic,158.1685
ITA,Italy,2016,Education (Aggregate levels): Basic,8347.2391
ITA,Italy,2016,Education (Aggregate levels): Intermediate,12064.5789
ITA,Italy,2016,Education (Aggregate levels): Advanced,5199.888
ITA,Italy,2017,Education (Aggregate levels): Total,25929.8418
ITA,Italy,2017,Education (Aggregate levels): Less than basic,148.2036
ITA,Italy,2017,Education (Aggregate levels): Basic,8282.2319
ITA,Italy,2017,Education (Aggregate levels): Intermediate,11988.6933
ITA,Italy,2017,Education (Aggregate levels): Advanced,5510.7129
ITA,Italy,2018,Education (Aggregate levels): Total,25970.4208
ITA,Italy,2018,Education (Aggregate levels): Less than basic,145.2116
ITA,Italy,2018,Education (Aggregate levels): Basic,8140.0989
ITA,Italy,2018,Education (Aggregate levels): Intermediate,11971.274
ITA,Italy,2018,Education (Aggregate levels): Advanced,5713.8363
KAZ,Kazakhstan,2009,Education (Aggregate levels): Total,8457.9
KAZ,Kazakhstan,2009,Education (Aggregate levels): Basic,3025.2
KAZ,Kazakhstan,2009,Education (Aggregate levels): Intermediate,3334
KAZ,Kazakhstan,2009,Education (Aggregate levels): Advanced,2098.7
KAZ,Kazakhstan,2010,Education (Aggregate levels): Total,8610.7
KAZ,Kazakhstan,2010,Education (Aggregate levels): Basic,2921
KAZ,Kazakhstan,2010,Education (Aggregate levels): Intermediate,3429.6
KAZ,Kazakhstan,2010,Education (Aggregate levels): Advanced,2260.2
KAZ,Kazakhstan,2011,Education (Aggregate levels): Total,8774.6
KAZ,Kazakhstan,2011,Education (Aggregate levels): Basic,2820.4
KAZ,Kazakhstan,2011,Education (Aggregate levels): Intermediate,3531.1
KAZ,Kazakhstan,2011,Education (Aggregate levels): Advanced,2423
KAZ,Kazakhstan,2012,Education (Aggregate levels): Total,8981.9
KAZ,Kazakhstan,2012,Education (Aggregate levels): Basic,2534.4
KAZ,Kazakhstan,2012,Education (Aggregate levels): Intermediate,3800.4
KAZ,Kazakhstan,2012,Education (Aggregate levels): Advanced,2647.1
KAZ,Kazakhstan,2013,Education (Aggregate levels): Total,9041.3
KAZ,Kazakhstan,2013,Education (Aggregate levels): Basic,2385.4
KAZ,Kazakhstan,2013,Education (Aggregate levels): Intermediate,3943.1
KAZ,Kazakhstan,2013,Education (Aggregate levels): Advanced,2712.9
KAZ,Kazakhstan,2015,Education (Aggregate levels): Total,9074.9
KAZ,Kazakhstan,2015,Education (Aggregate levels): Basic,2264
KAZ,Kazakhstan,2015,Education (Aggregate levels): Intermediate,3627.1
KAZ,Kazakhstan,2015,Education (Aggregate levels): Advanced,3183.8
KGZ,Kyrgyzstan,2004,Education (Aggregate levels): Total,2176.9
KGZ,Kyrgyzstan,2004,Education (Aggregate levels): Basic,178.6
KGZ,Kyrgyzstan,2004,Education (Aggregate levels): Intermediate,1650.1
KGZ,Kyrgyzstan,2004,Education (Aggregate levels): Advanced,348.2
KGZ,Kyrgyzstan,2005,Education (Aggregate levels): Total,2260.558
KGZ,Kyrgyzstan,2005,Education (Aggregate levels): Less than basic,429.423
KGZ,Kyrgyzstan,2005,Education (Aggregate levels): Basic,539.446
KGZ,Kyrgyzstan,2005,Education (Aggregate levels): Intermediate,1236.944
KGZ,Kyrgyzstan,2005,Education (Aggregate levels): Advanced,54.744
KGZ,Kyrgyzstan,2006,Education (Aggregate levels): Total,2285
KGZ,Kyrgyzstan,2006,Education (Aggregate levels): Less than basic,425.5
KGZ,Kyrgyzstan,2006,Education (Aggregate levels): Basic,542
KGZ,Kyrgyzstan,2006,Education (Aggregate levels): Intermediate,1259.6
KGZ,Kyrgyzstan,2006,Education (Aggregate levels): Advanced,57.8
KGZ,Kyrgyzstan,2011,Education (Aggregate levels): Total,2490.103
KGZ,Kyrgyzstan,2011,Education (Aggregate levels): Basic,219.155
KGZ,Kyrgyzstan,2011,Education (Aggregate levels): Intermediate,1832.224
KGZ,Kyrgyzstan,2011,Education (Aggregate levels): Advanced,438.724
KGZ,Kyrgyzstan,2012,Education (Aggregate levels): Total,2496.768
KGZ,Kyrgyzstan,2012,Education (Aggregate levels): Basic,210.895
KGZ,Kyrgyzstan,2012,Education (Aggregate levels): Intermediate,1830.98
KGZ,Kyrgyzstan,2012,Education (Aggregate levels): Advanced,454.894
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Total,2468.666
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Basic,194.779
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Intermediate,1824.548
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Advanced,449.339
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Total,827.7805
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Less than basic,2.6486
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Basic,86.9748
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Intermediate,403.5
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Advanced,126.417
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Level not stated,208.24
LTU,Lithuania,1998,Education (Aggregate levels): Total,1716.6838
LTU,Lithuania,1998,Education (Aggregate levels): Basic,229.7515
LTU,Lithuania,1998,Education (Aggregate levels): Intermediate,772.252
LTU,Lithuania,1998,Education (Aggregate levels): Advanced,714.6804
LTU,Lithuania,1999,Education (Aggregate levels): Total,1717.5539
LTU,Lithuania,1999,Education (Aggregate levels): Basic,219.9301
LTU,Lithuania,1999,Education (Aggregate levels): Intermediate,756.298
LTU,Lithuania,1999,Education (Aggregate levels): Advanced,741.3258
LTU,Lithuania,2000,Education (Aggregate levels): Total,1688.3217
LTU,Lithuania,2000,Education (Aggregate levels): Basic,211.1511
LTU,Lithuania,2000,Education (Aggregate levels): Intermediate,761.6871
LTU,Lithuania,2000,Education (Aggregate levels): Advanced,715.4835
LTU,Lithuania,2001,Education (Aggregate levels): Total,1650.8961
LTU,Lithuania,2001,Education (Aggregate levels): Basic,199.709
LTU,Lithuania,2001,Education (Aggregate levels): Intermediate,1039.3755
LTU,Lithuania,2001,Education (Aggregate levels): Advanced,411.8116
LTU,Lithuania,2002,Education (Aggregate levels): Total,1633.2703
LTU,Lithuania,2002,Education (Aggregate levels): Basic,190.0369
LTU,Lithuania,2002,Education (Aggregate levels): Intermediate,1053.4233
LTU,Lithuania,2002,Education (Aggregate levels): Advanced,389.81
LTU,Lithuania,2003,Education (Aggregate levels): Total,1690.2883
LTU,Lithuania,2003,Education (Aggregate levels): Basic,207.3305
LTU,Lithuania,2003,Education (Aggregate levels): Intermediate,1066.0039
LTU,Lithuania,2003,Education (Aggregate levels): Advanced,416.9538
LTU,Lithuania,2004,Education (Aggregate levels): Total,1599.256
LTU,Lithuania,2004,Education (Aggregate levels): Basic,168.4336
LTU,Lithuania,2004,Education (Aggregate levels): Intermediate,997.0113
LTU,Lithuania,2004,Education (Aggregate levels): Advanced,433.811
LTU,Lithuania,2005,Education (Aggregate levels): Total,1564.7021
LTU,Lithuania,2005,Education (Aggregate levels): Less than basic,0.6956
LTU,Lithuania,2005,Education (Aggregate levels): Basic,146.6403
LTU,Lithuania,2005,Education (Aggregate levels): Intermediate,957.1691
LTU,Lithuania,2005,Education (Aggregate levels): Advanced,460.1971
LTU,Lithuania,2006,Education (Aggregate levels): Total,1516.6093
LTU,Lithuania,2006,Education (Aggregate levels): Less than basic,0.99
LTU,Lithuania,2006,Education (Aggregate levels): Basic,135.4629
LTU,Lithuania,2006,Education (Aggregate levels): Intermediate,934.1394
LTU,Lithuania,2006,Education (Aggregate levels): Advanced,446.017
LTU,Lithuania,2007,Education (Aggregate levels): Total,1515.9726
LTU,Lithuania,2007,Education (Aggregate levels): Less than basic,0.2119
LTU,Lithuania,2007,Education (Aggregate levels): Basic,132.0241
LTU,Lithuania,2007,Education (Aggregate levels): Intermediate,906.4766
LTU,Lithuania,2007,Education (Aggregate levels): Advanced,477.26
LTU,Lithuania,2008,Education (Aggregate levels): Total,1515.4046
LTU,Lithuania,2008,Education (Aggregate levels): Less than basic,0.1413
LTU,Lithuania,2008,Education (Aggregate levels): Basic,104.2841
LTU,Lithuania,2008,Education (Aggregate levels): Intermediate,901.6615
LTU,Lithuania,2008,Education (Aggregate levels): Advanced,509.3176
LTU,Lithuania,2009,Education (Aggregate levels): Total,1528.0671
LTU,Lithuania,2009,Education (Aggregate levels): Less than basic,0.1779
LTU,Lithuania,2009,Education (Aggregate levels): Basic,104.878
LTU,Lithuania,2009,Education (Aggregate levels): Intermediate,909.3067
LTU,Lithuania,2009,Education (Aggregate levels): Advanced,513.7046
LTU,Lithuania,2010,Education (Aggregate levels): Total,1518.0931
LTU,Lithuania,2010,Education (Aggregate levels): Less than basic,0.3611
LTU,Lithuania,2010,Education (Aggregate levels): Basic,90.8759
LTU,Lithuania,2010,Education (Aggregate levels): Intermediate,887.9771
LTU,Lithuania,2010,Education (Aggregate levels): Advanced,538.8789
LTU,Lithuania,2011,Education (Aggregate levels): Total,1481.6258
LTU,Lithuania,2011,Education (Aggregate levels): Less than basic,0.4708
LTU,Lithuania,2011,Education (Aggregate levels): Basic,82.3787
LTU,Lithuania,2011,Education (Aggregate levels): Intermediate,859.0812
LTU,Lithuania,2011,Education (Aggregate levels): Advanced,539.695
LTU,Lithuania,2012,Education (Aggregate levels): Total,1472.5252
LTU,Lithuania,2012,Education (Aggregate levels): Basic,78.56
LTU,Lithuania,2012,Education (Aggregate levels): Intermediate,850.3333
LTU,Lithuania,2012,Education (Aggregate levels): Advanced,543.3186
LTU,Lithuania,2013,Education (Aggregate levels): Total,1465.2301
LTU,Lithuania,2013,Education (Aggregate levels): Basic,77.3763
LTU,Lithuania,2013,Education (Aggregate levels): Intermediate,829.4568
LTU,Lithuania,2013,Education (Aggregate levels): Advanced,558.2595
LTU,Lithuania,2014,Education (Aggregate levels): Total,1477.0379
LTU,Lithuania,2014,Education (Aggregate levels): Less than basic,0.2626
LTU,Lithuania,2014,Education (Aggregate levels): Basic,81.36
LTU,Lithuania,2014,Education (Aggregate levels): Intermediate,812.8882
LTU,Lithuania,2014,Education (Aggregate levels): Advanced,582.5271
LTU,Lithuania,2015,Education (Aggregate levels): Total,1468.8966
LTU,Lithuania,2015,Education (Aggregate levels): Basic,75.6013
LTU,Lithuania,2015,Education (Aggregate levels): Intermediate,786.4184
LTU,Lithuania,2015,Education (Aggregate levels): Advanced,606.1963
LTU,Lithuania,2016,Education (Aggregate levels): Total,1477.529
LTU,Lithuania,2016,Education (Aggregate levels): Basic,64.4898
LTU,Lithuania,2016,Education (Aggregate levels): Intermediate,792.7272
LTU,Lithuania,2016,Education (Aggregate levels): Advanced,619.9006
LTU,Lithuania,2017,Education (Aggregate levels): Total,1457.9164
LTU,Lithuania,2017,Education (Aggregate levels): Basic,62.2973
LTU,Lithuania,2017,Education (Aggregate levels): Intermediate,776.0906
LTU,Lithuania,2017,Education (Aggregate levels): Advanced,618.8568
LTU,Lithuania,2018,Education (Aggregate levels): Total,1464.7538
LTU,Lithuania,2018,Education (Aggregate levels): Basic,62.0713
LTU,Lithuania,2018,Education (Aggregate levels): Intermediate,765.5691
LTU,Lithuania,2018,Education (Aggregate levels): Advanced,636.4221
LTU,Lithuania,1996,Education (Aggregate levels): Total,2036.672
LTU,Lithuania,1996,Education (Aggregate levels): Basic,411.719
LTU,Lithuania,1996,Education (Aggregate levels): Intermediate,799.774
LTU,Lithuania,1996,Education (Aggregate levels): Advanced,825.179
LTU,Lithuania,1997,Education (Aggregate levels): Total,1819.8
LTU,Lithuania,1997,Education (Aggregate levels): Basic,352.9
LTU,Lithuania,1997,Education (Aggregate levels): Intermediate,680.7
LTU,Lithuania,1997,Education (Aggregate levels): Advanced,786.1
LUX,Luxembourg,1995,Education (Aggregate levels): Total,166.5
LUX,Luxembourg,1995,Education (Aggregate levels): Basic,84.5
LUX,Luxembourg,1995,Education (Aggregate levels): Intermediate,51.3
LUX,Luxembourg,1995,Education (Aggregate levels): Advanced,30.7
LUX,Luxembourg,1996,Education (Aggregate levels): Total,170.6
LUX,Luxembourg,1996,Education (Aggregate levels): Basic,80.7
LUX,Luxembourg,1996,Education (Aggregate levels): Intermediate,55.6
LUX,Luxembourg,1996,Education (Aggregate levels): Advanced,34.3
LUX,Luxembourg,1997,Education (Aggregate levels): Total,173.2
LUX,Luxembourg,1997,Education (Aggregate levels): Basic,81.3
LUX,Luxembourg,1997,Education (Aggregate levels): Intermediate,51.9
LUX,Luxembourg,1997,Education (Aggregate levels): Advanced,39.9
LUX,Luxembourg,1999,Education (Aggregate levels): Total,180.4498
LUX,Luxembourg,1999,Education (Aggregate levels): Basic,54.5737
LUX,Luxembourg,1999,Education (Aggregate levels): Intermediate,81.8456
LUX,Luxembourg,1999,Education (Aggregate levels): Advanced,36.7132
LUX,Luxembourg,1999,Education (Aggregate levels): Level not stated,7.3173
LUX,Luxembourg,2000,Education (Aggregate levels): Total,185.2218
LUX,Luxembourg,2000,Education (Aggregate levels): Basic,60.6283
LUX,Luxembourg,2000,Education (Aggregate levels): Intermediate,82.46
LUX,Luxembourg,2000,Education (Aggregate levels): Advanced,38.4055
LUX,Luxembourg,2000,Education (Aggregate levels): Level not stated,3.7281
LUX,Luxembourg,2001,Education (Aggregate levels): Total,188.7286
LUX,Luxembourg,2001,Education (Aggregate levels): Basic,64.6481
LUX,Luxembourg,2001,Education (Aggregate levels): Intermediate,81.6055
LUX,Luxembourg,2001,Education (Aggregate levels): Advanced,38.8726
LUX,Luxembourg,2001,Education (Aggregate levels): Level not stated,3.6025
LUX,Luxembourg,2002,Education (Aggregate levels): Total,193.2932
LUX,Luxembourg,2002,Education (Aggregate levels): Basic,63.7405
LUX,Luxembourg,2002,Education (Aggregate levels): Intermediate,86.8723
LUX,Luxembourg,2002,Education (Aggregate levels): Advanced,40.0235
LUX,Luxembourg,2002,Education (Aggregate levels): Level not stated,2.657
LUX,Luxembourg,2003,Education (Aggregate levels): Total,194.2037
LUX,Luxembourg,2003,Education (Aggregate levels): Less than basic,5.0685
LUX,Luxembourg,2003,Education (Aggregate levels): Basic,63.3949
LUX,Luxembourg,2003,Education (Aggregate levels): Intermediate,93.7763
LUX,Luxembourg,2003,Education (Aggregate levels): Advanced,31.7128
LUX,Luxembourg,2003,Education (Aggregate levels): Level not stated,0.2512
LUX,Luxembourg,2004,Education (Aggregate levels): Total,198.5492
LUX,Luxembourg,2004,Education (Aggregate levels): Less than basic,9.7351
LUX,Luxembourg,2004,Education (Aggregate levels): Basic,53.4025
LUX,Luxembourg,2004,Education (Aggregate levels): Intermediate,81.9411
