iso3,country,year,education_classification,labor force (thousands)
DEU,Germany,1998,Education (Aggregate levels): Advanced,9280
DNK,Denmark,1995,Education (Aggregate levels): Total,2796.2
DNK,Denmark,1995,Education (Aggregate levels): Basic,584.9
DNK,Denmark,1995,Education (Aggregate levels): Intermediate,1497.1
DNK,Denmark,1995,Education (Aggregate levels): Advanced,714.2
DNK,Denmark,1996,Education (Aggregate levels): Total,2815.2
DNK,Denmark,1996,Education (Aggregate levels): Basic,692.2
DNK,Denmark,1996,Education (Aggregate levels): Intermediate,1381.2
DNK,Denmark,1996,Education (Aggregate levels): Advanced,741.8
DNK,Denmark,1997,Education (Aggregate levels): Total,2827.8
DNK,Denmark,1997,Education (Aggregate levels): Basic,684.9
DNK,Denmark,1997,Education (Aggregate levels): Intermediate,1465.9
DNK,Denmark,1997,Education (Aggregate levels): Advanced,677
DNK,Denmark,1998,Education (Aggregate levels): Total,2821.0317
DNK,Denmark,1998,Education (Aggregate levels): Basic,656.4622
DNK,Denmark,1998,Education (Aggregate levels): Intermediate,1484.605
DNK,Denmark,1998,Education (Aggregate levels): Advanced,679.9644
DNK,Denmark,1999,Education (Aggregate levels): Total,2854.808
DNK,Denmark,1999,Education (Aggregate levels): Basic,634.2519
DNK,Denmark,1999,Education (Aggregate levels): Intermediate,1506.283
DNK,Denmark,1999,Education (Aggregate levels): Advanced,709.1876
DNK,Denmark,1999,Education (Aggregate levels): Level not stated,5.0855
DNK,Denmark,2000,Education (Aggregate levels): Total,2843.4643
DNK,Denmark,2000,Education (Aggregate levels): Basic,625.4901
DNK,Denmark,2000,Education (Aggregate levels): Intermediate,1497.0296
DNK,Denmark,2000,Education (Aggregate levels): Advanced,681.3246
DNK,Denmark,2000,Education (Aggregate levels): Level not stated,39.62
DNK,Denmark,2001,Education (Aggregate levels): Total,2835.3846
DNK,Denmark,2001,Education (Aggregate levels): Basic,520.6238
DNK,Denmark,2001,Education (Aggregate levels): Intermediate,1546.9099
DNK,Denmark,2001,Education (Aggregate levels): Advanced,765.0015
DNK,Denmark,2001,Education (Aggregate levels): Level not stated,2.8494
DNK,Denmark,2002,Education (Aggregate levels): Total,2862.8662
DNK,Denmark,2002,Education (Aggregate levels): Basic,528.5588
DNK,Denmark,2002,Education (Aggregate levels): Intermediate,1527.2688
DNK,Denmark,2002,Education (Aggregate levels): Advanced,802.3877
DNK,Denmark,2002,Education (Aggregate levels): Level not stated,4.6508
DNK,Denmark,2003,Education (Aggregate levels): Total,2858.812
DNK,Denmark,2003,Education (Aggregate levels): Less than basic,21.1972
DNK,Denmark,2003,Education (Aggregate levels): Basic,592.6299
DNK,Denmark,2003,Education (Aggregate levels): Intermediate,1370.3725
DNK,Denmark,2003,Education (Aggregate levels): Advanced,870.827
DNK,Denmark,2003,Education (Aggregate levels): Level not stated,3.7854
DNK,Denmark,2004,Education (Aggregate levels): Total,2892.6665
DNK,Denmark,2004,Education (Aggregate levels): Less than basic,28.5361
DNK,Denmark,2004,Education (Aggregate levels): Basic,571.358
DNK,Denmark,2004,Education (Aggregate levels): Intermediate,1399.2365
DNK,Denmark,2004,Education (Aggregate levels): Advanced,887.9501
DNK,Denmark,2004,Education (Aggregate levels): Level not stated,5.5858
DNK,Denmark,2005,Education (Aggregate levels): Total,2892.0444
DNK,Denmark,2005,Education (Aggregate levels): Less than basic,30.0974
DNK,Denmark,2005,Education (Aggregate levels): Basic,569.2261
DNK,Denmark,2005,Education (Aggregate levels): Intermediate,1366.8382
DNK,Denmark,2005,Education (Aggregate levels): Advanced,920.583
DNK,Denmark,2005,Education (Aggregate levels): Level not stated,5.2997
DNK,Denmark,2006,Education (Aggregate levels): Total,2919.1419
DNK,Denmark,2006,Education (Aggregate levels): Less than basic,36.0644
DNK,Denmark,2006,Education (Aggregate levels): Basic,566.708
DNK,Denmark,2006,Education (Aggregate levels): Intermediate,1359.3004
DNK,Denmark,2006,Education (Aggregate levels): Advanced,952.4964
DNK,Denmark,2006,Education (Aggregate levels): Level not stated,4.5727
DNK,Denmark,2007,Education (Aggregate levels): Total,2914.4575
DNK,Denmark,2007,Education (Aggregate levels): Basic,785.9486
DNK,Denmark,2007,Education (Aggregate levels): Intermediate,1236.3476
DNK,Denmark,2007,Education (Aggregate levels): Advanced,823.7733
DNK,Denmark,2007,Education (Aggregate levels): Level not stated,68.388
DNK,Denmark,2008,Education (Aggregate levels): Total,2954.1958
DNK,Denmark,2008,Education (Aggregate levels): Basic,823.9851
DNK,Denmark,2008,Education (Aggregate levels): Intermediate,1223.9071
DNK,Denmark,2008,Education (Aggregate levels): Advanced,849.9049
DNK,Denmark,2008,Education (Aggregate levels): Level not stated,56.3988
DNK,Denmark,2009,Education (Aggregate levels): Total,2947.5172
DNK,Denmark,2009,Education (Aggregate levels): Basic,797.4232
DNK,Denmark,2009,Education (Aggregate levels): Intermediate,1218.3145
DNK,Denmark,2009,Education (Aggregate levels): Advanced,868.9632
DNK,Denmark,2009,Education (Aggregate levels): Level not stated,62.8163
DNK,Denmark,2010,Education (Aggregate levels): Total,2924.4039
DNK,Denmark,2010,Education (Aggregate levels): Basic,755.9284
DNK,Denmark,2010,Education (Aggregate levels): Intermediate,1213.4288
DNK,Denmark,2010,Education (Aggregate levels): Advanced,883.6466
DNK,Denmark,2010,Education (Aggregate levels): Level not stated,71.4001
DNK,Denmark,2011,Education (Aggregate levels): Total,2924.1311
DNK,Denmark,2011,Education (Aggregate levels): Basic,720.7348
DNK,Denmark,2011,Education (Aggregate levels): Intermediate,1230.7654
DNK,Denmark,2011,Education (Aggregate levels): Advanced,899.407
DNK,Denmark,2011,Education (Aggregate levels): Level not stated,73.2239
DNK,Denmark,2012,Education (Aggregate levels): Total,2907.4453
DNK,Denmark,2012,Education (Aggregate levels): Basic,674.714
DNK,Denmark,2012,Education (Aggregate levels): Intermediate,1222.7557
DNK,Denmark,2012,Education (Aggregate levels): Advanced,920.2467
DNK,Denmark,2012,Education (Aggregate levels): Level not stated,89.7289
DNK,Denmark,2013,Education (Aggregate levels): Total,2889.8066
DNK,Denmark,2013,Education (Aggregate levels): Basic,646.3121
DNK,Denmark,2013,Education (Aggregate levels): Intermediate,1210.2229
DNK,Denmark,2013,Education (Aggregate levels): Advanced,934.761
DNK,Denmark,2013,Education (Aggregate levels): Level not stated,98.5106
DNK,Denmark,2014,Education (Aggregate levels): Total,2905.5635
DNK,Denmark,2014,Education (Aggregate levels): Basic,624.3056
DNK,Denmark,2014,Education (Aggregate levels): Intermediate,1253.1502
DNK,Denmark,2014,Education (Aggregate levels): Advanced,971.2455
DNK,Denmark,2014,Education (Aggregate levels): Level not stated,56.8623
DNK,Denmark,2015,Education (Aggregate levels): Total,2932.9302
DNK,Denmark,2015,Education (Aggregate levels): Basic,607.7411
DNK,Denmark,2015,Education (Aggregate levels): Intermediate,1271.0359
DNK,Denmark,2015,Education (Aggregate levels): Advanced,1015.3674
DNK,Denmark,2015,Education (Aggregate levels): Level not stated,38.7858
DNK,Denmark,2016,Education (Aggregate levels): Total,3026.7516
DNK,Denmark,2016,Education (Aggregate levels): Basic,632.7613
DNK,Denmark,2016,Education (Aggregate levels): Intermediate,1267.5427
DNK,Denmark,2016,Education (Aggregate levels): Advanced,1027.124
DNK,Denmark,2016,Education (Aggregate levels): Level not stated,99.3236
DNK,Denmark,2017,Education (Aggregate levels): Total,2987.7156
DNK,Denmark,2017,Education (Aggregate levels): Basic,589.786
DNK,Denmark,2017,Education (Aggregate levels): Intermediate,1234.9284
DNK,Denmark,2017,Education (Aggregate levels): Advanced,1054.1904
DNK,Denmark,2017,Education (Aggregate levels): Level not stated,108.8108
DNK,Denmark,2018,Education (Aggregate levels): Total,3018.079
DNK,Denmark,2018,Education (Aggregate levels): Basic,583.1197
DNK,Denmark,2018,Education (Aggregate levels): Intermediate,1261.555
DNK,Denmark,2018,Education (Aggregate levels): Advanced,1087.4972
DNK,Denmark,2018,Education (Aggregate levels): Level not stated,85.9071
ESP,Spain,1995,Education (Aggregate levels): Total,16146.5
ESP,Spain,1995,Education (Aggregate levels): Basic,10097.5
ESP,Spain,1995,Education (Aggregate levels): Intermediate,2755.8
ESP,Spain,1995,Education (Aggregate levels): Advanced,3293.2
ESP,Spain,1996,Education (Aggregate levels): Total,16415.1
ESP,Spain,1996,Education (Aggregate levels): Basic,9824.9
ESP,Spain,1996,Education (Aggregate levels): Intermediate,2906.6
ESP,Spain,1996,Education (Aggregate levels): Advanced,3683.6
ESP,Spain,1997,Education (Aggregate levels): Total,16732.9
ESP,Spain,1997,Education (Aggregate levels): Basic,9783.4
ESP,Spain,1997,Education (Aggregate levels): Intermediate,3044.2
ESP,Spain,1997,Education (Aggregate levels): Advanced,3905.2
ESP,Spain,1998,Education (Aggregate levels): Total,16986.1054
ESP,Spain,1998,Education (Aggregate levels): Basic,9808.6049
ESP,Spain,1998,Education (Aggregate levels): Intermediate,3034.1751
ESP,Spain,1998,Education (Aggregate levels): Advanced,4143.7746
ESP,Spain,1999,Education (Aggregate levels): Total,17304.3533
ESP,Spain,1999,Education (Aggregate levels): Basic,9674.49
ESP,Spain,1999,Education (Aggregate levels): Intermediate,3203.3268
ESP,Spain,1999,Education (Aggregate levels): Advanced,4426.1121
ESP,Spain,2000,Education (Aggregate levels): Total,17909.2045
ESP,Spain,2000,Education (Aggregate levels): Basic,9720.413
ESP,Spain,2000,Education (Aggregate levels): Intermediate,3406.9224
ESP,Spain,2000,Education (Aggregate levels): Advanced,4781.8653
ESP,Spain,2001,Education (Aggregate levels): Total,17932.1679
ESP,Spain,2001,Education (Aggregate levels): Less than basic,89.5551
ESP,Spain,2001,Education (Aggregate levels): Basic,9379.0979
ESP,Spain,2001,Education (Aggregate levels): Intermediate,3478.9701
ESP,Spain,2001,Education (Aggregate levels): Advanced,4984.0841
ESP,Spain,2002,Education (Aggregate levels): Total,18870.2242
ESP,Spain,2002,Education (Aggregate levels): Basic,9672.3197
ESP,Spain,2002,Education (Aggregate levels): Intermediate,3750.5995
ESP,Spain,2002,Education (Aggregate levels): Advanced,5447.285
ESP,Spain,2003,Education (Aggregate levels): Total,19639.2146
ESP,Spain,2003,Education (Aggregate levels): Less than basic,98.0287
ESP,Spain,2003,Education (Aggregate levels): Basic,9875.3711
ESP,Spain,2003,Education (Aggregate levels): Intermediate,3968.4248
ESP,Spain,2003,Education (Aggregate levels): Advanced,5697.6346
ESP,Spain,2004,Education (Aggregate levels): Total,20266.4957
ESP,Spain,2004,Education (Aggregate levels): Less than basic,93.4592
ESP,Spain,2004,Education (Aggregate levels): Basic,9786.9853
ESP,Spain,2004,Education (Aggregate levels): Intermediate,4259.26
ESP,Spain,2004,Education (Aggregate levels): Advanced,6125.9559
ESP,Spain,2005,Education (Aggregate levels): Total,21140.4842
ESP,Spain,2005,Education (Aggregate levels): Less than basic,83.0046
ESP,Spain,2005,Education (Aggregate levels): Basic,9587.7292
ESP,Spain,2005,Education (Aggregate levels): Intermediate,4776.7793
ESP,Spain,2005,Education (Aggregate levels): Advanced,6692.9689
ESP,Spain,2006,Education (Aggregate levels): Total,21779.9767
ESP,Spain,2006,Education (Aggregate levels): Less than basic,89.2877
ESP,Spain,2006,Education (Aggregate levels): Basic,9706.5705
ESP,Spain,2006,Education (Aggregate levels): Intermediate,5059.2876
ESP,Spain,2006,Education (Aggregate levels): Advanced,6924.7382
ESP,Spain,2007,Education (Aggregate levels): Total,22426.0058
ESP,Spain,2007,Education (Aggregate levels): Less than basic,83.7782
ESP,Spain,2007,Education (Aggregate levels): Basic,9851.3078
ESP,Spain,2007,Education (Aggregate levels): Intermediate,5272.8104
ESP,Spain,2007,Education (Aggregate levels): Advanced,7218.178
ESP,Spain,2008,Education (Aggregate levels): Total,23065.5813
ESP,Spain,2008,Education (Aggregate levels): Less than basic,107.6435
ESP,Spain,2008,Education (Aggregate levels): Basic,10120.1151
ESP,Spain,2008,Education (Aggregate levels): Intermediate,5438.2344
ESP,Spain,2008,Education (Aggregate levels): Advanced,7399.5004
ESP,Spain,2009,Education (Aggregate levels): Total,23260.4242
ESP,Spain,2009,Education (Aggregate levels): Less than basic,105.8627
ESP,Spain,2009,Education (Aggregate levels): Basic,10122.4021
ESP,Spain,2009,Education (Aggregate levels): Intermediate,5475.8711
ESP,Spain,2009,Education (Aggregate levels): Advanced,7556.3824
ESP,Spain,2010,Education (Aggregate levels): Total,23364.6095
ESP,Spain,2010,Education (Aggregate levels): Less than basic,105.3399
ESP,Spain,2010,Education (Aggregate levels): Basic,9933.6759
ESP,Spain,2010,Education (Aggregate levels): Intermediate,5503.0881
ESP,Spain,2010,Education (Aggregate levels): Advanced,7822.5025
ESP,Spain,2011,Education (Aggregate levels): Total,23434.1556
ESP,Spain,2011,Education (Aggregate levels): Less than basic,99.0596
ESP,Spain,2011,Education (Aggregate levels): Basic,9725.9366000000009
ESP,Spain,2011,Education (Aggregate levels): Intermediate,5545.1784
ESP,Spain,2011,Education (Aggregate levels): Advanced,8063.9437
ESP,Spain,2012,Education (Aggregate levels): Total,23443.7073
ESP,Spain,2012,Education (Aggregate levels): Less than basic,85.528
ESP,Spain,2012,Education (Aggregate levels): Basic,9590.3304
ESP,Spain,2012,Education (Aggregate levels): Intermediate,5512.8002
ESP,Spain,2012,Education (Aggregate levels): Advanced,8255.1414
ESP,Spain,2013,Education (Aggregate levels): Total,23190.2141
ESP,Spain,2013,Education (Aggregate levels): Less than basic,78.1044
ESP,Spain,2013,Education (Aggregate levels): Basic,9342.5366
ESP,Spain,2013,Education (Aggregate levels): Intermediate,5359.9069
ESP,Spain,2013,Education (Aggregate levels): Advanced,8409.5717
ESP,Spain,2014,Education (Aggregate levels): Total,22954.4942
ESP,Spain,2014,Education (Aggregate levels): Less than basic,444.0003
ESP,Spain,2014,Education (Aggregate levels): Basic,8609.1949
ESP,Spain,2014,Education (Aggregate levels): Intermediate,5354.4256
ESP,Spain,2014,Education (Aggregate levels): Advanced,8547.0226
ESP,Spain,2015,Education (Aggregate levels): Total,22922.0353
ESP,Spain,2015,Education (Aggregate levels): Less than basic,430.0278
ESP,Spain,2015,Education (Aggregate levels): Basic,8450.997
ESP,Spain,2015,Education (Aggregate levels): Intermediate,5423.9657
ESP,Spain,2015,Education (Aggregate levels): Advanced,8617.0516
ESP,Spain,2016,Education (Aggregate levels): Total,22822.7239
ESP,Spain,2016,Education (Aggregate levels): Less than basic,380.7111
ESP,Spain,2016,Education (Aggregate levels): Basic,8275.3305
ESP,Spain,2016,Education (Aggregate levels): Intermediate,5425.1714
ESP,Spain,2016,Education (Aggregate levels): Advanced,8741.5906
ESP,Spain,2017,Education (Aggregate levels): Total,22741.7961
ESP,Spain,2017,Education (Aggregate levels): Less than basic,348.6466
ESP,Spain,2017,Education (Aggregate levels): Basic,8086.4547
ESP,Spain,2017,Education (Aggregate levels): Intermediate,5429.656
ESP,Spain,2017,Education (Aggregate levels): Advanced,8876.8717
ESP,Spain,2018,Education (Aggregate levels): Total,22806.813
ESP,Spain,2018,Education (Aggregate levels): Less than basic,347.8265
ESP,Spain,2018,Education (Aggregate levels): Basic,7875.1705
ESP,Spain,2018,Education (Aggregate levels): Intermediate,5477.2031
ESP,Spain,2018,Education (Aggregate levels): Advanced,9106.3818
EST,Estonia,1997,Education (Aggregate levels): Total,673.1
EST,Estonia,1997,Education (Aggregate levels): Basic,85.9
EST,Estonia,1997,Education (Aggregate levels): Intermediate,294.4
EST,Estonia,1997,Education (Aggregate levels): Advanced,292.7
EST,Estonia,1998,Education (Aggregate levels): Total,672.6361
EST,Estonia,1998,Education (Aggregate levels): Basic,87.1093
EST,Estonia,1998,Education (Aggregate levels): Intermediate,380.8976
EST,Estonia,1998,Education (Aggregate levels): Advanced,204.6292
EST,Estonia,1999,Education (Aggregate levels): Total,655.7977
EST,Estonia,1999,Education (Aggregate levels): Basic,84.3124
EST,Estonia,1999,Education (Aggregate levels): Intermediate,374.0852
EST,Estonia,1999,Education (Aggregate levels): Advanced,197.4001
EST,Estonia,2000,Education (Aggregate levels): Total,676.3817
EST,Estonia,2000,Education (Aggregate levels): Basic,82.2695
EST,Estonia,2000,Education (Aggregate levels): Intermediate,394.2006
EST,Estonia,2000,Education (Aggregate levels): Advanced,199.9116
EST,Estonia,2001,Education (Aggregate levels): Total,670.2482
EST,Estonia,2001,Education (Aggregate levels): Basic,80.152
EST,Estonia,2001,Education (Aggregate levels): Intermediate,387.4821
EST,Estonia,2001,Education (Aggregate levels): Advanced,202.6141
EST,Estonia,2002,Education (Aggregate levels): Total,653.9992
EST,Estonia,2002,Education (Aggregate levels): Basic,73.4704
EST,Estonia,2002,Education (Aggregate levels): Intermediate,383.1384
EST,Estonia,2002,Education (Aggregate levels): Advanced,197.3904
EST,Estonia,2003,Education (Aggregate levels): Total,672.0712
EST,Estonia,2003,Education (Aggregate levels): Basic,76.7723
EST,Estonia,2003,Education (Aggregate levels): Intermediate,394.9615
EST,Estonia,2003,Education (Aggregate levels): Advanced,200.3374
EST,Estonia,2004,Education (Aggregate levels): Total,673.0767
EST,Estonia,2004,Education (Aggregate levels): Basic,79.3424
EST,Estonia,2004,Education (Aggregate levels): Intermediate,375.9247
EST,Estonia,2004,Education (Aggregate levels): Advanced,217.7313
EST,Estonia,2005,Education (Aggregate levels): Total,669.3197
EST,Estonia,2005,Education (Aggregate levels): Basic,67.7837
EST,Estonia,2005,Education (Aggregate levels): Intermediate,370.9143
EST,Estonia,2005,Education (Aggregate levels): Advanced,230.4957
EST,Estonia,2006,Education (Aggregate levels): Total,692.6747
EST,Estonia,2006,Education (Aggregate levels): Less than basic,0.6884
EST,Estonia,2006,Education (Aggregate levels): Basic,74.4635
EST,Estonia,2006,Education (Aggregate levels): Intermediate,380.5551
EST,Estonia,2006,Education (Aggregate levels): Advanced,236.9678
EST,Estonia,2007,Education (Aggregate levels): Total,689.2403
EST,Estonia,2007,Education (Aggregate levels): Less than basic,0.5674
EST,Estonia,2007,Education (Aggregate levels): Basic,71.4524
EST,Estonia,2007,Education (Aggregate levels): Intermediate,384.1807
EST,Estonia,2007,Education (Aggregate levels): Advanced,233.0398
EST,Estonia,2008,Education (Aggregate levels): Total,693.8554
EST,Estonia,2008,Education (Aggregate levels): Less than basic,0.2231
EST,Estonia,2008,Education (Aggregate levels): Basic,76.275
EST,Estonia,2008,Education (Aggregate levels): Intermediate,381.6933
EST,Estonia,2008,Education (Aggregate levels): Advanced,235.664
EST,Estonia,2009,Education (Aggregate levels): Total,686.9651
EST,Estonia,2009,Education (Aggregate levels): Less than basic,0.3538
EST,Estonia,2009,Education (Aggregate levels): Basic,70.7394
EST,Estonia,2009,Education (Aggregate levels): Intermediate,368.8605
EST,Estonia,2009,Education (Aggregate levels): Advanced,246.7149
EST,Estonia,2009,Education (Aggregate levels): Level not stated,0.2965
EST,Estonia,2010,Education (Aggregate levels): Total,681.8961
EST,Estonia,2010,Education (Aggregate levels): Less than basic,0.4326
EST,Estonia,2010,Education (Aggregate levels): Basic,65.3309
EST,Estonia,2010,Education (Aggregate levels): Intermediate,373.5835
EST,Estonia,2010,Education (Aggregate levels): Advanced,242.3
EST,Estonia,2010,Education (Aggregate levels): Level not stated,0.2491
EST,Estonia,2011,Education (Aggregate levels): Total,688.0127
EST,Estonia,2011,Education (Aggregate levels): Basic,69.5933
EST,Estonia,2011,Education (Aggregate levels): Intermediate,367.692
EST,Estonia,2011,Education (Aggregate levels): Advanced,250.187
EST,Estonia,2011,Education (Aggregate levels): Level not stated,0.3734
EST,Estonia,2012,Education (Aggregate levels): Total,683.4107
EST,Estonia,2012,Education (Aggregate levels): Basic,64.6763
EST,Estonia,2012,Education (Aggregate levels): Intermediate,360.6184
EST,Estonia,2012,Education (Aggregate levels): Advanced,257.6448
EST,Estonia,2013,Education (Aggregate levels): Total,680.0308
EST,Estonia,2013,Education (Aggregate levels): Less than basic,0.4187
EST,Estonia,2013,Education (Aggregate levels): Basic,60.5273
EST,Estonia,2013,Education (Aggregate levels): Intermediate,361.6218
EST,Estonia,2013,Education (Aggregate levels): Advanced,257.1752
EST,Estonia,2013,Education (Aggregate levels): Level not stated,0.2878
EST,Estonia,2014,Education (Aggregate levels): Total,674.4106
EST,Estonia,2014,Education (Aggregate levels): Basic,74.1775
EST,Estonia,2014,Education (Aggregate levels): Intermediate,340.3038
EST,Estonia,2014,Education (Aggregate levels): Advanced,259.4954
EST,Estonia,2015,Education (Aggregate levels): Total,683.1471
EST,Estonia,2015,Education (Aggregate levels): Basic,70.2172
EST,Estonia,2015,Education (Aggregate levels): Intermediate,346.0218
EST,Estonia,2015,Education (Aggregate levels): Advanced,266.9081
EST,Estonia,2016,Education (Aggregate levels): Total,691.3841
EST,Estonia,2016,Education (Aggregate levels): Basic,72.1868
EST,Estonia,2016,Education (Aggregate levels): Intermediate,350.4456
EST,Estonia,2016,Education (Aggregate levels): Advanced,268.7354
EST,Estonia,2017,Education (Aggregate levels): Total,698.8282
EST,Estonia,2017,Education (Aggregate levels): Basic,75.5828
EST,Estonia,2017,Education (Aggregate levels): Intermediate,347.3709
EST,Estonia,2017,Education (Aggregate levels): Advanced,275.8585
EST,Estonia,2018,Education (Aggregate levels): Total,702.4397
EST,Estonia,2018,Education (Aggregate levels): Basic,75.1205
EST,Estonia,2018,Education (Aggregate levels): Intermediate,342.5058
EST,Estonia,2018,Education (Aggregate levels): Advanced,284.7008
EST,Estonia,1995,Education (Aggregate levels): Total,729.546
EST,Estonia,1995,Education (Aggregate levels): Basic,114.625
EST,Estonia,1995,Education (Aggregate levels): Intermediate,487.873
EST,Estonia,1995,Education (Aggregate levels): Advanced,127.048
FIN,Finland,1995,Education (Aggregate levels): Total,2428.7
FIN,Finland,1995,Education (Aggregate levels): Basic,717.7
FIN,Finland,1995,Education (Aggregate levels): Intermediate,1184.2
FIN,Finland,1995,Education (Aggregate levels): Advanced,526.8
FIN,Finland,1996,Education (Aggregate levels): Total,2444.5
FIN,Finland,1996,Education (Aggregate levels): Basic,691.6
FIN,Finland,1996,Education (Aggregate levels): Intermediate,1236.8
FIN,Finland,1996,Education (Aggregate levels): Advanced,516.1
FIN,Finland,1997,Education (Aggregate levels): Total,2493.4
FIN,Finland,1997,Education (Aggregate levels): Basic,653.3
FIN,Finland,1997,Education (Aggregate levels): Intermediate,1318.1
FIN,Finland,1997,Education (Aggregate levels): Advanced,522
FIN,Finland,1998,Education (Aggregate levels): Total,2510.6004
FIN,Finland,1998,Education (Aggregate levels): Basic,660.698
FIN,Finland,1998,Education (Aggregate levels): Intermediate,1118.8678
FIN,Finland,1998,Education (Aggregate levels): Advanced,729.2913
FIN,Finland,1998,Education (Aggregate levels): Level not stated,1.7434
FIN,Finland,1999,Education (Aggregate levels): Total,2641.5323
FIN,Finland,1999,Education (Aggregate levels): Basic,697.2815
FIN,Finland,1999,Education (Aggregate levels): Intermediate,1141.0088
FIN,Finland,1999,Education (Aggregate levels): Advanced,799.3788
FIN,Finland,1999,Education (Aggregate levels): Level not stated,3.8631
FIN,Finland,2000,Education (Aggregate levels): Total,2664.0742
FIN,Finland,2000,Education (Aggregate levels): Basic,662.2554
FIN,Finland,2000,Education (Aggregate levels): Intermediate,1163.4914
FIN,Finland,2000,Education (Aggregate levels): Advanced,836.9468
FIN,Finland,2000,Education (Aggregate levels): Level not stated,1.3806
FIN,Finland,2001,Education (Aggregate levels): Total,2678.5785
FIN,Finland,2001,Education (Aggregate levels): Basic,653.6653
FIN,Finland,2001,Education (Aggregate levels): Intermediate,1185.3991
FIN,Finland,2001,Education (Aggregate levels): Advanced,839.5141
FIN,Finland,2002,Education (Aggregate levels): Total,2686.4317
FIN,Finland,2002,Education (Aggregate levels): Basic,639.5023
FIN,Finland,2002,Education (Aggregate levels): Intermediate,1210.7773
FIN,Finland,2002,Education (Aggregate levels): Advanced,836.1521
FIN,Finland,2003,Education (Aggregate levels): Total,2681.4207
FIN,Finland,2003,Education (Aggregate levels): Basic,612.2087
FIN,Finland,2003,Education (Aggregate levels): Intermediate,1228.0849
FIN,Finland,2003,Education (Aggregate levels): Advanced,841.1271
FIN,Finland,2004,Education (Aggregate levels): Total,2659.4382
FIN,Finland,2004,Education (Aggregate levels): Basic,565.0844
FIN,Finland,2004,Education (Aggregate levels): Intermediate,1222.3382
FIN,Finland,2004,Education (Aggregate levels): Advanced,872.0156
FIN,Finland,2005,Education (Aggregate levels): Total,2620.5038
FIN,Finland,2005,Education (Aggregate levels): Basic,512.9764
FIN,Finland,2005,Education (Aggregate levels): Intermediate,1226.1431
FIN,Finland,2005,Education (Aggregate levels): Advanced,881.3843
FIN,Finland,2006,Education (Aggregate levels): Total,2647.8635
FIN,Finland,2006,Education (Aggregate levels): Basic,502.8053
FIN,Finland,2006,Education (Aggregate levels): Intermediate,1245.0112
FIN,Finland,2006,Education (Aggregate levels): Advanced,900.047
FIN,Finland,2007,Education (Aggregate levels): Total,2674.9815
FIN,Finland,2007,Education (Aggregate levels): Basic,487.1816
FIN,Finland,2007,Education (Aggregate levels): Intermediate,1249.5436
FIN,Finland,2007,Education (Aggregate levels): Advanced,938.2564
FIN,Finland,2008,Education (Aggregate levels): Total,2703.0465
FIN,Finland,2008,Education (Aggregate levels): Basic,483.4911
FIN,Finland,2008,Education (Aggregate levels): Intermediate,1266.0938
FIN,Finland,2008,Education (Aggregate levels): Advanced,953.4615
FIN,Finland,2009,Education (Aggregate levels): Total,2678.2039
FIN,Finland,2009,Education (Aggregate levels): Basic,449.1893
FIN,Finland,2009,Education (Aggregate levels): Intermediate,1259.1938
FIN,Finland,2009,Education (Aggregate levels): Advanced,969.8207
FIN,Finland,2010,Education (Aggregate levels): Total,2671.7593
FIN,Finland,2010,Education (Aggregate levels): Basic,426.5703
FIN,Finland,2010,Education (Aggregate levels): Intermediate,1249.8019
FIN,Finland,2010,Education (Aggregate levels): Advanced,995.3871
FIN,Finland,2011,Education (Aggregate levels): Total,2682.3826
FIN,Finland,2011,Education (Aggregate levels): Basic,413.2097
FIN,Finland,2011,Education (Aggregate levels): Intermediate,1246.8636
FIN,Finland,2011,Education (Aggregate levels): Advanced,1022.3092
FIN,Finland,2012,Education (Aggregate levels): Total,2690.0826
FIN,Finland,2012,Education (Aggregate levels): Basic,392.4225
FIN,Finland,2012,Education (Aggregate levels): Intermediate,1269.6465
FIN,Finland,2012,Education (Aggregate levels): Advanced,1028.0135
FIN,Finland,2013,Education (Aggregate levels): Total,2675.9578
FIN,Finland,2013,Education (Aggregate levels): Basic,365.458
FIN,Finland,2013,Education (Aggregate levels): Intermediate,1260.1629
FIN,Finland,2013,Education (Aggregate levels): Advanced,1050.3369
FIN,Finland,2014,Education (Aggregate levels): Total,2679.3473
FIN,Finland,2014,Education (Aggregate levels): Basic,350.4771
FIN,Finland,2014,Education (Aggregate levels): Intermediate,1244.5316
FIN,Finland,2014,Education (Aggregate levels): Advanced,1084.3386
FIN,Finland,2015,Education (Aggregate levels): Total,2688.9192
FIN,Finland,2015,Education (Aggregate levels): Basic,330.309
FIN,Finland,2015,Education (Aggregate levels): Intermediate,1247.5622
FIN,Finland,2015,Education (Aggregate levels): Advanced,1111.048
FIN,Finland,2016,Education (Aggregate levels): Total,2684.8547
FIN,Finland,2016,Education (Aggregate levels): Basic,316.38
FIN,Finland,2016,Education (Aggregate levels): Intermediate,1249.2807
FIN,Finland,2016,Education (Aggregate levels): Advanced,1119.05
FIN,Finland,2017,Education (Aggregate levels): Total,2707.0653
FIN,Finland,2017,Education (Aggregate levels): Basic,317.3028
FIN,Finland,2017,Education (Aggregate levels): Intermediate,1245.6726
FIN,Finland,2017,Education (Aggregate levels): Advanced,1144.0899
FIN,Finland,2018,Education (Aggregate levels): Total,2741.723
FIN,Finland,2018,Education (Aggregate levels): Basic,305.3145
