iso3,country,year,education_classification,unemployment (thousands)
ITA,Italy,2011,Education (Aggregate levels): Less than basic,24.7686
ITA,Italy,2011,Education (Aggregate levels): Basic,908.9267
ITA,Italy,2011,Education (Aggregate levels): Intermediate,899.6395
ITA,Italy,2011,Education (Aggregate levels): Advanced,227.9631
ITA,Italy,2012,Education (Aggregate levels): Total,2691.0161
ITA,Italy,2012,Education (Aggregate levels): Less than basic,30.1076
ITA,Italy,2012,Education (Aggregate levels): Basic,1181.9082
ITA,Italy,2012,Education (Aggregate levels): Intermediate,1178.3358
ITA,Italy,2012,Education (Aggregate levels): Advanced,300.6645
ITA,Italy,2013,Education (Aggregate levels): Total,3068.664
ITA,Italy,2013,Education (Aggregate levels): Less than basic,35.7536
ITA,Italy,2013,Education (Aggregate levels): Basic,1346.7501
ITA,Italy,2013,Education (Aggregate levels): Intermediate,1344.8681
ITA,Italy,2013,Education (Aggregate levels): Advanced,341.2923
ITA,Italy,2014,Education (Aggregate levels): Total,3236.0067
ITA,Italy,2014,Education (Aggregate levels): Less than basic,39.4834
ITA,Italy,2014,Education (Aggregate levels): Basic,1379.2109
ITA,Italy,2014,Education (Aggregate levels): Intermediate,1432.2111
ITA,Italy,2014,Education (Aggregate levels): Advanced,385.1014
ITA,Italy,2015,Education (Aggregate levels): Total,3033.253
ITA,Italy,2015,Education (Aggregate levels): Less than basic,30.6401
ITA,Italy,2015,Education (Aggregate levels): Basic,1279.0536
ITA,Italy,2015,Education (Aggregate levels): Intermediate,1362.4738
ITA,Italy,2015,Education (Aggregate levels): Advanced,361.0855
ITA,Italy,2016,Education (Aggregate levels): Total,3012.0368
ITA,Italy,2016,Education (Aggregate levels): Less than basic,32.7775
ITA,Italy,2016,Education (Aggregate levels): Basic,1291.8179
ITA,Italy,2016,Education (Aggregate levels): Intermediate,1336.4945
ITA,Italy,2016,Education (Aggregate levels): Advanced,350.9468
ITA,Italy,2017,Education (Aggregate levels): Total,2906.8831
ITA,Italy,2017,Education (Aggregate levels): Less than basic,29.3017
ITA,Italy,2017,Education (Aggregate levels): Basic,1271.7414
ITA,Italy,2017,Education (Aggregate levels): Intermediate,1254.7373
ITA,Italy,2017,Education (Aggregate levels): Advanced,351.1026
ITA,Italy,2018,Education (Aggregate levels): Total,2755.4722
ITA,Italy,2018,Education (Aggregate levels): Less than basic,28.0429
ITA,Italy,2018,Education (Aggregate levels): Basic,1178.2524
ITA,Italy,2018,Education (Aggregate levels): Intermediate,1210.9099
ITA,Italy,2018,Education (Aggregate levels): Advanced,338.2671
KAZ,Kazakhstan,2001,Education (Aggregate levels): Total,780.3
KAZ,Kazakhstan,2001,Education (Aggregate levels): Basic,421.8
KAZ,Kazakhstan,2001,Education (Aggregate levels): Intermediate,282.7
KAZ,Kazakhstan,2001,Education (Aggregate levels): Advanced,75.7
KAZ,Kazakhstan,2002,Education (Aggregate levels): Total,690.8
KAZ,Kazakhstan,2002,Education (Aggregate levels): Basic,343.3
KAZ,Kazakhstan,2002,Education (Aggregate levels): Intermediate,279.9
KAZ,Kazakhstan,2002,Education (Aggregate levels): Advanced,67.6
KAZ,Kazakhstan,2003,Education (Aggregate levels): Total,672.1
KAZ,Kazakhstan,2003,Education (Aggregate levels): Basic,326.8
KAZ,Kazakhstan,2003,Education (Aggregate levels): Intermediate,270
KAZ,Kazakhstan,2003,Education (Aggregate levels): Advanced,75.4
KAZ,Kazakhstan,2004,Education (Aggregate levels): Total,658.8
KAZ,Kazakhstan,2004,Education (Aggregate levels): Basic,310.8
KAZ,Kazakhstan,2004,Education (Aggregate levels): Intermediate,278.7
KAZ,Kazakhstan,2004,Education (Aggregate levels): Advanced,69.3
KAZ,Kazakhstan,2005,Education (Aggregate levels): Total,640.7
KAZ,Kazakhstan,2005,Education (Aggregate levels): Basic,297.5
KAZ,Kazakhstan,2005,Education (Aggregate levels): Intermediate,269
KAZ,Kazakhstan,2005,Education (Aggregate levels): Advanced,74.3
KAZ,Kazakhstan,2006,Education (Aggregate levels): Total,625.4
KAZ,Kazakhstan,2006,Education (Aggregate levels): Basic,278.9
KAZ,Kazakhstan,2006,Education (Aggregate levels): Intermediate,265.4
KAZ,Kazakhstan,2006,Education (Aggregate levels): Advanced,81.1
KAZ,Kazakhstan,2007,Education (Aggregate levels): Total,597.2
KAZ,Kazakhstan,2007,Education (Aggregate levels): Basic,265.4
KAZ,Kazakhstan,2007,Education (Aggregate levels): Intermediate,249.9
KAZ,Kazakhstan,2007,Education (Aggregate levels): Advanced,81.9
KAZ,Kazakhstan,2008,Education (Aggregate levels): Total,557.8
KAZ,Kazakhstan,2008,Education (Aggregate levels): Basic,251.8
KAZ,Kazakhstan,2008,Education (Aggregate levels): Intermediate,221.2
KAZ,Kazakhstan,2008,Education (Aggregate levels): Advanced,84.8
KAZ,Kazakhstan,2009,Education (Aggregate levels): Total,554.5
KAZ,Kazakhstan,2009,Education (Aggregate levels): Basic,242.4
KAZ,Kazakhstan,2009,Education (Aggregate levels): Intermediate,207.4
KAZ,Kazakhstan,2009,Education (Aggregate levels): Advanced,104.8
KAZ,Kazakhstan,2010,Education (Aggregate levels): Total,496.5
KAZ,Kazakhstan,2010,Education (Aggregate levels): Basic,217.4
KAZ,Kazakhstan,2010,Education (Aggregate levels): Intermediate,181.4
KAZ,Kazakhstan,2010,Education (Aggregate levels): Advanced,97.8
KAZ,Kazakhstan,2011,Education (Aggregate levels): Total,473
KAZ,Kazakhstan,2011,Education (Aggregate levels): Basic,201.5
KAZ,Kazakhstan,2011,Education (Aggregate levels): Intermediate,172.5
KAZ,Kazakhstan,2011,Education (Aggregate levels): Advanced,98.9
KAZ,Kazakhstan,2012,Education (Aggregate levels): Total,474.8
KAZ,Kazakhstan,2012,Education (Aggregate levels): Basic,181.9
KAZ,Kazakhstan,2012,Education (Aggregate levels): Intermediate,189.1
KAZ,Kazakhstan,2012,Education (Aggregate levels): Advanced,103.7
KAZ,Kazakhstan,2013,Education (Aggregate levels): Total,470.7
KAZ,Kazakhstan,2013,Education (Aggregate levels): Basic,158.3
KAZ,Kazakhstan,2013,Education (Aggregate levels): Intermediate,211.7
KAZ,Kazakhstan,2013,Education (Aggregate levels): Advanced,100.7
KAZ,Kazakhstan,1996,Education (Aggregate levels): Total,391.7
KAZ,Kazakhstan,1996,Education (Aggregate levels): Basic,35.7
KAZ,Kazakhstan,1996,Education (Aggregate levels): Intermediate,214.5
KAZ,Kazakhstan,1996,Education (Aggregate levels): Advanced,141.5
KAZ,Kazakhstan,1997,Education (Aggregate levels): Total,382.8
KAZ,Kazakhstan,1997,Education (Aggregate levels): Basic,28.8
KAZ,Kazakhstan,1997,Education (Aggregate levels): Intermediate,190.3
KAZ,Kazakhstan,1997,Education (Aggregate levels): Advanced,163.7
KAZ,Kazakhstan,1998,Education (Aggregate levels): Total,382
KAZ,Kazakhstan,1998,Education (Aggregate levels): Basic,28.6
KAZ,Kazakhstan,1998,Education (Aggregate levels): Intermediate,200
KAZ,Kazakhstan,1998,Education (Aggregate levels): Advanced,153.4
KAZ,Kazakhstan,1999,Education (Aggregate levels): Total,264
KAZ,Kazakhstan,1999,Education (Aggregate levels): Basic,19.1
KAZ,Kazakhstan,1999,Education (Aggregate levels): Intermediate,138.5
KAZ,Kazakhstan,1999,Education (Aggregate levels): Advanced,106.4
KGZ,Kyrgyzstan,2002,Education (Aggregate levels): Total,265.5
KGZ,Kyrgyzstan,2002,Education (Aggregate levels): Basic,36.4
KGZ,Kyrgyzstan,2002,Education (Aggregate levels): Intermediate,196.3
KGZ,Kyrgyzstan,2002,Education (Aggregate levels): Advanced,32.7
KGZ,Kyrgyzstan,2003,Education (Aggregate levels): Total,212.3
KGZ,Kyrgyzstan,2003,Education (Aggregate levels): Basic,21.2
KGZ,Kyrgyzstan,2003,Education (Aggregate levels): Intermediate,167.9
KGZ,Kyrgyzstan,2003,Education (Aggregate levels): Advanced,23.3
KGZ,Kyrgyzstan,2004,Education (Aggregate levels): Total,185.7
KGZ,Kyrgyzstan,2004,Education (Aggregate levels): Basic,18.3
KGZ,Kyrgyzstan,2004,Education (Aggregate levels): Intermediate,147.6
KGZ,Kyrgyzstan,2004,Education (Aggregate levels): Advanced,19.8
KGZ,Kyrgyzstan,2005,Education (Aggregate levels): Total,183.5
KGZ,Kyrgyzstan,2005,Education (Aggregate levels): Basic,24
KGZ,Kyrgyzstan,2005,Education (Aggregate levels): Intermediate,134.3
KGZ,Kyrgyzstan,2005,Education (Aggregate levels): Advanced,25.2
KGZ,Kyrgyzstan,2006,Education (Aggregate levels): Total,188.9
KGZ,Kyrgyzstan,2006,Education (Aggregate levels): Basic,25.2
KGZ,Kyrgyzstan,2006,Education (Aggregate levels): Intermediate,145.6
KGZ,Kyrgyzstan,2006,Education (Aggregate levels): Advanced,18.2
KGZ,Kyrgyzstan,2011,Education (Aggregate levels): Total,212.41
KGZ,Kyrgyzstan,2011,Education (Aggregate levels): Basic,23.244
KGZ,Kyrgyzstan,2011,Education (Aggregate levels): Intermediate,161.056
KGZ,Kyrgyzstan,2011,Education (Aggregate levels): Advanced,28.109
KGZ,Kyrgyzstan,2012,Education (Aggregate levels): Total,210.371
KGZ,Kyrgyzstan,2012,Education (Aggregate levels): Basic,31.791
KGZ,Kyrgyzstan,2012,Education (Aggregate levels): Intermediate,153.015
KGZ,Kyrgyzstan,2012,Education (Aggregate levels): Advanced,25.566
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Total,205.682
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Basic,29.17
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Intermediate,142.934
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Advanced,33.577
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Total,33.6903
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Basic,NA
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Intermediate,13.8098
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Advanced,11.8766
KGZ,Kyrgyzstan,2013,Education (Aggregate levels): Level not stated,7.0113
KGZ,Kyrgyzstan,1995,Education (Aggregate levels): Total,50.409
KGZ,Kyrgyzstan,1995,Education (Aggregate levels): Basic,17.904
KGZ,Kyrgyzstan,1995,Education (Aggregate levels): Intermediate,26.308
KGZ,Kyrgyzstan,1995,Education (Aggregate levels): Advanced,6.197
KGZ,Kyrgyzstan,1996,Education (Aggregate levels): Total,77.198
KGZ,Kyrgyzstan,1996,Education (Aggregate levels): Basic,29.644
KGZ,Kyrgyzstan,1996,Education (Aggregate levels): Intermediate,39.655
KGZ,Kyrgyzstan,1996,Education (Aggregate levels): Advanced,7.899
KGZ,Kyrgyzstan,1997,Education (Aggregate levels): Total,54.557
KGZ,Kyrgyzstan,1997,Education (Aggregate levels): Basic,18.77
KGZ,Kyrgyzstan,1997,Education (Aggregate levels): Intermediate,29.724
KGZ,Kyrgyzstan,1997,Education (Aggregate levels): Advanced,6.063
KGZ,Kyrgyzstan,1998,Education (Aggregate levels): Total,55.906
KGZ,Kyrgyzstan,1998,Education (Aggregate levels): Basic,19.506
KGZ,Kyrgyzstan,1998,Education (Aggregate levels): Intermediate,31.024
KGZ,Kyrgyzstan,1998,Education (Aggregate levels): Advanced,5.376
KGZ,Kyrgyzstan,1999,Education (Aggregate levels): Total,54.749
KGZ,Kyrgyzstan,1999,Education (Aggregate levels): Basic,18.286
KGZ,Kyrgyzstan,1999,Education (Aggregate levels): Intermediate,30.522
KGZ,Kyrgyzstan,1999,Education (Aggregate levels): Advanced,5.941
KGZ,Kyrgyzstan,2000,Education (Aggregate levels): Total,58.329
KGZ,Kyrgyzstan,2000,Education (Aggregate levels): Basic,17.921
KGZ,Kyrgyzstan,2000,Education (Aggregate levels): Intermediate,34.66
KGZ,Kyrgyzstan,2000,Education (Aggregate levels): Advanced,5.748
KGZ,Kyrgyzstan,2001,Education (Aggregate levels): Total,60.522
KGZ,Kyrgyzstan,2001,Education (Aggregate levels): Basic,19.857
KGZ,Kyrgyzstan,2001,Education (Aggregate levels): Intermediate,34.535
KGZ,Kyrgyzstan,2001,Education (Aggregate levels): Advanced,6.13
KGZ,Kyrgyzstan,2007,Education (Aggregate levels): Total,71.267
KGZ,Kyrgyzstan,2007,Education (Aggregate levels): Basic,22.41
KGZ,Kyrgyzstan,2007,Education (Aggregate levels): Intermediate,42.55
KGZ,Kyrgyzstan,2007,Education (Aggregate levels): Advanced,6.31
KGZ,Kyrgyzstan,2008,Education (Aggregate levels): Total,67.178
KGZ,Kyrgyzstan,2008,Education (Aggregate levels): Basic,20.77
KGZ,Kyrgyzstan,2008,Education (Aggregate levels): Intermediate,40.28
KGZ,Kyrgyzstan,2008,Education (Aggregate levels): Advanced,6.12
LTU,Lithuania,1998,Education (Aggregate levels): Total,235.3741
LTU,Lithuania,1998,Education (Aggregate levels): Basic,43.0578
LTU,Lithuania,1998,Education (Aggregate levels): Intermediate,132.4187
LTU,Lithuania,1998,Education (Aggregate levels): Advanced,59.8976
LTU,Lithuania,1999,Education (Aggregate levels): Total,229.9398
LTU,Lithuania,1999,Education (Aggregate levels): Basic,41.7629
LTU,Lithuania,1999,Education (Aggregate levels): Intermediate,123.3644
LTU,Lithuania,1999,Education (Aggregate levels): Advanced,64.8125
LTU,Lithuania,2000,Education (Aggregate levels): Total,268.9687
LTU,Lithuania,2000,Education (Aggregate levels): Basic,48.5934
LTU,Lithuania,2000,Education (Aggregate levels): Intermediate,153.8805
LTU,Lithuania,2000,Education (Aggregate levels): Advanced,66.4948
LTU,Lithuania,2001,Education (Aggregate levels): Total,278.0045
LTU,Lithuania,2001,Education (Aggregate levels): Basic,45.9866
LTU,Lithuania,2001,Education (Aggregate levels): Intermediate,201.9918
LTU,Lithuania,2001,Education (Aggregate levels): Advanced,30.0261
LTU,Lithuania,2002,Education (Aggregate levels): Total,212.4552
LTU,Lithuania,2002,Education (Aggregate levels): Basic,34.3137
LTU,Lithuania,2002,Education (Aggregate levels): Intermediate,152.1301
LTU,Lithuania,2002,Education (Aggregate levels): Advanced,26.0114
LTU,Lithuania,2003,Education (Aggregate levels): Total,217.6161
LTU,Lithuania,2003,Education (Aggregate levels): Basic,44.2655
LTU,Lithuania,2003,Education (Aggregate levels): Intermediate,146.4598
LTU,Lithuania,2003,Education (Aggregate levels): Advanced,26.8908
LTU,Lithuania,2004,Education (Aggregate levels): Total,170.8703
LTU,Lithuania,2004,Education (Aggregate levels): Basic,23.4691
LTU,Lithuania,2004,Education (Aggregate levels): Intermediate,118.9405
LTU,Lithuania,2004,Education (Aggregate levels): Advanced,28.4608
LTU,Lithuania,2005,Education (Aggregate levels): Total,130.2549
LTU,Lithuania,2005,Education (Aggregate levels): Less than basic,0.2581
LTU,Lithuania,2005,Education (Aggregate levels): Basic,21.0285
LTU,Lithuania,2005,Education (Aggregate levels): Intermediate,90.6279
LTU,Lithuania,2005,Education (Aggregate levels): Advanced,18.3404
LTU,Lithuania,2006,Education (Aggregate levels): Total,87.6662
LTU,Lithuania,2006,Education (Aggregate levels): Less than basic,0.36870000000000003
LTU,Lithuania,2006,Education (Aggregate levels): Basic,13.8872
LTU,Lithuania,2006,Education (Aggregate levels): Intermediate,61.3752
LTU,Lithuania,2006,Education (Aggregate levels): Advanced,12.0351
LTU,Lithuania,2007,Education (Aggregate levels): Total,64.4284
LTU,Lithuania,2007,Education (Aggregate levels): Basic,9.4959
LTU,Lithuania,2007,Education (Aggregate levels): Intermediate,45.078
LTU,Lithuania,2007,Education (Aggregate levels): Advanced,9.8545
LTU,Lithuania,2008,Education (Aggregate levels): Total,88.2854
LTU,Lithuania,2008,Education (Aggregate levels): Basic,12.9876
LTU,Lithuania,2008,Education (Aggregate levels): Intermediate,60.4556
LTU,Lithuania,2008,Education (Aggregate levels): Advanced,14.7978
LTU,Lithuania,2009,Education (Aggregate levels): Total,210.6447
LTU,Lithuania,2009,Education (Aggregate levels): Basic,30.9789
LTU,Lithuania,2009,Education (Aggregate levels): Intermediate,148.7861
LTU,Lithuania,2009,Education (Aggregate levels): Advanced,30.8797
LTU,Lithuania,2010,Education (Aggregate levels): Total,270.4354
LTU,Lithuania,2010,Education (Aggregate levels): Basic,35.782
LTU,Lithuania,2010,Education (Aggregate levels): Intermediate,193.3364
LTU,Lithuania,2010,Education (Aggregate levels): Advanced,41.222
LTU,Lithuania,2011,Education (Aggregate levels): Total,228.0287
LTU,Lithuania,2011,Education (Aggregate levels): Less than basic,0.3371
LTU,Lithuania,2011,Education (Aggregate levels): Basic,31.08
LTU,Lithuania,2011,Education (Aggregate levels): Intermediate,163.2936
LTU,Lithuania,2011,Education (Aggregate levels): Advanced,33.3179
LTU,Lithuania,2012,Education (Aggregate levels): Total,196.7994
LTU,Lithuania,2012,Education (Aggregate levels): Basic,26.6447
LTU,Lithuania,2012,Education (Aggregate levels): Intermediate,139.6043
LTU,Lithuania,2012,Education (Aggregate levels): Advanced,30.3866
LTU,Lithuania,2013,Education (Aggregate levels): Total,172.4562
LTU,Lithuania,2013,Education (Aggregate levels): Basic,25.068
LTU,Lithuania,2013,Education (Aggregate levels): Intermediate,118.9743
LTU,Lithuania,2013,Education (Aggregate levels): Advanced,28.2764
LTU,Lithuania,2014,Education (Aggregate levels): Total,158.0148
LTU,Lithuania,2014,Education (Aggregate levels): Basic,24.0306
LTU,Lithuania,2014,Education (Aggregate levels): Intermediate,109.4115
LTU,Lithuania,2014,Education (Aggregate levels): Advanced,24.4518
LTU,Lithuania,2015,Education (Aggregate levels): Total,133.9639
LTU,Lithuania,2015,Education (Aggregate levels): Basic,19.7032
LTU,Lithuania,2015,Education (Aggregate levels): Intermediate,91.7773
LTU,Lithuania,2015,Education (Aggregate levels): Advanced,22.2821
LTU,Lithuania,2016,Education (Aggregate levels): Total,116.1644
LTU,Lithuania,2016,Education (Aggregate levels): Basic,15.7488
LTU,Lithuania,2016,Education (Aggregate levels): Intermediate,82.26
LTU,Lithuania,2016,Education (Aggregate levels): Advanced,18.0155
LTU,Lithuania,2017,Education (Aggregate levels): Total,103.1211
LTU,Lithuania,2017,Education (Aggregate levels): Basic,12.5916
LTU,Lithuania,2017,Education (Aggregate levels): Intermediate,72.2836
LTU,Lithuania,2017,Education (Aggregate levels): Advanced,17.964
LTU,Lithuania,2018,Education (Aggregate levels): Total,90.0405
LTU,Lithuania,2018,Education (Aggregate levels): Basic,10.6303
LTU,Lithuania,2018,Education (Aggregate levels): Intermediate,61.203
LTU,Lithuania,2018,Education (Aggregate levels): Advanced,17.838
LTU,Lithuania,1997,Education (Aggregate levels): Total,257.2
LTU,Lithuania,1997,Education (Aggregate levels): Basic,51.9
LTU,Lithuania,1997,Education (Aggregate levels): Intermediate,189.4
LTU,Lithuania,1997,Education (Aggregate levels): Advanced,16.9
LUX,Luxembourg,1999,Education (Aggregate levels): Total,4.3125
LUX,Luxembourg,1999,Education (Aggregate levels): Basic,2.2297
LUX,Luxembourg,1999,Education (Aggregate levels): Intermediate,1.4366
LUX,Luxembourg,1999,Education (Aggregate levels): Advanced,0.4113
LUX,Luxembourg,1999,Education (Aggregate levels): Level not stated,0.235
LUX,Luxembourg,2000,Education (Aggregate levels): Total,4.3439
LUX,Luxembourg,2000,Education (Aggregate levels): Basic,2.2202
LUX,Luxembourg,2000,Education (Aggregate levels): Intermediate,1.5747
LUX,Luxembourg,2000,Education (Aggregate levels): Advanced,0.459
LUX,Luxembourg,2000,Education (Aggregate levels): Level not stated,0.09
LUX,Luxembourg,2001,Education (Aggregate levels): Total,3.4065
LUX,Luxembourg,2001,Education (Aggregate levels): Basic,1.6293
LUX,Luxembourg,2001,Education (Aggregate levels): Intermediate,1.1697
LUX,Luxembourg,2001,Education (Aggregate levels): Advanced,0.5527
LUX,Luxembourg,2002,Education (Aggregate levels): Total,5.066
LUX,Luxembourg,2002,Education (Aggregate levels): Basic,2.9628
LUX,Luxembourg,2002,Education (Aggregate levels): Intermediate,1.3381
LUX,Luxembourg,2002,Education (Aggregate levels): Advanced,0.6883
LUX,Luxembourg,2003,Education (Aggregate levels): Total,7.1371
LUX,Luxembourg,2003,Education (Aggregate levels): Less than basic,0.1186
LUX,Luxembourg,2003,Education (Aggregate levels): Basic,2.6072
LUX,Luxembourg,2003,Education (Aggregate levels): Intermediate,3.0511
LUX,Luxembourg,2003,Education (Aggregate levels): Advanced,1.3601
LUX,Luxembourg,2004,Education (Aggregate levels): Total,10.1525
LUX,Luxembourg,2004,Education (Aggregate levels): Less than basic,0.4322
LUX,Luxembourg,2004,Education (Aggregate levels): Basic,3.9935
LUX,Luxembourg,2004,Education (Aggregate levels): Intermediate,3.6364
LUX,Luxembourg,2004,Education (Aggregate levels): Advanced,2.0905
LUX,Luxembourg,2005,Education (Aggregate levels): Total,9.0958
LUX,Luxembourg,2005,Education (Aggregate levels): Less than basic,0.5098
LUX,Luxembourg,2005,Education (Aggregate levels): Basic,3.4111
LUX,Luxembourg,2005,Education (Aggregate levels): Intermediate,3.0744
LUX,Luxembourg,2005,Education (Aggregate levels): Advanced,2.1005
LUX,Luxembourg,2006,Education (Aggregate levels): Total,9.7002
LUX,Luxembourg,2006,Education (Aggregate levels): Less than basic,0.4706
LUX,Luxembourg,2006,Education (Aggregate levels): Basic,3.6416
LUX,Luxembourg,2006,Education (Aggregate levels): Intermediate,3.8928
LUX,Luxembourg,2006,Education (Aggregate levels): Advanced,1.6951
LUX,Luxembourg,2007,Education (Aggregate levels): Total,8.5975
LUX,Luxembourg,2007,Education (Aggregate levels): Less than basic,0.3056
LUX,Luxembourg,2007,Education (Aggregate levels): Basic,3.4445
LUX,Luxembourg,2007,Education (Aggregate levels): Intermediate,2.8516
LUX,Luxembourg,2007,Education (Aggregate levels): Advanced,1.9958
LUX,Luxembourg,2008,Education (Aggregate levels): Total,10.7855
LUX,Luxembourg,2008,Education (Aggregate levels): Less than basic,0.248
LUX,Luxembourg,2008,Education (Aggregate levels): Basic,3.7776
LUX,Luxembourg,2008,Education (Aggregate levels): Intermediate,5.1523
LUX,Luxembourg,2008,Education (Aggregate levels): Advanced,1.6076
LUX,Luxembourg,2009,Education (Aggregate levels): Total,11.7253
LUX,Luxembourg,2009,Education (Aggregate levels): Basic,3.6864
LUX,Luxembourg,2009,Education (Aggregate levels): Intermediate,3.9747
LUX,Luxembourg,2009,Education (Aggregate levels): Advanced,3.6158
LUX,Luxembourg,2009,Education (Aggregate levels): Level not stated,0.4484
LUX,Luxembourg,2010,Education (Aggregate levels): Total,10.0682
LUX,Luxembourg,2010,Education (Aggregate levels): Basic,2.6564
LUX,Luxembourg,2010,Education (Aggregate levels): Intermediate,3.713
LUX,Luxembourg,2010,Education (Aggregate levels): Advanced,3.2207
LUX,Luxembourg,2010,Education (Aggregate levels): Level not stated,0.4781
LUX,Luxembourg,2011,Education (Aggregate levels): Total,11.5844
LUX,Luxembourg,2011,Education (Aggregate levels): Basic,3.9779
LUX,Luxembourg,2011,Education (Aggregate levels): Intermediate,3.9697
LUX,Luxembourg,2011,Education (Aggregate levels): Advanced,3.4248
LUX,Luxembourg,2011,Education (Aggregate levels): Level not stated,0.212
LUX,Luxembourg,2012,Education (Aggregate levels): Total,12.7916
LUX,Luxembourg,2012,Education (Aggregate levels): Basic,4.1041
LUX,Luxembourg,2012,Education (Aggregate levels): Intermediate,4.8349
LUX,Luxembourg,2012,Education (Aggregate levels): Advanced,3.7003
LUX,Luxembourg,2012,Education (Aggregate levels): Level not stated,0.1177
LUX,Luxembourg,2013,Education (Aggregate levels): Total,14.8261
LUX,Luxembourg,2013,Education (Aggregate levels): Basic,4.5877
LUX,Luxembourg,2013,Education (Aggregate levels): Intermediate,5.6209
LUX,Luxembourg,2013,Education (Aggregate levels): Advanced,4.2329
LUX,Luxembourg,2013,Education (Aggregate levels): Level not stated,0.3846
LUX,Luxembourg,2014,Education (Aggregate levels): Total,15.2683
LUX,Luxembourg,2014,Education (Aggregate levels): Basic,4.2224
LUX,Luxembourg,2014,Education (Aggregate levels): Intermediate,5.7084
LUX,Luxembourg,2014,Education (Aggregate levels): Advanced,4.8718
LUX,Luxembourg,2014,Education (Aggregate levels): Level not stated,0.3857
LUX,Luxembourg,2015,Education (Aggregate levels): Total,18.3955
LUX,Luxembourg,2015,Education (Aggregate levels): Less than basic,0.0698
LUX,Luxembourg,2015,Education (Aggregate levels): Basic,6.1773
LUX,Luxembourg,2015,Education (Aggregate levels): Intermediate,5.6402
LUX,Luxembourg,2015,Education (Aggregate levels): Advanced,5.4108
LUX,Luxembourg,2015,Education (Aggregate levels): Level not stated,1.0974
LUX,Luxembourg,2016,Education (Aggregate levels): Total,17.4861
LUX,Luxembourg,2016,Education (Aggregate levels): Basic,4.5889
LUX,Luxembourg,2016,Education (Aggregate levels): Intermediate,5.911
LUX,Luxembourg,2016,Education (Aggregate levels): Advanced,4.4925
LUX,Luxembourg,2016,Education (Aggregate levels): Level not stated,2.4548
LUX,Luxembourg,2017,Education (Aggregate levels): Total,15.8874
LUX,Luxembourg,2017,Education (Aggregate levels): Less than basic,0.1172
LUX,Luxembourg,2017,Education (Aggregate levels): Basic,4.122
LUX,Luxembourg,2017,Education (Aggregate levels): Intermediate,4.6129
LUX,Luxembourg,2017,Education (Aggregate levels): Advanced,3.9018
LUX,Luxembourg,2017,Education (Aggregate levels): Level not stated,3.1334
LUX,Luxembourg,2018,Education (Aggregate levels): Total,16.5582
LUX,Luxembourg,2018,Education (Aggregate levels): Basic,4.4047
LUX,Luxembourg,2018,Education (Aggregate levels): Intermediate,5.4079
LUX,Luxembourg,2018,Education (Aggregate levels): Advanced,5.6505
LUX,Luxembourg,2018,Education (Aggregate levels): Level not stated,1.0209
LVA,Latvia,1998,Education (Aggregate levels): Total,166.7381
LVA,Latvia,1998,Education (Aggregate levels): Basic,34.3005
LVA,Latvia,1998,Education (Aggregate levels): Intermediate,118.107
LVA,Latvia,1998,Education (Aggregate levels): Advanced,14.3306
LVA,Latvia,1999,Education (Aggregate levels): Total,155.4429
LVA,Latvia,1999,Education (Aggregate levels): Basic,28.4256
LVA,Latvia,1999,Education (Aggregate levels): Intermediate,113.7976
LVA,Latvia,1999,Education (Aggregate levels): Advanced,13.2198
LVA,Latvia,2000,Education (Aggregate levels): Total,155.9825
LVA,Latvia,2000,Education (Aggregate levels): Basic,32.8387
LVA,Latvia,2000,Education (Aggregate levels): Intermediate,107.925
LVA,Latvia,2000,Education (Aggregate levels): Advanced,15.2188
LVA,Latvia,2001,Education (Aggregate levels): Total,149.7683
LVA,Latvia,2001,Education (Aggregate levels): Less than basic,0.5742
LVA,Latvia,2001,Education (Aggregate levels): Basic,46.0884
LVA,Latvia,2001,Education (Aggregate levels): Intermediate,91.0618
LVA,Latvia,2001,Education (Aggregate levels): Advanced,12.0438
LVA,Latvia,2002,Education (Aggregate levels): Total,152.6163
LVA,Latvia,2002,Education (Aggregate levels): Basic,40.8509
LVA,Latvia,2002,Education (Aggregate levels): Intermediate,97.0797
LVA,Latvia,2002,Education (Aggregate levels): Advanced,14.3757
LVA,Latvia,2003,Education (Aggregate levels): Total,130.8243
LVA,Latvia,2003,Education (Aggregate levels): Basic,36.9042
LVA,Latvia,2003,Education (Aggregate levels): Intermediate,79.554
LVA,Latvia,2003,Education (Aggregate levels): Advanced,14.0719
LVA,Latvia,2004,Education (Aggregate levels): Total,127.3791
LVA,Latvia,2004,Education (Aggregate levels): Basic,31.1275
LVA,Latvia,2004,Education (Aggregate levels): Intermediate,86.4644
LVA,Latvia,2004,Education (Aggregate levels): Advanced,9.6529
LVA,Latvia,2005,Education (Aggregate levels): Total,108.4346
LVA,Latvia,2005,Education (Aggregate levels): Basic,25.441
LVA,Latvia,2005,Education (Aggregate levels): Intermediate,71.5476
