iso3,country,year,education_classification,unemployment (thousands)
DEU,Germany,2003,Education (Aggregate levels): Level not stated,164.9963
DEU,Germany,2004,Education (Aggregate levels): Total,4261.0539
DEU,Germany,2004,Education (Aggregate levels): Basic,1088.7537
DEU,Germany,2004,Education (Aggregate levels): Intermediate,2482.7112
DEU,Germany,2004,Education (Aggregate levels): Advanced,523.6404
DEU,Germany,2004,Education (Aggregate levels): Level not stated,165.9486
DEU,Germany,2005,Education (Aggregate levels): Total,4570.8094
DEU,Germany,2005,Education (Aggregate levels): Basic,1385.9156
DEU,Germany,2005,Education (Aggregate levels): Intermediate,2628.9373
DEU,Germany,2005,Education (Aggregate levels): Advanced,553.567
DEU,Germany,2005,Education (Aggregate levels): Level not stated,2.3895
DEU,Germany,2006,Education (Aggregate levels): Total,4245.4111
DEU,Germany,2006,Education (Aggregate levels): Basic,1379.8962
DEU,Germany,2006,Education (Aggregate levels): Intermediate,2390.5636
DEU,Germany,2006,Education (Aggregate levels): Advanced,472.7811
DEU,Germany,2006,Education (Aggregate levels): Level not stated,2.1702
DEU,Germany,2007,Education (Aggregate levels): Total,3600.9742
DEU,Germany,2007,Education (Aggregate levels): Basic,1192.135
DEU,Germany,2007,Education (Aggregate levels): Intermediate,2026.7772
DEU,Germany,2007,Education (Aggregate levels): Advanced,381.8043
DEU,Germany,2008,Education (Aggregate levels): Total,3136.0219
DEU,Germany,2008,Education (Aggregate levels): Basic,1012.3641
DEU,Germany,2008,Education (Aggregate levels): Intermediate,1770.6284
DEU,Germany,2008,Education (Aggregate levels): Advanced,345.6165
DEU,Germany,2008,Education (Aggregate levels): Level not stated,7.4129
DEU,Germany,2009,Education (Aggregate levels): Total,3228.1731
DEU,Germany,2009,Education (Aggregate levels): Basic,1010.132
DEU,Germany,2009,Education (Aggregate levels): Intermediate,1841.2617
DEU,Germany,2009,Education (Aggregate levels): Advanced,370.1327
DEU,Germany,2009,Education (Aggregate levels): Level not stated,6.6467
DEU,Germany,2010,Education (Aggregate levels): Total,2844.9651
DEU,Germany,2010,Education (Aggregate levels): Basic,877.9685
DEU,Germany,2010,Education (Aggregate levels): Intermediate,1635.202
DEU,Germany,2010,Education (Aggregate levels): Advanced,328.1627
DEU,Germany,2010,Education (Aggregate levels): Level not stated,3.6318
DEU,Germany,2011,Education (Aggregate levels): Total,2398.8184
DEU,Germany,2011,Education (Aggregate levels): Basic,735.9404
DEU,Germany,2011,Education (Aggregate levels): Intermediate,1368.1593
DEU,Germany,2011,Education (Aggregate levels): Advanced,269.7713
DEU,Germany,2011,Education (Aggregate levels): Level not stated,24.9474
DEU,Germany,2012,Education (Aggregate levels): Total,2224.4173
DEU,Germany,2012,Education (Aggregate levels): Basic,682.6755
DEU,Germany,2012,Education (Aggregate levels): Intermediate,1251.1612
DEU,Germany,2012,Education (Aggregate levels): Advanced,270.1272
DEU,Germany,2012,Education (Aggregate levels): Level not stated,20.4534
DEU,Germany,2013,Education (Aggregate levels): Total,2181.844
DEU,Germany,2013,Education (Aggregate levels): Basic,658.2315
DEU,Germany,2013,Education (Aggregate levels): Intermediate,1225.6184
DEU,Germany,2013,Education (Aggregate levels): Advanced,279.2707
DEU,Germany,2013,Education (Aggregate levels): Level not stated,18.7233
DEU,Germany,2014,Education (Aggregate levels): Total,2089.9154
DEU,Germany,2014,Education (Aggregate levels): Basic,648.7401
DEU,Germany,2014,Education (Aggregate levels): Intermediate,1158.6055
DEU,Germany,2014,Education (Aggregate levels): Advanced,280.0457
DEU,Germany,2014,Education (Aggregate levels): Level not stated,2.5241
DEU,Germany,2015,Education (Aggregate levels): Total,1949.5698
DEU,Germany,2015,Education (Aggregate levels): Basic,623.081
DEU,Germany,2015,Education (Aggregate levels): Intermediate,1051.9588
DEU,Germany,2015,Education (Aggregate levels): Advanced,271.3887
DEU,Germany,2015,Education (Aggregate levels): Level not stated,3.1414
DEU,Germany,2016,Education (Aggregate levels): Total,1774.0652
DEU,Germany,2016,Education (Aggregate levels): Basic,575.6626
DEU,Germany,2016,Education (Aggregate levels): Intermediate,923.5401
DEU,Germany,2016,Education (Aggregate levels): Advanced,266.7251
DEU,Germany,2016,Education (Aggregate levels): Level not stated,8.1375
DEU,Germany,2017,Education (Aggregate levels): Total,1621.2304
DEU,Germany,2017,Education (Aggregate levels): Basic,542.3581
DEU,Germany,2017,Education (Aggregate levels): Intermediate,825.7735
DEU,Germany,2017,Education (Aggregate levels): Advanced,244.9765
DEU,Germany,2017,Education (Aggregate levels): Level not stated,8.1223
DEU,Germany,2018,Education (Aggregate levels): Total,1467.8246
DEU,Germany,2018,Education (Aggregate levels): Basic,501.6271
DEU,Germany,2018,Education (Aggregate levels): Intermediate,719.9783
DEU,Germany,2018,Education (Aggregate levels): Advanced,235.4248
DEU,Germany,2018,Education (Aggregate levels): Level not stated,10.7944
DEU,Germany,1998,Education (Aggregate levels): Total,3849
DEU,Germany,1998,Education (Aggregate levels): Basic,880
DEU,Germany,1998,Education (Aggregate levels): Intermediate,2325
DEU,Germany,1998,Education (Aggregate levels): Advanced,510
DEU,Germany,1998,Education (Aggregate levels): Level not stated,134
DEU,Germany,1998,Education (Aggregate levels): Total,4281
DEU,Germany,1998,Education (Aggregate levels): Basic,1538
DEU,Germany,1998,Education (Aggregate levels): Intermediate,2365
DEU,Germany,1998,Education (Aggregate levels): Advanced,378
DEU,Germany,1999,Education (Aggregate levels): Total,4100
DEU,Germany,1999,Education (Aggregate levels): Basic,1457
DEU,Germany,1999,Education (Aggregate levels): Intermediate,2288
DEU,Germany,1999,Education (Aggregate levels): Advanced,355
DEU,Germany,2000,Education (Aggregate levels): Total,3890
DEU,Germany,2000,Education (Aggregate levels): Basic,1409
DEU,Germany,2000,Education (Aggregate levels): Intermediate,2160
DEU,Germany,2000,Education (Aggregate levels): Advanced,321
DEU,Germany,2001,Education (Aggregate levels): Total,3853
DEU,Germany,2001,Education (Aggregate levels): Basic,1340
DEU,Germany,2001,Education (Aggregate levels): Intermediate,2198
DEU,Germany,2001,Education (Aggregate levels): Advanced,314
DEU,Germany,2002,Education (Aggregate levels): Total,4061
DEU,Germany,2002,Education (Aggregate levels): Basic,1362
DEU,Germany,2002,Education (Aggregate levels): Intermediate,2354
DEU,Germany,2002,Education (Aggregate levels): Advanced,346
DEU,Germany,2003,Education (Aggregate levels): Total,4377
DEU,Germany,2003,Education (Aggregate levels): Basic,1421
DEU,Germany,2003,Education (Aggregate levels): Intermediate,2569
DEU,Germany,2003,Education (Aggregate levels): Advanced,386
DEU,Germany,2004,Education (Aggregate levels): Total,4381
DEU,Germany,2004,Education (Aggregate levels): Basic,1415
DEU,Germany,2004,Education (Aggregate levels): Intermediate,2583
DEU,Germany,2004,Education (Aggregate levels): Advanced,383
DNK,Denmark,1998,Education (Aggregate levels): Total,142.1491
DNK,Denmark,1998,Education (Aggregate levels): Basic,49.0003
DNK,Denmark,1998,Education (Aggregate levels): Intermediate,70.3527
DNK,Denmark,1998,Education (Aggregate levels): Advanced,22.7961
DNK,Denmark,1999,Education (Aggregate levels): Total,146.7808
DNK,Denmark,1999,Education (Aggregate levels): Basic,49.0926
DNK,Denmark,1999,Education (Aggregate levels): Intermediate,73.9555
DNK,Denmark,1999,Education (Aggregate levels): Advanced,21.4911
DNK,Denmark,1999,Education (Aggregate levels): Level not stated,2.2416
DNK,Denmark,2000,Education (Aggregate levels): Total,127.2742
DNK,Denmark,2000,Education (Aggregate levels): Basic,38.9931
DNK,Denmark,2000,Education (Aggregate levels): Intermediate,65.7512
DNK,Denmark,2000,Education (Aggregate levels): Advanced,17.6596
DNK,Denmark,2000,Education (Aggregate levels): Level not stated,4.8704
DNK,Denmark,2001,Education (Aggregate levels): Total,118.0715
DNK,Denmark,2001,Education (Aggregate levels): Basic,31.9187
DNK,Denmark,2001,Education (Aggregate levels): Intermediate,59.984
DNK,Denmark,2001,Education (Aggregate levels): Advanced,26.1687
DNK,Denmark,2002,Education (Aggregate levels): Total,122.3592
DNK,Denmark,2002,Education (Aggregate levels): Basic,36.562
DNK,Denmark,2002,Education (Aggregate levels): Intermediate,55.7929
DNK,Denmark,2002,Education (Aggregate levels): Advanced,29.0844
DNK,Denmark,2003,Education (Aggregate levels): Total,154.331
DNK,Denmark,2003,Education (Aggregate levels): Less than basic,1.4554
DNK,Denmark,2003,Education (Aggregate levels): Basic,50.4291
DNK,Denmark,2003,Education (Aggregate levels): Intermediate,60.443600000000004
DNK,Denmark,2003,Education (Aggregate levels): Advanced,41.3764
DNK,Denmark,2004,Education (Aggregate levels): Total,150.5376
DNK,Denmark,2004,Education (Aggregate levels): Less than basic,3.2734
DNK,Denmark,2004,Education (Aggregate levels): Basic,40.8793
DNK,Denmark,2004,Education (Aggregate levels): Intermediate,70.8155
DNK,Denmark,2004,Education (Aggregate levels): Advanced,35.5695
DNK,Denmark,2005,Education (Aggregate levels): Total,139.6825
DNK,Denmark,2005,Education (Aggregate levels): Less than basic,3.1649
DNK,Denmark,2005,Education (Aggregate levels): Basic,41.1119
DNK,Denmark,2005,Education (Aggregate levels): Intermediate,61.12
DNK,Denmark,2005,Education (Aggregate levels): Advanced,33.8276
DNK,Denmark,2005,Education (Aggregate levels): Level not stated,0.458
DNK,Denmark,2006,Education (Aggregate levels): Total,113.7593
DNK,Denmark,2006,Education (Aggregate levels): Less than basic,3.1551
DNK,Denmark,2006,Education (Aggregate levels): Basic,36.5442
DNK,Denmark,2006,Education (Aggregate levels): Intermediate,42.7424
DNK,Denmark,2006,Education (Aggregate levels): Advanced,30.9589
DNK,Denmark,2007,Education (Aggregate levels): Total,110.778
DNK,Denmark,2007,Education (Aggregate levels): Basic,44.1659
DNK,Denmark,2007,Education (Aggregate levels): Intermediate,37.0356
DNK,Denmark,2007,Education (Aggregate levels): Advanced,24.8831
DNK,Denmark,2007,Education (Aggregate levels): Level not stated,4.6935
DNK,Denmark,2008,Education (Aggregate levels): Total,101.4385
DNK,Denmark,2008,Education (Aggregate levels): Basic,44.614
DNK,Denmark,2008,Education (Aggregate levels): Intermediate,34.2523
DNK,Denmark,2008,Education (Aggregate levels): Advanced,19.0783
DNK,Denmark,2008,Education (Aggregate levels): Level not stated,3.4938
DNK,Denmark,2009,Education (Aggregate levels): Total,177.0664
DNK,Denmark,2009,Education (Aggregate levels): Basic,72.7981
DNK,Denmark,2009,Education (Aggregate levels): Intermediate,67.5585
DNK,Denmark,2009,Education (Aggregate levels): Advanced,31.9643
DNK,Denmark,2009,Education (Aggregate levels): Level not stated,4.7455
DNK,Denmark,2010,Education (Aggregate levels): Total,218.2652
DNK,Denmark,2010,Education (Aggregate levels): Basic,83.6713
DNK,Denmark,2010,Education (Aggregate levels): Intermediate,82.6811
DNK,Denmark,2010,Education (Aggregate levels): Advanced,41.8526
DNK,Denmark,2010,Education (Aggregate levels): Level not stated,10.0601
DNK,Denmark,2011,Education (Aggregate levels): Total,221.4348
DNK,Denmark,2011,Education (Aggregate levels): Basic,81.2945
DNK,Denmark,2011,Education (Aggregate levels): Intermediate,82.5653
DNK,Denmark,2011,Education (Aggregate levels): Advanced,46.549
DNK,Denmark,2011,Education (Aggregate levels): Level not stated,11.0261
DNK,Denmark,2012,Education (Aggregate levels): Total,218.8088
DNK,Denmark,2012,Education (Aggregate levels): Basic,79.1306
DNK,Denmark,2012,Education (Aggregate levels): Intermediate,83.2112
DNK,Denmark,2012,Education (Aggregate levels): Advanced,43.8422
DNK,Denmark,2012,Education (Aggregate levels): Level not stated,12.6248
DNK,Denmark,2013,Education (Aggregate levels): Total,202.1924
DNK,Denmark,2013,Education (Aggregate levels): Basic,71.6941
DNK,Denmark,2013,Education (Aggregate levels): Intermediate,75.4154
DNK,Denmark,2013,Education (Aggregate levels): Advanced,43.0479
DNK,Denmark,2013,Education (Aggregate levels): Level not stated,12.035
DNK,Denmark,2014,Education (Aggregate levels): Total,191.4525
DNK,Denmark,2014,Education (Aggregate levels): Basic,64.4387
DNK,Denmark,2014,Education (Aggregate levels): Intermediate,74.3217
DNK,Denmark,2014,Education (Aggregate levels): Advanced,45.4141
DNK,Denmark,2014,Education (Aggregate levels): Level not stated,7.278
DNK,Denmark,2015,Education (Aggregate levels): Total,180.9106
DNK,Denmark,2015,Education (Aggregate levels): Basic,58.7516
DNK,Denmark,2015,Education (Aggregate levels): Intermediate,67.637200000000007
DNK,Denmark,2015,Education (Aggregate levels): Advanced,48.6199
DNK,Denmark,2015,Education (Aggregate levels): Level not stated,5.9019
DNK,Denmark,2016,Education (Aggregate levels): Total,187.0749
DNK,Denmark,2016,Education (Aggregate levels): Basic,57.396
DNK,Denmark,2016,Education (Aggregate levels): Intermediate,65.4601
DNK,Denmark,2016,Education (Aggregate levels): Advanced,50.4061
DNK,Denmark,2016,Education (Aggregate levels): Level not stated,13.8127
DNK,Denmark,2017,Education (Aggregate levels): Total,171.577
DNK,Denmark,2017,Education (Aggregate levels): Basic,53.0332
DNK,Denmark,2017,Education (Aggregate levels): Intermediate,56.9677
DNK,Denmark,2017,Education (Aggregate levels): Advanced,49.6676
DNK,Denmark,2017,Education (Aggregate levels): Level not stated,11.9084
DNK,Denmark,2018,Education (Aggregate levels): Total,150.1388
DNK,Denmark,2018,Education (Aggregate levels): Basic,46.3951
DNK,Denmark,2018,Education (Aggregate levels): Intermediate,49.5305
DNK,Denmark,2018,Education (Aggregate levels): Advanced,44.0888
DNK,Denmark,2018,Education (Aggregate levels): Level not stated,10.1244
ESP,Spain,1998,Education (Aggregate levels): Total,3171.9112
ESP,Spain,1998,Education (Aggregate levels): Basic,1952.0028
ESP,Spain,1998,Education (Aggregate levels): Intermediate,586.9901
ESP,Spain,1998,Education (Aggregate levels): Advanced,632.9194
ESP,Spain,1999,Education (Aggregate levels): Total,2677.7429
ESP,Spain,1999,Education (Aggregate levels): Basic,1577.403
ESP,Spain,1999,Education (Aggregate levels): Intermediate,536.1966
ESP,Spain,1999,Education (Aggregate levels): Advanced,564.5503
ESP,Spain,2000,Education (Aggregate levels): Total,2469.0163
ESP,Spain,2000,Education (Aggregate levels): Basic,1479.7826
ESP,Spain,2000,Education (Aggregate levels): Intermediate,469.9721
ESP,Spain,2000,Education (Aggregate levels): Advanced,519.0381
ESP,Spain,2001,Education (Aggregate levels): Total,1855.8305
ESP,Spain,2001,Education (Aggregate levels): Less than basic,18.1017
ESP,Spain,2001,Education (Aggregate levels): Basic,1082.4367
ESP,Spain,2001,Education (Aggregate levels): Intermediate,365.3278
ESP,Spain,2001,Education (Aggregate levels): Advanced,389.7398
ESP,Spain,2002,Education (Aggregate levels): Total,2103.5401
ESP,Spain,2002,Education (Aggregate levels): Basic,1202.5134
ESP,Spain,2002,Education (Aggregate levels): Intermediate,427.5341
ESP,Spain,2002,Education (Aggregate levels): Advanced,473.5048
ESP,Spain,2003,Education (Aggregate levels): Total,2215.9667
ESP,Spain,2003,Education (Aggregate levels): Less than basic,22.2531
ESP,Spain,2003,Education (Aggregate levels): Basic,1260.1829
ESP,Spain,2003,Education (Aggregate levels): Intermediate,464.0213
ESP,Spain,2003,Education (Aggregate levels): Advanced,469.2299
ESP,Spain,2004,Education (Aggregate levels): Total,2247.3442
ESP,Spain,2004,Education (Aggregate levels): Less than basic,24.4062
ESP,Spain,2004,Education (Aggregate levels): Basic,1249.2775
ESP,Spain,2004,Education (Aggregate levels): Intermediate,467.231
ESP,Spain,2004,Education (Aggregate levels): Advanced,506.4277
ESP,Spain,2005,Education (Aggregate levels): Total,1933.6481
ESP,Spain,2005,Education (Aggregate levels): Less than basic,17.9799
ESP,Spain,2005,Education (Aggregate levels): Basic,1049.6638
ESP,Spain,2005,Education (Aggregate levels): Intermediate,415.8235
ESP,Spain,2005,Education (Aggregate levels): Advanced,450.167
ESP,Spain,2006,Education (Aggregate levels): Total,1840.9541
ESP,Spain,2006,Education (Aggregate levels): Less than basic,16.4821
ESP,Spain,2006,Education (Aggregate levels): Basic,1003.322
ESP,Spain,2006,Education (Aggregate levels): Intermediate,406.0652
ESP,Spain,2006,Education (Aggregate levels): Advanced,414.9288
ESP,Spain,2007,Education (Aggregate levels): Total,1846.1414
ESP,Spain,2007,Education (Aggregate levels): Less than basic,21.0289
ESP,Spain,2007,Education (Aggregate levels): Basic,1016.9106
ESP,Spain,2007,Education (Aggregate levels): Intermediate,429.1384
ESP,Spain,2007,Education (Aggregate levels): Advanced,378.9175
ESP,Spain,2008,Education (Aggregate levels): Total,2595.9244
ESP,Spain,2008,Education (Aggregate levels): Less than basic,32.2619
ESP,Spain,2008,Education (Aggregate levels): Basic,1528.8194
ESP,Spain,2008,Education (Aggregate levels): Intermediate,568.4085
ESP,Spain,2008,Education (Aggregate levels): Advanced,466.5905
ESP,Spain,2009,Education (Aggregate levels): Total,4153.5356
ESP,Spain,2009,Education (Aggregate levels): Less than basic,47.1222
ESP,Spain,2009,Education (Aggregate levels): Basic,2455.2607
ESP,Spain,2009,Education (Aggregate levels): Intermediate,921.7834
ESP,Spain,2009,Education (Aggregate levels): Advanced,729.2728
ESP,Spain,2010,Education (Aggregate levels): Total,4640.1379
ESP,Spain,2010,Education (Aggregate levels): Less than basic,46.9673
ESP,Spain,2010,Education (Aggregate levels): Basic,2676.3935
ESP,Spain,2010,Education (Aggregate levels): Intermediate,1044.0572
ESP,Spain,2010,Education (Aggregate levels): Advanced,872.4616
ESP,Spain,2011,Education (Aggregate levels): Total,5012.675
ESP,Spain,2011,Education (Aggregate levels): Less than basic,52.1208
ESP,Spain,2011,Education (Aggregate levels): Basic,2780.1009
ESP,Spain,2011,Education (Aggregate levels): Intermediate,1173.6988
ESP,Spain,2011,Education (Aggregate levels): Advanced,1006.7545
ESP,Spain,2012,Education (Aggregate levels): Total,5811.0425
ESP,Spain,2012,Education (Aggregate levels): Less than basic,46.8423
ESP,Spain,2012,Education (Aggregate levels): Basic,3206.5538
ESP,Spain,2012,Education (Aggregate levels): Intermediate,1328.8069
ESP,Spain,2012,Education (Aggregate levels): Advanced,1228.8395
ESP,Spain,2013,Education (Aggregate levels): Total,6051.1336
ESP,Spain,2013,Education (Aggregate levels): Less than basic,42.5386
ESP,Spain,2013,Education (Aggregate levels): Basic,3279.1264
ESP,Spain,2013,Education (Aggregate levels): Intermediate,1385.5346
ESP,Spain,2013,Education (Aggregate levels): Advanced,1343.8546
ESP,Spain,2014,Education (Aggregate levels): Total,5610.3941
ESP,Spain,2014,Education (Aggregate levels): Less than basic,207.3293
ESP,Spain,2014,Education (Aggregate levels): Basic,2849.202
ESP,Spain,2014,Education (Aggregate levels): Intermediate,1293.4494
ESP,Spain,2014,Education (Aggregate levels): Advanced,1260.2645
ESP,Spain,2015,Education (Aggregate levels): Total,5056.0631
ESP,Spain,2015,Education (Aggregate levels): Less than basic,183.4838
ESP,Spain,2015,Education (Aggregate levels): Basic,2565.8118
ESP,Spain,2015,Education (Aggregate levels): Intermediate,1170.1084
ESP,Spain,2015,Education (Aggregate levels): Advanced,1136.4261
ESP,Spain,2016,Education (Aggregate levels): Total,4481.252
ESP,Spain,2016,Education (Aggregate levels): Less than basic,149.6555
ESP,Spain,2016,Education (Aggregate levels): Basic,2271.7519
ESP,Spain,2016,Education (Aggregate levels): Intermediate,1039.5219
ESP,Spain,2016,Education (Aggregate levels): Advanced,1020.3216
ESP,Spain,2017,Education (Aggregate levels): Total,3916.9327
ESP,Spain,2017,Education (Aggregate levels): Less than basic,128.0992
ESP,Spain,2017,Education (Aggregate levels): Basic,1982.7081
ESP,Spain,2017,Education (Aggregate levels): Intermediate,921.6177
ESP,Spain,2017,Education (Aggregate levels): Advanced,884.5842
ESP,Spain,2018,Education (Aggregate levels): Total,3479.1892
ESP,Spain,2018,Education (Aggregate levels): Less than basic,121.9519
ESP,Spain,2018,Education (Aggregate levels): Basic,1697.9643
ESP,Spain,2018,Education (Aggregate levels): Intermediate,847.5979
ESP,Spain,2018,Education (Aggregate levels): Advanced,811.3537
EST,Estonia,1998,Education (Aggregate levels): Total,63.966
EST,Estonia,1998,Education (Aggregate levels): Basic,13.9103
EST,Estonia,1998,Education (Aggregate levels): Intermediate,39.8089
EST,Estonia,1998,Education (Aggregate levels): Advanced,10.2469
EST,Estonia,1999,Education (Aggregate levels): Total,75.896
EST,Estonia,1999,Education (Aggregate levels): Basic,17.1408
EST,Estonia,1999,Education (Aggregate levels): Intermediate,47.0511
EST,Estonia,1999,Education (Aggregate levels): Advanced,11.7041
EST,Estonia,2000,Education (Aggregate levels): Total,90.3629
EST,Estonia,2000,Education (Aggregate levels): Basic,20.9021
EST,Estonia,2000,Education (Aggregate levels): Intermediate,59.2849
EST,Estonia,2000,Education (Aggregate levels): Advanced,10.1759
EST,Estonia,2001,Education (Aggregate levels): Total,88.0334
EST,Estonia,2001,Education (Aggregate levels): Basic,16.0918
EST,Estonia,2001,Education (Aggregate levels): Intermediate,55.8488
EST,Estonia,2001,Education (Aggregate levels): Advanced,16.0928
EST,Estonia,2002,Education (Aggregate levels): Total,65.5706
EST,Estonia,2002,Education (Aggregate levels): Basic,17.0347
EST,Estonia,2002,Education (Aggregate levels): Intermediate,38.5486
EST,Estonia,2002,Education (Aggregate levels): Advanced,9.9874
EST,Estonia,2003,Education (Aggregate levels): Total,75.8605
EST,Estonia,2003,Education (Aggregate levels): Basic,15.978
EST,Estonia,2003,Education (Aggregate levels): Intermediate,49.4442
EST,Estonia,2003,Education (Aggregate levels): Advanced,10.4383
EST,Estonia,2004,Education (Aggregate levels): Total,68.9753
EST,Estonia,2004,Education (Aggregate levels): Basic,15.339
EST,Estonia,2004,Education (Aggregate levels): Intermediate,39.7142
EST,Estonia,2004,Education (Aggregate levels): Advanced,13.8438
EST,Estonia,2005,Education (Aggregate levels): Total,53.7672
EST,Estonia,2005,Education (Aggregate levels): Basic,9.8415
EST,Estonia,2005,Education (Aggregate levels): Intermediate,34.4107
EST,Estonia,2005,Education (Aggregate levels): Advanced,9.5149
EST,Estonia,2006,Education (Aggregate levels): Total,40.9698
EST,Estonia,2006,Education (Aggregate levels): Basic,9.4282
EST,Estonia,2006,Education (Aggregate levels): Intermediate,23.8819
EST,Estonia,2006,Education (Aggregate levels): Advanced,7.6597
EST,Estonia,2007,Education (Aggregate levels): Total,31.6497
EST,Estonia,2007,Education (Aggregate levels): Basic,7.81
EST,Estonia,2007,Education (Aggregate levels): Intermediate,18.2787
EST,Estonia,2007,Education (Aggregate levels): Advanced,5.4941
EST,Estonia,2008,Education (Aggregate levels): Total,37.8491
EST,Estonia,2008,Education (Aggregate levels): Basic,9.1254
EST,Estonia,2008,Education (Aggregate levels): Intermediate,21.7562
EST,Estonia,2008,Education (Aggregate levels): Advanced,6.8624
EST,Estonia,2009,Education (Aggregate levels): Total,93.0716
EST,Estonia,2009,Education (Aggregate levels): Basic,19.6478
EST,Estonia,2009,Education (Aggregate levels): Intermediate,57.8249
EST,Estonia,2009,Education (Aggregate levels): Advanced,15.2883
EST,Estonia,2010,Education (Aggregate levels): Total,113.9258
EST,Estonia,2010,Education (Aggregate levels): Less than basic,0.4326
EST,Estonia,2010,Education (Aggregate levels): Basic,19.6027
EST,Estonia,2010,Education (Aggregate levels): Intermediate,71.1958
EST,Estonia,2010,Education (Aggregate levels): Advanced,22.6947
EST,Estonia,2011,Education (Aggregate levels): Total,84.8159
EST,Estonia,2011,Education (Aggregate levels): Basic,17.7367
EST,Estonia,2011,Education (Aggregate levels): Intermediate,46.8349
EST,Estonia,2011,Education (Aggregate levels): Advanced,20.0555
EST,Estonia,2012,Education (Aggregate levels): Total,68.4856
EST,Estonia,2012,Education (Aggregate levels): Basic,14.787
EST,Estonia,2012,Education (Aggregate levels): Intermediate,37.8879
EST,Estonia,2012,Education (Aggregate levels): Advanced,15.6049
EST,Estonia,2013,Education (Aggregate levels): Total,58.6916
EST,Estonia,2013,Education (Aggregate levels): Basic,8.8203
EST,Estonia,2013,Education (Aggregate levels): Intermediate,34.7464
EST,Estonia,2013,Education (Aggregate levels): Advanced,14.8174
EST,Estonia,2014,Education (Aggregate levels): Total,49.581
EST,Estonia,2014,Education (Aggregate levels): Basic,9.487
EST,Estonia,2014,Education (Aggregate levels): Intermediate,27.5793
EST,Estonia,2014,Education (Aggregate levels): Advanced,12.3442
EST,Estonia,2015,Education (Aggregate levels): Total,42.2638
EST,Estonia,2015,Education (Aggregate levels): Basic,8.6014
EST,Estonia,2015,Education (Aggregate levels): Intermediate,23.3844
EST,Estonia,2015,Education (Aggregate levels): Advanced,10.278
EST,Estonia,2016,Education (Aggregate levels): Total,46.7496
EST,Estonia,2016,Education (Aggregate levels): Basic,9.1945
EST,Estonia,2016,Education (Aggregate levels): Intermediate,27.1828
EST,Estonia,2016,Education (Aggregate levels): Advanced,10.3723
EST,Estonia,2017,Education (Aggregate levels): Total,40.2554
EST,Estonia,2017,Education (Aggregate levels): Basic,8.2001
EST,Estonia,2017,Education (Aggregate levels): Intermediate,23.1994
EST,Estonia,2017,Education (Aggregate levels): Advanced,8.8398
EST,Estonia,2018,Education (Aggregate levels): Total,37.6931
EST,Estonia,2018,Education (Aggregate levels): Basic,7.7293
EST,Estonia,2018,Education (Aggregate levels): Intermediate,19.8287
EST,Estonia,2018,Education (Aggregate levels): Advanced,10.1351
EST,Estonia,1995,Education (Aggregate levels): Total,68.1
EST,Estonia,1995,Education (Aggregate levels): Basic,13
EST,Estonia,1995,Education (Aggregate levels): Intermediate,43.6
EST,Estonia,1995,Education (Aggregate levels): Advanced,11.3
EST,Estonia,1996,Education (Aggregate levels): Total,68.4
EST,Estonia,1996,Education (Aggregate levels): Basic,13
EST,Estonia,1996,Education (Aggregate levels): Intermediate,43.7
EST,Estonia,1996,Education (Aggregate levels): Advanced,11.6
FIN,Finland,1998,Education (Aggregate levels): Total,331.7644
FIN,Finland,1998,Education (Aggregate levels): Basic,125.3895
FIN,Finland,1998,Education (Aggregate levels): Intermediate,159.6369
FIN,Finland,1998,Education (Aggregate levels): Advanced,46.3862
FIN,Finland,1999,Education (Aggregate levels): Total,308.8827
FIN,Finland,1999,Education (Aggregate levels): Basic,132.7537
FIN,Finland,1999,Education (Aggregate levels): Intermediate,136.8418
FIN,Finland,1999,Education (Aggregate levels): Advanced,38.6969
FIN,Finland,1999,Education (Aggregate levels): Level not stated,0.5902
FIN,Finland,2000,Education (Aggregate levels): Total,296.6308
FIN,Finland,2000,Education (Aggregate levels): Basic,123.5773
FIN,Finland,2000,Education (Aggregate levels): Intermediate,128.9553
FIN,Finland,2000,Education (Aggregate levels): Advanced,43.617
FIN,Finland,2001,Education (Aggregate levels): Total,275.6382
FIN,Finland,2001,Education (Aggregate levels): Basic,114.2885
FIN,Finland,2001,Education (Aggregate levels): Intermediate,125.4169
FIN,Finland,2001,Education (Aggregate levels): Advanced,35.9328
FIN,Finland,2002,Education (Aggregate levels): Total,279.9986
FIN,Finland,2002,Education (Aggregate levels): Basic,120.4113
FIN,Finland,2002,Education (Aggregate levels): Intermediate,125.7791
FIN,Finland,2002,Education (Aggregate levels): Advanced,33.8082
FIN,Finland,2003,Education (Aggregate levels): Total,280.7247
FIN,Finland,2003,Education (Aggregate levels): Basic,112.3091
FIN,Finland,2003,Education (Aggregate levels): Intermediate,133.3609
FIN,Finland,2003,Education (Aggregate levels): Advanced,35.0547
FIN,Finland,2004,Education (Aggregate levels): Total,275.4585
FIN,Finland,2004,Education (Aggregate levels): Basic,109.5807
FIN,Finland,2004,Education (Aggregate levels): Intermediate,123.3692
FIN,Finland,2004,Education (Aggregate levels): Advanced,42.5085
FIN,Finland,2005,Education (Aggregate levels): Total,219.692
FIN,Finland,2005,Education (Aggregate levels): Basic,73.5713
FIN,Finland,2005,Education (Aggregate levels): Intermediate,107.302
FIN,Finland,2005,Education (Aggregate levels): Advanced,38.8187
