iso2c,country,gdp_growth,year
CY,Cyprus,-5.79930466368432,2013
CY,Cyprus,-2.87809955633817,2012
CY,Cyprus,0.403429931640773,2011
CY,Cyprus,1.33540349841795,2010
CY,Cyprus,-2.01524112923474,2009
CY,Cyprus,3.64677651575749,2008
CY,Cyprus,5.09803657835361,2007
CY,Cyprus,4.71382210198297,2006
CY,Cyprus,4.85299130783648,2005
CY,Cyprus,5.02634800040845,2004
CY,Cyprus,2.62327133621432,2003
CY,Cyprus,3.72293443177787,2002
CY,Cyprus,3.95253496984809,2001
CY,Cyprus,5.96531774387263,2000
CY,Cyprus,4.99794331505787,1999
CY,Cyprus,6.11087941348794,1998
CY,Cyprus,2.64094896349016,1997
CY,Cyprus,1.24847888245787,1996
CY,Cyprus,8.46818845267501,1995
CZ,Czech Republic,2.89297250617278,2018
CZ,Czech Republic,4.35260351822929,2017
CZ,Czech Republic,2.45054238739621,2016
CZ,Czech Republic,5.30923851909814,2015
CZ,Czech Republic,2.71511613157801,2014
CZ,Czech Republic,-0.483671040702603,2013
CZ,Czech Republic,-0.799844281176618,2012
CZ,Czech Republic,1.77783318662328,2011
CZ,Czech Republic,2.27342005165725,2010
CZ,Czech Republic,-4.80257209128614,2009
CZ,Czech Republic,2.68228272445224,2008
CZ,Czech Republic,5.60264368495965,2007
CZ,Czech Republic,6.85352233371246,2006
CZ,Czech Republic,6.53346880592036,2005
CZ,Czech Republic,4.90656376356553,2004
CZ,Czech Republic,3.6029894593604,2003
CZ,Czech Republic,1.65249405467387,2002
CZ,Czech Republic,2.90876488185039,2001
CZ,Czech Republic,4.26674135714225,2000
CZ,Czech Republic,1.4328394787977,1999
CZ,Czech Republic,-0.328715515859443,1998
CZ,Czech Republic,-0.594659089102393,1997
CZ,Czech Republic,4.22281457200553,1996
CZ,Czech Republic,6.2214060003983,1995
DE,Germany,1.4253034667189,2018
DE,Germany,2.15710947029994,2017
DE,Germany,2.2422350985948,2016
DE,Germany,1.73896761850342,2015
DE,Germany,2.17806656078447,2014
DE,Germany,0.489584482494635,2013
DE,Germany,0.491992829138056,2012
DE,Germany,3.66000015503516,2011
DE,Germany,4.07993330487069,2010
DE,Germany,-5.61886043465857,2009
DE,Germany,1.08231540391905,2008
DE,Germany,3.26053529682157,2007
DE,Germany,3.70015957205484,2006
DE,Germany,0.70671394810023,2005
DE,Germany,1.16997041286515,2004
DE,Germany,-0.709906171880789,2003
DE,Germany,0,2002
DE,Germany,1.69547145188611,2001
DE,Germany,2.96204536784524,2000
DE,Germany,1.98713494928661,1999
DE,Germany,1.97961840703675,1998
DE,Germany,1.84920066980847,1997
DE,Germany,0.817897617014211,1996
DE,Germany,1.73764063121563,1995
DK,Denmark,1.42107941890607,2018
DK,Denmark,2.26236630931515,2017
DK,Denmark,2.39968219011206,2016
DK,Denmark,2.34262027436762,2015
DK,Denmark,1.61937497071034,2014
DK,Denmark,0.933349281516229,2013
DK,Denmark,0.226468475871513,2012
DK,Denmark,1.33677466666225,2011
DK,Denmark,1.87099263866214,2010
DK,Denmark,-4.90652555809709,2009
DK,Denmark,-0.512025221805743,2008
DK,Denmark,0.909252995846572,2007
DK,Denmark,3.91298015188963,2006
DK,Denmark,2.33666449082062,2005
DK,Denmark,2.66819345941687,2004
DK,Denmark,0.390073865051036,2003
DK,Denmark,0.466344928484119,2002
DK,Denmark,0.823149300299249,2001
DK,Denmark,3.74690021235362,2000
DK,Denmark,2.94800709905887,1999
DK,Denmark,2.21816188799899,1998
DK,Denmark,3.26087979362235,1997
DK,Denmark,2.90006833454601,1996
DK,Denmark,3.02763407299729,1995
ES,Spain,2.58174653442416,2018
ES,Spain,2.97918240061863,2017
ES,Spain,3.1725896604465,2016
ES,Spain,3.64468015224406,2015
ES,Spain,1.37999723824269,2014
ES,Spain,-1.70570500034654,2013
ES,Spain,-2.92775050717711,2012
ES,Spain,-0.998764958114961,2011
ES,Spain,0.0140638777627089,2010
ES,Spain,-3.57375144869157,2009
ES,Spain,1.11768686002978,2008
ES,Spain,3.76899240771773,2007
ES,Spain,4.17412318641999,2006
ES,Spain,3.72300178841655,2005
ES,Spain,3.16674650061206,2004
ES,Spain,3.18757147564497,2003
ES,Spain,2.87987609719458,2002
ES,Spain,4.00107383540131,2001
ES,Spain,5.28909959505918,2000
ES,Spain,4.48477443037206,1999
ES,Spain,4.30597844697085,1998
ES,Spain,3.68961399843444,1997
ES,Spain,2.67478358786684,1996
ES,Spain,2.75749403295065,1995
EE,Estonia,3.86575358097339,2018
EE,Estonia,4.85668685644394,2017
EE,Estonia,3.48909711147971,2016
EE,Estonia,1.90028658970603,2015
EE,Estonia,2.8885638447165,2014
EE,Estonia,1.9365434443487901,2013
EE,Estonia,4.30725898765326,2012
EE,Estonia,7.5973002092456,2011
EE,Estonia,2.25907589383118,2010
EE,Estonia,-14.7244039059598,2009
EE,Estonia,-5.41945589002262,2008
EE,Estonia,7.74819236807274,2007
EE,Estonia,10.2718840891112,2006
EE,Estonia,9.37371145418146,2005
EE,Estonia,6.2947462252348,2004
EE,Estonia,7.41616336532107,2003
EE,Estonia,6.07639470207957,2002
EE,Estonia,6.32871050381532,2001
EE,Estonia,10.5680749511053,2000
EE,Estonia,-0.856448275634463,1999
EE,Estonia,4.11725775063256,1998
EE,Estonia,11.7986187205621,1997
EE,Estonia,5.32384487388032,1996
EE,Estonia,4.52668172710705,1995
FI,Finland,2.32917920068758,2018
FI,Finland,2.65252953021526,2017
FI,Finland,2.7719255201694,2016
FI,Finland,0.500662010259816,2015
FI,Finland,-0.631728090593853,2014
FI,Finland,-0.758036294820087,2013
FI,Finland,-1.42618935959564,2012
FI,Finland,2.57081774452163,2011
FI,Finland,2.99233750220186,2010
FI,Finland,-8.26903655827105,2009
FI,Finland,0.720668487409924,2008
FI,Finland,5.18480080885459,2007
FI,Finland,4.05519744386183,2006
FI,Finland,2.77995503098056,2005
FI,Finland,3.92605717547447,2004
FI,Finland,1.99398408693965,2003
FI,Finland,1.6803250889493,2002
FI,Finland,2.5807920754502,2001
FI,Finland,5.63484745219101,2000
FI,Finland,4.44413427315236,1999
FI,Finland,5.42851256695509,1998
FI,Finland,6.25180784114451,1997
FI,Finland,3.65883306320907,1996
FI,Finland,4.20713067270178,1995
FR,France,1.72488062812486,2018
FR,France,2.2602027222695,2017
FR,France,1.09546439403398,2016
FR,France,1.11291234211977,2015
FR,France,0.956183042120372,2014
FR,France,0.576326679224579,2013
FR,France,0.313134744426151,2012
FR,France,2.19270065138433,2011
FR,France,1.94943763160794,2010
FR,France,-2.87331384989045,2009
FR,France,0.254945947086725,2008
FR,France,2.42473623826378,2007
FR,France,2.44932360177216,2006
FR,France,1.66321999802,2005
FR,France,2.82975292434386,2004
FR,France,0.823160784665845,2003
FR,France,1.13553148737473,2002
FR,France,1.9837213990231,2001
FR,France,3.92366920574179,2000
FR,France,3.42137381473127,1999
FR,France,3.58865943494122,1998
FR,France,2.33629649931395,1997
FR,France,1.41299368733571,1996
FR,France,2.10669523681943,1995
GB,United Kingdom,1.39760759249872,2018
GB,United Kingdom,1.82292777386984,2017
GB,United Kingdom,1.78928865948831,2016
GB,United Kingdom,2.34912269178373,2015
GB,United Kingdom,2.94756216291898,2014
GB,United Kingdom,2.04629958514464,2013
GB,United Kingdom,1.44706044309314,2012
GB,United Kingdom,1.64477001712162,2011
GB,United Kingdom,1.7112064453315,2010
GB,United Kingdom,-4.24655156572233,2009
GB,United Kingdom,-0.345916655390937,2008
GB,United Kingdom,2.54550079454803,2007
GB,United Kingdom,2.5480783849076,2006
GB,United Kingdom,3.14872423589915,2005
GB,United Kingdom,2.34779205194529,2004
GB,United Kingdom,3.33945618900084,2003
GB,United Kingdom,2.49972697065036,2002
GB,United Kingdom,2.84076540780435,2001
GB,United Kingdom,3.45346296419618,2000
GB,United Kingdom,3.21378583914222,1999
GB,United Kingdom,3.34127904559918,1998
GB,United Kingdom,4.29307490209392,1997
GB,United Kingdom,2.53526604177318,1996
GB,United Kingdom,2.45530414337615,1995
GE,Georgia,4.71737338003256,2018
GE,Georgia,4.83268629095114,2017
GE,Georgia,2.8466032990662,2016
GE,Georgia,2.88052654618222,2015
GE,Georgia,4.62361326359952,2014
GE,Georgia,3.38677083597563,2013
GE,Georgia,6.3507978400543,2012
GE,Georgia,7.22160890504406,2011
GE,Georgia,6.24948778888705,2010
GE,Georgia,-3.65051399355472,2009
GE,Georgia,2.41857220840662,2008
GE,Georgia,12.5789527592211,2007
GE,Georgia,9.41977099664402,2006
GE,Georgia,9.58957388011328,2005
GE,Georgia,5.79449641949641,2004
GE,Georgia,11.0587231897802,2003
GE,Georgia,5.47383749908896,2002
GE,Georgia,4.80545201745896,2001
GE,Georgia,1.83834176781448,2000
GE,Georgia,2.86925669484484,1999
GE,Georgia,3.10490323485884,1998
GE,Georgia,10.519040736455,1997
GE,Georgia,11.2000026069436,1996
GE,Georgia,2.59999590342362,1995
GR,Greece,1.93437082147373,2018
GR,Greece,1.50509930751895,2017
GR,Greece,-0.19095227668727,2016
GR,Greece,-0.437833917631266,2015
GR,Greece,0.739777123496509,2014
GR,Greece,-3.24142502506591,2013
GR,Greece,-7.30049393532073,2012
GR,Greece,-9.13249415322949,2011
GR,Greece,-5.4790371077553,2010
GR,Greece,-4.3007336666282,2009
GR,Greece,-0.335172557312063,2008
GR,Greece,3.27374685710487,2007
GR,Greece,5.6524337201578,2006
GR,Greece,0.599142055474161,2005
GR,Greece,5.06099256477832,2004
GR,Greece,5.79453126444159,2003
GR,Greece,3.92287184229497,2002
GR,Greece,4.13161207641278,2001
GR,Greece,3.91977077200825,2000
GR,Greece,3.07259666389747,1999
GR,Greece,3.89490477247428,1998
GR,Greece,4.4841991477097,1997
GR,Greece,2.86212884645293,1996
GR,Greece,2.09971976683303,1995
HR,Croatia,2.62982608916515,2018
HR,Croatia,2.92136337409232,2017
HR,Croatia,3.53612955655616,2016
HR,Croatia,2.40059187897236,2015
HR,Croatia,-0.087513347134788,2014
HR,Croatia,-0.491748791173023,2013
HR,Croatia,-2.30064285837889,2012
HR,Croatia,-0.340190377704701,2011
HR,Croatia,-1.4729162961615,2010
HR,Croatia,-7.29143090641497,2009
HR,Croatia,2.03646060277995,2008
HR,Croatia,5.28365248917373,2007
HR,Croatia,4.86781745992695,2006
HR,Croatia,4.10956498949054,2005
HR,Croatia,3.91455674153043,2004
HR,Croatia,5.58118682793676,2003
HR,Croatia,5.25336350411607,2002
HR,Croatia,3.45240716779026,2001
HR,Croatia,3.77260555708246,2000
HR,Croatia,-0.935499973054164,1999
HR,Croatia,1.861880880071,1998
HR,Croatia,6.64547415009595,1997
HR,Croatia,5.87369825102155,1996
HR,Croatia,NA,1995
HU,Hungary,4.94041868527559,2018
HU,Hungary,4.13706393670374,2017
HU,Hungary,2.28079775023321,2016
HU,Hungary,3.53642547600026,2015
HU,Hungary,4.22465375476067,2014
HU,Hungary,2.09364216402103,2013
HU,Hungary,-1.63140333682364,2012
HU,Hungary,1.65765742187791,2011
HU,Hungary,0.65529336957259,2010
HU,Hungary,-6.60099364625709,2009
HU,Hungary,0.851321308471825,2008
HU,Hungary,0.422396462378074,2007
HU,Hungary,3.85117296719326,2006
HU,Hungary,4.38821517420224,2005
HU,Hungary,5.0049180240904,2004
HU,Hungary,3.84861966189189,2003
HU,Hungary,4.52820591579359,2002
HU,Hungary,3.84051044474208,2001
HU,Hungary,4.20917993135265,2000
HU,Hungary,3.1868963542194,1999
HU,Hungary,4.23584773722148,1998
HU,Hungary,3.34016358711801,1997
HU,Hungary,0.0141547822925219,1996
HU,Hungary,1.48952547518905,1995
IE,Ireland,6.65361849368055,2018
IE,Ireland,7.2217887437576,2017
IE,Ireland,4.98758243684672,2016
IE,Ireland,25.1172509119446,2015
IE,Ireland,8.80052941023163,2014
IE,Ireland,1.33692054217012,2013
IE,Ireland,0.182644559232187,2012
IE,Ireland,3.72100097066391,2011
IE,Ireland,1.92204219748081,2010
IE,Ireland,-5.02223897776346,2009
IE,Ireland,-4.40538057034736,2008
IE,Ireland,5.30911828610274,2007
IE,Ireland,5.0445226515055,2006
IE,Ireland,5.66796676358186,2005
IE,Ireland,6.57079376668868,2004
IE,Ireland,2.9544914524741,2003
IE,Ireland,5.92802745440555,2002
IE,Ireland,5.31913924871441,2001
IE,Ireland,9.45618705773714,2000
IE,Ireland,10.5243684320917,1999
IE,Ireland,8.66910243531159,1998
IE,Ireland,10.8978501519995,1997
IE,Ireland,7.69166362548579,1996
IE,Ireland,9.63442233324116,1995
IT,Italy,0.858260215893509,2018
IT,Italy,1.68418260951518,2017
IT,Italy,1.11890061799522,2016
IT,Italy,0.923992487509764,2015
IT,Italy,0.113673237878274,2014
IT,Italy,-1.72816080249231,2013
IT,Italy,-2.81901377925493,2012
IT,Italy,0.576623022104201,2011
IT,Italy,1.68652340308921,2010
IT,Italy,-5.48205504014744,2009
IT,Italy,-1.05040283480383,2008
IT,Italy,1.47386854661877,2007
IT,Italy,2.00658665474469,2006
IT,Italy,0.949666257648659,2005
IT,Italy,1.58193886129243,2004
IT,Italy,0.151318188408439,2003
IT,Italy,0.248547439569109,2002
IT,Italy,1.77218876140995,2001
IT,Italy,3.71010658689261,2000
IT,Italy,1.55985028026575,1999
IT,Italy,1.61607603360557,1998
IT,Italy,1.83536198966301,1997
IT,Italy,1.28636940391482,1996
IT,Italy,2.88683673940436,1995
KZ,Kazakhstan,4.09999999999972,2018
KZ,Kazakhstan,4.10000000000042,2017
KZ,Kazakhstan,1.09999999999941,2016
KZ,Kazakhstan,1.20000000000067,2015
KZ,Kazakhstan,4.19999999999938,2014
KZ,Kazakhstan,6.0000000000007,2013
KZ,Kazakhstan,4.79999999999939,2012
KZ,Kazakhstan,7.40000000000069,2011
KZ,Kazakhstan,7.29999999999953,2010
KZ,Kazakhstan,1.19999999999996,2009
KZ,Kazakhstan,3.30000000000004,2008
KZ,Kazakhstan,8.89999999999999,2007
KZ,Kazakhstan,10.7,2006
KZ,Kazakhstan,9.69999999922682,2005
KZ,Kazakhstan,9.60000000136854,2004
KZ,Kazakhstan,9.30000000033759,2003
KZ,Kazakhstan,9.79999999960842,2002
KZ,Kazakhstan,13.4999999984358,2001
KZ,Kazakhstan,9.80000000214159,2000
KZ,Kazakhstan,2.69999999784196,1999
KZ,Kazakhstan,-1.89999999942478,1998
KZ,Kazakhstan,1.69999999949511,1997
KZ,Kazakhstan,0.500000002073534,1996
KZ,Kazakhstan,-8.20000000323817,1995
KG,Kyrgyz Republic,3.50000000000006,2018
KG,Kyrgyz Republic,4.70000000000006,2017
KG,Kyrgyz Republic,4.29999999999986,2016
KG,Kyrgyz Republic,3.90000000000006,2015
KG,Kyrgyz Republic,3.99999999999996,2014
KG,Kyrgyz Republic,10.9,2013
KG,Kyrgyz Republic,-0.199999999999974,2012
KG,Kyrgyz Republic,5.95627437653896,2011
KG,Kyrgyz Republic,-0.471566847508598,2010
KG,Kyrgyz Republic,2.88629470047637,2009
KG,Kyrgyz Republic,8.40161595736801,2008
KG,Kyrgyz Republic,8.54287489612278,2007
KG,Kyrgyz Republic,3.10289869126646,2006
KG,Kyrgyz Republic,-0.17554822946434,2005
KG,Kyrgyz Republic,7.02685971855701,2004
KG,Kyrgyz Republic,7.03029613928668,2003
KG,Kyrgyz Republic,-0.0173531656915458,2002
KG,Kyrgyz Republic,5.32158429006606,2001
KG,Kyrgyz Republic,5.42667384921542,2000
KG,Kyrgyz Republic,3.65578957617375,1999
KG,Kyrgyz Republic,2.12183539195543,1998
KG,Kyrgyz Republic,9.91516811364519,1997
KG,Kyrgyz Republic,7.08450241869049,1996
KG,Kyrgyz Republic,-5.42382204928384,1995
LT,Lithuania,3.49368880814318,2018
LT,Lithuania,4.13994847283978,2017
LT,Lithuania,2.3531813074454,2016
LT,Lithuania,2.02062799496009,2015
LT,Lithuania,3.53758582436556,2014
LT,Lithuania,3.49858086982306,2013
LT,Lithuania,3.82695401007858,2012
LT,Lithuania,6.04313071521365,2011
LT,Lithuania,1.63981964913999,2010
LT,Lithuania,-14.8141633163462,2009
LT,Lithuania,2.62807796060045,2008
LT,Lithuania,11.0869543879434,2007
LT,Lithuania,7.40644435525719,2006
LT,Lithuania,7.72740791807141,2005
LT,Lithuania,6.55008302748837,2004
LT,Lithuania,10.538564772459,2003
LT,Lithuania,6.76074953319042,2002
LT,Lithuania,6.52443087540964,2001
LT,Lithuania,3.83166714045696,2000
LT,Lithuania,-1.13464289459995,1999
LT,Lithuania,7.4671760033313,1998
LT,Lithuania,8.29322871946646,1997
LT,Lithuania,5.14995842609616,1996
LT,Lithuania,NA,1995
LU,Luxembourg,2.60267394560714,2018
LU,Luxembourg,1.54566060969455,2017
LU,Luxembourg,2.41143078605366,2016
LU,Luxembourg,3.91596276667379,2015
LU,Luxembourg,4.29678642481963,2014
LU,Luxembourg,3.65437038505787,2013
LU,Luxembourg,-0.352519360092558,2012
LU,Luxembourg,2.53923483936856,2011
LU,Luxembourg,4.86496856032889,2010
LU,Luxembourg,-4.35860700532295,2009
LU,Luxembourg,-1.27958557243456,2008
LU,Luxembourg,8.35455320905589,2007
LU,Luxembourg,5.17848596556991,2006
LU,Luxembourg,3.1724427328915,2005
LU,Luxembourg,3.61217670664212,2004
LU,Luxembourg,1.62928705029996,2003
LU,Luxembourg,3.81946979699926,2002
LU,Luxembourg,2.53197492309623,2001
LU,Luxembourg,8.2397991119304,2000
LU,Luxembourg,8.48100282474833,1999
LU,Luxembourg,6.04465146766655,1998
LU,Luxembourg,5.70971709096601,1997
LU,Luxembourg,1.38842835214189,1996
LU,Luxembourg,1.43220027756334,1995
LV,Latvia,4.76971668163448,2018
LV,Latvia,4.63647962142689,2017
LV,Latvia,2.06438129607109,2016
LV,Latvia,2.97170383161259,2015
LV,Latvia,1.85824365165655,2014
LV,Latvia,2.42985120848557,2013
LV,Latvia,4.03462837497035,2012
LV,Latvia,6.38102125886553,2011
LV,Latvia,-3.94067030557116,2010
LV,Latvia,-14.4016917831409,2009
LV,Latvia,-3.54764422461135,2008
LV,Latvia,9.97926932969439,2007
LV,Latvia,11.8893853670819,2006
LV,Latvia,10.697037062198,2005
LV,Latvia,8.33554679999271,2004
LV,Latvia,8.43069121798843,2003
LV,Latvia,7.10302990626207,2002
LV,Latvia,6.46131018475533,2001
LV,Latvia,5.40685848447123,2000
LV,Latvia,2.61895437976332,1999
LV,Latvia,6.5217690350093,1998
LV,Latvia,8.97412977823946,1997
LV,Latvia,2.35901922196065,1996
LV,Latvia,-1.7987884341274,1995
MD,Moldova,3.99999999999996,2018
MD,Moldova,4.69079342838687,2017
MD,Moldova,4.40888674328883,2016
MD,Moldova,-0.338235296100407,2015
MD,Moldova,4.99962558416271,2014
MD,Moldova,9.04386552833462,2013
MD,Moldova,-0.589734134738677,2012
MD,Moldova,5.81816640453508,2011
MD,Moldova,7.10000009243468,2010
MD,Moldova,-6.00000025914159,2009
MD,Moldova,7.80000010023905,2008
MD,Moldova,3.00000019887585,2007
MD,Moldova,4.79999986873861,2006
MD,Moldova,7.50000009534185,2005
MD,Moldova,7.39999984026043,2004
MD,Moldova,6.59999990612619,2003
MD,Moldova,7.79999978701822,2002
MD,Moldova,6.10000028090654,2001
MD,Moldova,2.10771605209766,2000
MD,Moldova,-3.36825444163652,1999
MD,Moldova,-6.54219202031557,1998
MD,Moldova,1.64706446813105,1997
MD,Moldova,-5.87706016139953,1996
MD,Moldova,NA,1995
MK,North Macedonia,2.66459188911705,2018
MK,North Macedonia,0.240521014001672,2017
MK,North Macedonia,2.84844146117298,2016
MK,North Macedonia,3.85561030191197,2015
MK,North Macedonia,3.62964130783041,2014
MK,North Macedonia,2.92472656750948,2013
