iso3,country,unemployment_rate,year,indicator,indicator.label,note_source.label
CZE,Czech Republic,4.024,1995,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: OECD
CZE,Czech Republic,3.894,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: OECD
CZE,Czech Republic,4.2714,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,5.9038,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,8.4891,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,8.7619,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,7.9913,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,7.0187,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,7.5438,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,8.2096,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,7.9269,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,7.1477,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,5.3201,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,4.3925,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,6.6621,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,7.2791,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,6.7111,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,6.9782,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,6.9527,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,6.1079,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,5.0464,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,3.9514,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,2.8898,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
CZE,Czech Republic,2.2433,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,6.9921,1995,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,6.8438,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,5.4,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,5.0389,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,5.1415,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,4.476,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,4.1642,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,4.274,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,5.3984,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,5.2041,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,4.8299,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,3.897,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,3.801,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,3.4337,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,6.0073,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,7.4636,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,7.5727,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,7.5258,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,6.9967,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,6.5892,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,6.1683,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,6.1807,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,5.7427,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DNK,Denmark,4.9746,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,9.659,1995,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: OECD
EST,Estonia,9.915,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: OECD
EST,Estonia,10.3692,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,9.5098,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,11.5731,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,13.3598,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,13.1345,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,10.0261,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,11.2876,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,10.2478,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,8.0331,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,5.9147,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,4.592,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,5.4549,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,13.5482,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,16.7072,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,12.3277,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,10.0211,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,8.6307,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,7.3518,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,6.1866,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,6.7617,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,5.7604,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
EST,Estonia,5.366,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,17.0046,1995,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,15.5718,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,14.9675,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,13.2145,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,11.6933,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,11.1345,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,10.2905,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,10.4227,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,10.4693,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,10.3578,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,8.3836,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,7.7189,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,6.854,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,6.3686,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,8.2495,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,8.3944,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,7.781,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,7.6891,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,8.1934,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,8.663,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,9.3759,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,8.8184,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,8.6402,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FIN,Finland,7.3612,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,11.8356,1995,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,12.3673,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,12.5662,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,12.0749,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,11.9808,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,10.2172,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,8.6104,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,8.7017,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,8.3065,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,8.9136,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,8.4935,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,8.4478,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,7.6567,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,7.0634,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,8.7363,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,8.8713,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,8.811,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,9.4002,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,9.9206,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,10.2922,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,10.3594,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,10.0568,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,9.3972,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
FRA,France,9.0589,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GEO,Georgia,2.4,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: December
GEO,Georgia,5,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: December
GEO,Georgia,4.2,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Data reference period: December
GEO,Georgia,13.81,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
GEO,Georgia,10.82,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
GEO,Georgia,11.15,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
GEO,Georgia,12.59,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
GEO,Georgia,11.51,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
GEO,Georgia,12.62,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
GEO,Georgia,13.8,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
GEO,Georgia,13.28,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),NA
GEO,Georgia,17.87,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),"Geographical coverage: Total national, excluding some areas | Population coverage: Excluding institutional population"
GEO,Georgia,20.7102,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,20.2027,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,19.6317,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,19.6531,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,19.4158,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,17.4385,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,16.5059,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,16.6039,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
GEO,Georgia,13.9389,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: ILO-STATISTICS - Micro data processing
DEU,Germany,8.1585,1995,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,8.8247,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,9.8631,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,9.7883,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,8.855,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,7.9173,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,7.7727,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,8.4819,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,9.779,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,10.7267,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,11.1667,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,10.2502,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,8.6583,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,7.5245,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,7.7416,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,6.9664,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,5.8244,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,5.3794,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,5.2306,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,4.9806,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,4.6242,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,4.1218,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,3.7455,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
DEU,Germany,3.3835,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,9.062,1995,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,9.6551,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,9.5772,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,10.8394,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,11.8528,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,11.2478,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,10.4561,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,9.9746,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,9.4121,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,10.3107,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,9.9938,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,9.0077,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,8.3965,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,7.7597,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,9.6159,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,12.7131,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,17.8647,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,24.4393,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,27.4662,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,26.4914,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,24.8971,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,23.5391,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,21.4876,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
GRC,Greece,19.2916,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,10.168,1995,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: OECD
HUN,Hungary,10.022,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,8.9905,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,8.9252,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,6.929,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,6.5631,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,5.6713,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,5.6082,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,5.7899,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,5.8321,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,7.1885,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,7.4939,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,7.4059,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,7.817,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,10.0304,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,11.1719,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,11.0291,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,11.003,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,10.1765,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,7.7253,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,6.8132,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,5.1149,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,4.1557,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
HUN,Hungary,3.7085,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,11.9835,1995,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,11.7175,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,10.203,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,7.6987,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,5.8037,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,4.3177,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,3.6834,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,4.2154,2002,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,4.4781,2003,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,4.4907,2004,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,4.3424,2005,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,4.4146,2006,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,4.9801,2007,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,6.7736,2008,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,12.6089,2009,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,14.5328,2010,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,15.3528,2011,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,15.4507,2012,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,13.7348,2013,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,11.8573,2014,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,9.9062,2015,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,8.3739,2016,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,6.7124,2017,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
IRL,Ireland,5.7405,2018,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,11.669,1995,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,11.8741,1996,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,11.9991,1997,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,12.1187,1998,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,11.69,1999,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,10.8418,2000,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
ITA,Italy,9.5951,2001,UNE_DEAP_NOC_RT,Unemployment rate (%),Repository: Eurostat special tabulation
