iso2c,country,population_growth,year
MD,Moldova,-0.223626544049819,2001
MD,Moldova,-0.203359857023458,2000
MD,Moldova,-0.157019473931081,1999
MD,Moldova,-0.0403999490915699,1998
MD,Moldova,-0.369846948932856,1997
MD,Moldova,-0.200222133343632,1996
MD,Moldova,-0.404638697496789,1995
MK,North Macedonia,0.0461949888093546,2018
MK,North Macedonia,0.0601046299859087,2017
MK,North Macedonia,0.068123807192842,2016
MK,North Macedonia,0.0747154964524797,2015
MK,North Macedonia,0.0822371239088719,2014
MK,North Macedonia,0.0862097059786938,2013
MK,North Macedonia,0.0863805936128262,2012
MK,North Macedonia,0.0842821154595245,2011
MK,North Macedonia,0.0822265963841763,2010
MK,North Macedonia,0.083455184673682,2009
MK,North Macedonia,0.0913195888312744,2008
MK,North Macedonia,0.111176870581712,2007
MK,North Macedonia,0.138623353795591,2006
MK,North Macedonia,0.156655294038847,2005
MK,North Macedonia,0.176232762325375,2004
MK,North Macedonia,0.219288818199646,2003
MK,North Macedonia,0.297475395146788,2002
MK,North Macedonia,0.393510414575429,2001
MK,North Macedonia,0.513647493765249,2000
MK,North Macedonia,0.611281465616952,1999
MK,North Macedonia,0.6211421499348,1998
MK,North Macedonia,0.509146029699969,1997
MK,North Macedonia,0.311677841453851,1996
MK,North Macedonia,0.0781345603571954,1995
MT,Malta,3.26472013750544,2018
MT,Malta,2.73866285589301,2017
MT,Malta,2.28861544064371,2016
MT,Malta,2.38639536345808,2015
MT,Malta,1.9967544083193,2014
MT,Malta,1.4040502758129,2013
MT,Malta,0.899209211902256,2012
MT,Malta,0.423700885195294,2011
MT,Malta,0.49118281065151,2010
MT,Malta,0.753906931031973,2009
MT,Malta,0.650655460565174,2008
MT,Malta,0.348755082369901,2007
MT,Malta,0.364336947162944,2006
MT,Malta,0.637436918202842,2005
MT,Malta,0.67162845452858,2004
MT,Malta,0.657732334391546,2003
MT,Malta,0.745506921127166,2002
MT,Malta,0.75110649818537,2001
MT,Malta,0.645267230900854,2000
MT,Malta,0.592860773979805,1999
MT,Malta,0.649936278938043,1998
MT,Malta,0.756792686540295,1997
MT,Malta,0.656524533590292,1996
MT,Malta,0.697143006602962,1995
ME,Montenegro,-0.00449901102173483,2018
ME,Montenegro,0.011247907097728,2017
ME,Montenegro,0.0231425307711559,2016
ME,Montenegro,0.0561107244885728,2015
ME,Montenegro,0.0970220113323688,2014
ME,Montenegro,0.097599636675676,2013
ME,Montenegro,0.0841474080023094,2012
ME,Montenegro,0.10504177223011,2011
ME,Montenegro,0.183239906425096,2010
ME,Montenegro,0.214529295893828,2009
ME,Montenegro,0.177475866720179,2008
ME,Montenegro,0.138110347731053,2007
ME,Montenegro,0.12429981279666,2006
ME,Montenegro,0.147929262061512,2005
ME,Montenegro,0.177216475615812,2004
ME,Montenegro,0.399151168806326,2003
ME,Montenegro,0.400750772330341,2002
ME,Montenegro,0.402363248322291,2001
ME,Montenegro,-0.0279740186992493,2000
ME,Montenegro,-0.4193256157655,1999
ME,Montenegro,-0.305295583261971,1998
ME,Montenegro,-0.243010697842063,1997
ME,Montenegro,-0.115971437246349,1996
ME,Montenegro,0.0528165715682825,1995
NL,Netherlands,0.580410753764695,2018
NL,Netherlands,0.591203366164118,2017
NL,Netherlands,0.532178879608489,2016
NL,Netherlands,0.443220089035769,2015
NL,Netherlands,0.359828172726548,2014
NL,Netherlands,0.294820793441482,2013
NL,Netherlands,0.370055034770235,2012
NL,Netherlands,0.466428782200821,2011
NL,Netherlands,0.512923100553586,2010
NL,Netherlands,0.514284544827762,2009
NL,Netherlands,0.389292461499527,2008
NL,Netherlands,0.217521601194242,2007
NL,Netherlands,0.160613668857538,2006
NL,Netherlands,0.23366314793854,2005
NL,Netherlands,0.347475412048658,2004
NL,Netherlands,0.471814398788212,2003
NL,Netherlands,0.638291666268526,2002
NL,Netherlands,0.754840057734904,2001
NL,Netherlands,0.714770362784392,2000
NL,Netherlands,0.665493187073143,1999
NL,Netherlands,0.616640530679659,1998
NL,Netherlands,0.514767002117464,1997
NL,Netherlands,0.461395747607711,1996
NL,Netherlands,0.49392737251493,1995
PL,Poland,0.00980074960984292,2018
PL,Poland,0.0124800985844923,2017
PL,Poland,-0.04298513087435,2016
PL,Poland,-0.0666411009657168,2015
PL,Poland,-0.0748462292920506,2014
PL,Poland,-0.0603600174744649,2013
PL,Poland,-2.39076003298365e-4,2012
PL,Poland,0.0537697088781007,2011
PL,Poland,-0.285609121534849,2010
PL,Poland,0.067763227021235,2009
PL,Poland,0.0136373796827091,2008
PL,Poland,-0.0543050208038707,2007
PL,Poland,-0.0633705742926632,2006
PL,Poland,-0.043948953332248,2005
PL,Poland,-0.0585127351273288,2004
PL,Poland,-0.067492701646486,2003
PL,Poland,-0.0463189372499392,2002
PL,Poland,-0.0275871247282958,2001
PL,Poland,-1.04433539837844,2000
PL,Poland,-0.0083027528251411,1999
PL,Poland,0.0357533013623718,1998
PL,Poland,0.0654553694247315,1997
PL,Poland,0.0760741823645528,1996
PL,Poland,0.13572103385363,1995
PT,Portugal,-0.180137490722825,2018
PT,Portugal,-0.243889410358812,2017
PT,Portugal,-0.315459016997883,2016
PT,Portugal,-0.414141101993213,2015
PT,Portugal,-0.539190466792077,2014
PT,Portugal,-0.548815210952228,2013
PT,Portugal,-0.405421787747567,2012
PT,Portugal,-0.147084878575482,2011
PT,Portugal,0.0459100367184907,2010
PT,Portugal,0.0953308592370666,2009
PT,Portugal,0.144191279853498,2008
PT,Portugal,0.196304384487306,2007
PT,Portugal,0.18033244147767,2006
PT,Portugal,0.185532266654625,2005
PT,Portugal,0.239128989611917,2004
PT,Portugal,0.375411414855816,2003
PT,Portugal,0.547667939660689,2002
PT,Portugal,0.705230637323876,2001
PT,Portugal,0.702859953319024,2000
PT,Portugal,0.565630442435222,1999
PT,Portugal,0.505389233382722,1998
PT,Portugal,0.446460604971181,1997
PT,Portugal,0.375996187340096,1996
PT,Portugal,0.346203938301886,1995
RO,Romania,-0.581419208735541,2018
RO,Romania,-0.584585616729126,2017
RO,Romania,-0.572649651464877,2016
RO,Romania,-0.470733511049937,2015
RO,Romania,-0.374575497762261,2014
RO,Romania,-0.371323062878035,2013
RO,Romania,-0.445177936198383,2012
RO,Romania,-0.491866212866043,2011
RO,Romania,-0.593959183588628,2010
RO,Romania,-0.833088754778975,2009
RO,Romania,-1.66638264306554,2008
RO,Romania,-1.47722298197717,2007
RO,Romania,-0.592402560029107,2006
RO,Romania,-0.61753095660306,2005
RO,Romania,-0.569786272532879,2004
RO,Romania,-0.7212622974018,2003
RO,Romania,-1.83065499370162,2002
RO,Romania,-1.39542998635748,2001
RO,Romania,-0.129440039806255,2000
RO,Romania,-0.156978616024445,1999
RO,Romania,-0.206980241940766,1998
RO,Romania,-0.287897951541563,1997
RO,Romania,-0.288129485530899,1996
RO,Romania,-0.20231879638046,1995
RU,Russian Federation,-0.0129353844507104,2018
RU,Russian Federation,0.106871954284237,2017
RU,Russian Federation,0.17024454590112,2016
RU,Russian Federation,0.192558641823423,2015
RU,Russian Federation,0.217700100552035,2014
RU,Russian Federation,0.212923595008292,2013
RU,Russian Federation,0.168301590750173,2012
RU,Russian Federation,0.0779670984684485,2011
RU,Russian Federation,0.0448873898392816,2010
RU,Russian Federation,0.0301140670621249,2009
RU,Russian Federation,-0.0439422615372963,2008
RU,Russian Federation,-0.171024042221983,2007
RU,Russian Federation,-0.327318706386192,2006
RU,Russian Federation,-0.381473696224401,2005
RU,Russian Federation,-0.402613760305718,2004
RU,Russian Federation,-0.453719859743564,2003
RU,Russian Federation,-0.460061304902853,2002
RU,Russian Federation,-0.424151028076189,2001
RU,Russian Federation,-0.420566975310993,2000
RU,Russian Federation,-0.309476734460824,1999
RU,Russian Federation,-0.165511936742255,1998
RU,Russian Federation,-0.165319440855875,1997
RU,Russian Federation,-0.145469155029265,1996
RU,Russian Federation,0.0267775060816902,1995
RS,Serbia,-0.553799324424721,2018
RS,Serbia,-0.532191341024444,2017
RS,Serbia,-0.523694463062603,2016
RS,Serbia,-0.494772574469842,2015
RS,Serbia,-0.469489291237153,2014
RS,Serbia,-0.486591387059998,2013
RS,Serbia,-0.485299545092705,2012
RS,Serbia,-0.789468997859736,2011
RS,Serbia,-0.402005900874718,2010
RS,Serbia,-0.400994905201716,2009
RS,Serbia,-0.425705551624613,2008
RS,Serbia,-0.405458541825536,2007
RS,Serbia,-0.393204593401,2006
RS,Serbia,-0.300431132565912,2005
RS,Serbia,-0.233328451597809,2004
RS,Serbia,-0.21273800909834,2003
RS,Serbia,-0.0921469496277098,2002
RS,Serbia,-0.171946646904854,2001
RS,Serbia,-0.319524801286905,2000
RS,Serbia,-0.361977304916285,1999
RS,Serbia,-0.379260986251296,1998
RS,Serbia,-0.279907993137813,1997
RS,Serbia,-0.0992314596975416,1996
RS,Serbia,-1.4229670890223,1995
SK,Slovak Republic,0.142914342882467,2018
SK,Slovak Republic,0.155178995687406,2017
SK,Slovak Republic,0.128922329956911,2016
SK,Slovak Republic,0.0950338786482762,2015
SK,Slovak Republic,0.0970454215834878,2014
SK,Slovak Republic,0.107458009492367,2013
SK,Slovak Republic,0.170183855326072,2012
SK,Slovak Republic,0.128936462723796,2011
SK,Slovak Republic,0.0931912731899838,2010
SK,Slovak Republic,0.133257321027673,2009
SK,Slovak Republic,0.0857552995195914,2008
SK,Slovak Republic,0.0291784011934372,2007
SK,Slovak Republic,0.00459711883568263,2006
SK,Slovak Republic,0.00980913417308711,2005
SK,Slovak Republic,-0.0203617202597358,2004
SK,Slovak Republic,-0.0658215070322074,2003
SK,Slovak Republic,-0.0363525509687338,2002
SK,Slovak Republic,-0.18301227099618,2001
SK,Slovak Republic,-0.135376487794425,2000
SK,Slovak Republic,0.102053161046239,1999
SK,Slovak Republic,0.13412159848536,1998
SK,Slovak Republic,0.184629991205462,1997
SK,Slovak Republic,0.211674396431709,1996
SK,Slovak Republic,0.29263220653253,1995
SI,Slovenia,0.0476079897519612,2018
SI,Slovenia,0.0651590392490152,2017
SI,Slovenia,0.0731972072415279,2016
SI,Slovenia,0.075190689011533,2015
SI,Slovenia,0.0983519219451147,2014
SI,Slovenia,0.135726228915631,2013
SI,Slovenia,0.210024305900448,2012
SI,Slovenia,0.207732702329724,2011
SI,Slovenia,0.43607948463593,2010
SI,Slovenia,0.903875535210913,2009
SI,Slovenia,0.158140843634363,2008
SI,Slovenia,0.559207815536831,2007
SI,Slovenia,0.31911453657107,2006
SI,Slovenia,0.173208905073743,2005
SI,Slovenia,0.0640662022616923,2004
SI,Slovenia,0.0602967792572922,2003
SI,Slovenia,0.123915442323272,2002
SI,Slovenia,0.157498742047657,2001
SI,Slovenia,0.29607496005045,2000
SI,Slovenia,0.0714308445137258,1999
SI,Slovenia,-0.218117656735081,1998
SI,Slovenia,-0.134454343022371,1997
SI,Slovenia,-0.0625361337459717,1996
SI,Slovenia,0.021561499989935302,1995
SE,Sweden,1.23985370981945,2018
SE,Sweden,1.34744505956262,2017
SE,Sweden,1.25645398510305,2016
SE,Sweden,1.05745468551674,2015
SE,Sweden,0.992219728591882,2014
SE,Sweden,0.847348652246305,2013
SE,Sweden,0.739763272434863,2012
SE,Sweden,0.755150133665177,2011
SE,Sweden,0.852524628765313,2010
SE,Sweden,0.851904412936677,2009
SE,Sweden,0.779033290770134,2008
SE,Sweden,0.741552514625445,2007
SE,Sweden,0.562483906481893,2006
SE,Sweden,0.399942762807279,2005
SE,Sweden,0.393298991357658,2004
SE,Sweden,0.372092942799084,2003
SE,Sweden,0.325438067703728,2002
SE,Sweden,0.268470527954234,2001
SE,Sweden,0.160575484575313,2000
SE,Sweden,0.0779271508703018,1999
SE,Sweden,0.0555121222123307,1998
SE,Sweden,0.0572622034229794,1997
SE,Sweden,0.159147080582875,1996
SE,Sweden,0.524703941553734,1995
TJ,Tajikistan,2.45346505862171,2018
TJ,Tajikistan,2.47038200852032,2017
TJ,Tajikistan,2.44849024628928,2016
TJ,Tajikistan,2.40864788409714,2015
TJ,Tajikistan,2.36716392815768,2014
TJ,Tajikistan,2.32126639469618,2013
TJ,Tajikistan,2.27753321724737,2012
TJ,Tajikistan,2.23480003645943,2011
TJ,Tajikistan,2.18433872212773,2010
TJ,Tajikistan,2.12462698410313,2009
TJ,Tajikistan,2.06357923535567,2008
TJ,Tajikistan,2.00339064603239,2007
TJ,Tajikistan,1.94386071277116,2006
TJ,Tajikistan,1.88728076298526,2005
TJ,Tajikistan,1.83044471010057,2004
TJ,Tajikistan,1.76865096117959,2003
TJ,Tajikistan,1.70032765627911,2002
TJ,Tajikistan,1.63024256742899,2001
TJ,Tajikistan,1.56747671573663,2000
TJ,Tajikistan,1.51929534340707,1999
TJ,Tajikistan,1.48731706006163,1998
TJ,Tajikistan,1.47673204437752,1997
TJ,Tajikistan,1.49010626789639,1996
TJ,Tajikistan,1.49676286271468,1995
TM,Turkmenistan,1.6064157574868,2018
TM,Turkmenistan,1.66898196025681,2017
TM,Turkmenistan,1.72943299724012,2016
TM,Turkmenistan,1.79414627012707,2015
TM,Turkmenistan,1.84544590041507,2014
TM,Turkmenistan,1.85208328545268,2013
TM,Turkmenistan,1.796928924058,2012
TM,Turkmenistan,1.6932375523177,2011
TM,Turkmenistan,1.57026879489423,2010
TM,Turkmenistan,1.45193671771035,2009
TM,Turkmenistan,1.33851918275453,2008
TM,Turkmenistan,1.24031444638773,2007
TM,Turkmenistan,1.1597499707131,2006
TM,Turkmenistan,1.08363812237159,2005
TM,Turkmenistan,1.01843527415331,2004
TM,Turkmenistan,0.987256970452424,2003
TM,Turkmenistan,1.00113239702698,2002
TM,Turkmenistan,1.05615209411969,2001
TM,Turkmenistan,1.11327153418058,2000
TM,Turkmenistan,1.18601140150337,1999
TM,Turkmenistan,1.33120213381117,1998
TM,Turkmenistan,1.56833525206182,1997
TM,Turkmenistan,1.87182039292029,1996
TM,Turkmenistan,2.22860683652919,1995
TR,Turkey,1.49044486780679,2018
TR,Turkey,1.5910592088242,2017
TR,Turkey,1.63225064120437,2016
TR,Turkey,1.66605168188057,2015
TR,Turkey,1.70197238629628,2014
TR,Turkey,1.69420258458879,2013
TR,Turkey,1.63295793530935,2012
TR,Turkey,1.53240081692763,2011
TR,Turkey,1.40009289035218,2010
TR,Turkey,1.27389190018432,2009
TR,Turkey,1.19537608895098,2008
TR,Turkey,1.19279425406817,2007
TR,Turkey,1.24886630889516,2006
TR,Turkey,1.32313826832396,2005
TR,Turkey,1.3847339240455,2004
TR,Turkey,1.43872129482708,2003
TR,Turkey,1.47388103748909,2002
TR,Turkey,1.49422978354996,2001
TR,Turkey,1.51809700314105,2000
TR,Turkey,1.54952732557115,1999
TR,Turkey,1.57290071402148,1998
TR,Turkey,1.58487271508187,1997
TR,Turkey,1.58908963720145,1996
TR,Turkey,1.58942898818399,1995
UA,Ukraine,-0.46643010293891,2018
UA,Ukraine,-0.386283095113929,2017
UA,Ukraine,-0.331380509661391,2016
UA,Ukraine,-0.260805737589124,2015
UA,Ukraine,-0.479615926390299,2014
UA,Ukraine,-0.227704749863191,2013
UA,Ukraine,-0.247099230432045,2012
UA,Ukraine,-0.359480080664232,2011
UA,Ukraine,-0.397285236005943,2010
UA,Ukraine,-0.443932416886605,2009
UA,Ukraine,-0.541462210878232,2008
UA,Ukraine,-0.596804887457382,2007
UA,Ukraine,-0.676092034711338,2006
UA,Ukraine,-0.73279073215003,2005
UA,Ukraine,-0.758627911477708,2004
UA,Ukraine,-0.811436362424381,2003
UA,Ukraine,-0.993677409208754,2002
UA,Ukraine,-1.00549476377606,2001
UA,Ukraine,-1.00659633215862,2000
UA,Ukraine,-0.942907769353195,1999
UA,Ukraine,-0.893741785387277,1998
UA,Ukraine,-0.911128988865345,1997
UA,Ukraine,-0.887423727287428,1996
UA,Ukraine,-0.79035275800953,1995
UZ,Uzbekistan,1.73486231625929,2018
UZ,Uzbekistan,1.68350632535532,2017
UZ,Uzbekistan,1.73884926199094,2016
UZ,Uzbekistan,1.74425837484667,2015
UZ,Uzbekistan,1.68690035915161,2014
UZ,Uzbekistan,1.56190433294848,2013
UZ,Uzbekistan,1.47209998811321,2012
UZ,Uzbekistan,2.68401550537804,2011
UZ,Uzbekistan,2.82284968340424,2010
UZ,Uzbekistan,1.687340968602,2009
UZ,Uzbekistan,1.60532736295221,2008
UZ,Uzbekistan,1.42347489680303,2007
UZ,Uzbekistan,1.22021635439699,2006
UZ,Uzbekistan,1.1633502238127,2005
UZ,Uzbekistan,1.15376921505544,2004
UZ,Uzbekistan,1.16367524443693,2003
UZ,Uzbekistan,1.22383151928578,2002
UZ,Uzbekistan,1.26596853291421,2001
UZ,Uzbekistan,1.38374682096563,2000
UZ,Uzbekistan,1.07790835989868,1999
UZ,Uzbekistan,1.6094902947862,1998
UZ,Uzbekistan,1.88523880811601,1997
UZ,Uzbekistan,1.91268599840564,1996
UZ,Uzbekistan,1.806877907471,1995
